# Zeldovich correlation function.
# Using f=0.9799 and P(k) from pklin_z300.txt
# Density functions smoothed with tophat R=0
# r[Mpc/h]     r^2.xiL       xir:1      xir:b1      xir:b2    xir:b1^2   xir:b1.b2    xir:b2^2    xir:Aeft     xir:n2L      xir:bs   xir:b1.bs   xir:b2.bs    xir:bs^2       xi0:1      xi0:b1      xi0:b2    xi0:b1^2   xi0:b1.b2    xi0:b2^2    xi0:Aeft     xi0:n2L      xi0:bs   xi0:b1.bs   xi0:b2.bs    xi0:bs^2       xi2:1      xi2:b1      xi2:b2    xi2:b1^2   xi2:b1.b2    xi2:b2^2    xi2:Aeft     xi2:n2L      xi2:bs   xi2:b1.bs   xi2:b2.bs    xi2:bs^2       xi4:1      xi4:b1      xi4:b2    xi4:b1^2   xi4:b1.b2    xi4:b2^2    xi4:Aeft     xi4:n2L      xi4:bs   xi4:b1.bs   xi4:b2.bs    xi4:bs^2
    102.00   1.9234988   1.8310074   3.6597871   0.0017122   1.8305886   0.0006034   0.0001614  -0.0119366   0.0227518   0.0011920  -0.0019899   0.0027288   0.0049664   3.1974731   4.6329352   0.0032976   1.7607130   0.0007437   0.0001507  -0.0180701   0.0198336   0.0022438  -0.0025783   0.0028445   0.0049481  -8.9003808  -6.4449222   0.0047611  -0.1339478  -0.0009255  -0.0000202  -0.0120745  -0.0055187   0.0055565  -0.0021573   0.0002608   0.0000141   1.9512482  -0.1173065   0.0035169   0.0104080   0.0000667   0.0000017  -0.0016305   0.0004312  -0.0019427  -0.0000219   0.0000036   0.0000083
    102.50   1.9372270   1.8443985   3.6861175   0.0011934   1.8435646   0.0001100   0.0001623  -0.0119699   0.0228792   0.0012951  -0.0018357   0.0026787   0.0048820   3.2197866   4.6646136   0.0024971   1.7725684   0.0001896   0.0001515  -0.0182452   0.0200366   0.0023956  -0.0024047   0.0027904   0.0048666  -8.8676724  -6.4230292   0.0041424  -0.1344308  -0.0010231  -0.0000200  -0.0122014  -0.0053273   0.0056091  -0.0021033   0.0002502   0.0000197   1.9478017  -0.1154856   0.0034585   0.0097750   0.0000918   0.0000016  -0.0016362   0.0003641  -0.0019087  -0.0000307   0.0000045   0.0000074
    103.00   1.9438683   1.8518238   3.7005557   0.0006823   1.8505954  -0.0003814   0.0001622  -0.0118690   0.0227557   0.0013911  -0.0016808   0.0026369   0.0047954   3.2330180   4.6828931   0.0017029   1.7792329  -0.0003659   0.0001515  -0.0182355   0.0200349   0.0025396  -0.0022279   0.0027440   0.0047833  -8.8415898  -6.4039233   0.0035280  -0.1334997  -0.0011264  -0.0000195  -0.0122325  -0.0050544   0.0056604  -0.0020454   0.0002385   0.0000260   1.9443473  -0.1131025   0.0033994   0.0090384   0.0001160   0.0000014  -0.0016509   0.0002902  -0.0018738  -0.0000394   0.0000055   0.0000064
    103.50   1.9434771   1.8532759   3.7030890   0.0001840   1.8516765  -0.0008652   0.0001611  -0.0116419   0.0223941   0.0014792  -0.0015266   0.0026030   0.0047068   3.2370834   4.6876725   0.0009224   1.7806755  -0.0009173   0.0001507  -0.0180480   0.0198361   0.0026744  -0.0020495   0.0027051   0.0046985  -8.8222035  -6.3877299   0.0029219  -0.1312152  -0.0012348  -0.0000188  -0.0121665  -0.0047094   0.0057096  -0.0019839   0.0002259   0.0000329   1.9408681  -0.1101697   0.0033393   0.0082179   0.0001389   0.0000013  -0.0016734   0.0002120  -0.0018381  -0.0000479   0.0000063   0.0000055
    104.00   1.9362692   1.8488111   3.6938321  -0.0002967   1.8468672  -0.0013366   0.0001591  -0.0112983   0.0218109   0.0015586  -0.0013745   0.0025768   0.0046168   3.2319887   4.6789841   0.0001623   1.7769175  -0.0014591   0.0001492  -0.0176924   0.0194506   0.0027987  -0.0018712   0.0026732   0.0046125  -8.8095360  -6.3745670   0.0023282  -0.1276581  -0.0013479  -0.0000177  -0.0120034  -0.0043030   0.0057555  -0.0019191   0.0002124   0.0000401   1.9373435  -0.1067074   0.0032779   0.0073345   0.0001604   0.0000010  -0.0017020   0.0001321  -0.0018016  -0.0000560   0.0000071   0.0000045
    104.50   1.9224516   1.8385451   3.6730184  -0.0007557   1.8362858  -0.0017909   0.0001563  -0.0108496   0.0210255   0.0016289  -0.0012257   0.0025576   0.0045255   3.2178255   4.6569874  -0.0005710   1.7680297  -0.0019863   0.0001470  -0.0171805   0.0188917   0.0029115  -0.0016942   0.0026481   0.0045254  -8.8035617  -6.3645416   0.0017504  -0.1229259  -0.0014648  -0.0000164  -0.0117443  -0.0038468   0.0057972  -0.0018514   0.0001984   0.0000477   1.9337499  -0.1027425   0.0032151   0.0064097   0.0001801   0.0000008  -0.0017351   0.0000532  -0.0017644  -0.0000637   0.0000078   0.0000036
    105.00   1.9022594   1.8226486   3.6409903  -0.0011891   1.8201050  -0.0022243   0.0001526  -0.0103085   0.0200598   0.0016897  -0.0010810   0.0025450   0.0044335   3.1947658   4.6219608  -0.0012719   1.7541290  -0.0024944   0.0001440  -0.0165263   0.0181746   0.0030121  -0.0015199   0.0026293   0.0044377  -8.8042064  -6.3577454   0.0011924  -0.1171303  -0.0015847  -0.0000148  -0.0113920  -0.0033528   0.0058338  -0.0017811   0.0001839   0.0000553   1.9300610  -0.0983089   0.0031509   0.0054645   0.0001978   0.0000005  -0.0017710  -0.0000227  -0.0017266  -0.0000707   0.0000085   0.0000027
    105.50   1.8760420   1.8013409   3.5981866  -0.0015940   1.7985453  -0.0026331   0.0001482  -0.0096882   0.0189375   0.0017410  -0.0009413   0.0025386   0.0043411   3.1630560   4.5742917  -0.0019352   1.7353744  -0.0029793   0.0001404  -0.0157449   0.0173163   0.0031000  -0.0013493   0.0026164   0.0043496  -8.8113487  -6.3542515   0.0006577  -0.1103936  -0.0017066  -0.0000131  -0.0109505  -0.0028329   0.0058645  -0.0017090   0.0001691   0.0000630   1.9262494  -0.0934470   0.0030853   0.0045195   0.0002133   0.0000003  -0.0018076  -0.0000934  -0.0016883  -0.0000771   0.0000090   0.0000019
    106.00   1.8442050   1.7748848   3.5451312  -0.0019677   1.7718697  -0.0030145   0.0001431  -0.0090023   0.0176831   0.0017829  -0.0008072   0.0025379   0.0042487   3.1230098   4.5144655  -0.0025568   1.7119625  -0.0034375   0.0001362  -0.0148529   0.0163349   0.0031750  -0.0011834   0.0026091   0.0042615  -8.8248214  -6.3541109   0.0001493  -0.1028455  -0.0018294  -0.0000113  -0.0104248  -0.0022989   0.0058886  -0.0016354   0.0001542   0.0000705   1.9222869  -0.0882026   0.0030184   0.0035938   0.0002264   0.0000000  -0.0018431  -0.0001573  -0.0016497  -0.0000828   0.0000095   0.0000012
    106.50   1.8071439   1.7435780   3.4824191  -0.0023082   1.7403764  -0.0033661   0.0001374  -0.0082643   0.0163217   0.0018158  -0.0006792   0.0025423   0.0041566   3.0750005   4.4430543  -0.0031330   1.6841227  -0.0038659   0.0001315  -0.0138672   0.0152493   0.0032372  -0.0010228   0.0026068   0.0041736  -8.8444133  -6.3573501  -0.0003297  -0.0946202  -0.0019519  -0.0000093  -0.0098215  -0.0017618   0.0059054  -0.0015611   0.0001393   0.0000777   1.9181456  -0.0826268   0.0029504   0.0027045   0.0002369  -0.0000002  -0.0018757  -0.0002132  -0.0016110  -0.0000876   0.0000098   0.0000006
    107.00   1.7652834   1.7077485   3.4107039  -0.0026143   1.7043929  -0.0036861   0.0001312  -0.0074878   0.0148781   0.0018399  -0.0005575   0.0025513   0.0040653   3.0194531   4.3607041  -0.0036609   1.6521125  -0.0042620   0.0001264  -0.0128050   0.0140789   0.0032866  -0.0008681   0.0026091   0.0040862  -8.8698727  -6.3639693  -0.0007768  -0.0858532  -0.0020730  -0.0000073  -0.0091477  -0.0012319   0.0059146  -0.0014864   0.0001244   0.0000844   1.9137990  -0.0767743   0.0028815   0.0018668   0.0002449  -0.0000005  -0.0019036  -0.0002602  -0.0015724  -0.0000915   0.0000101   0.0000002
    107.50   1.7190816   1.6677467   3.3306843  -0.0028849   1.6642689  -0.0039732   0.0001246  -0.0066859   0.0133763   0.0018559  -0.0004423   0.0025644   0.0039751   2.9568358   4.2681222  -0.0041386   1.6162123  -0.0046240   0.0001209  -0.0116837   0.0128426   0.0033237  -0.0007200   0.0026155   0.0039998  -8.9009099  -6.3739405  -0.0011897  -0.0766787  -0.0021915  -0.0000053  -0.0084117  -0.0007186   0.0059157  -0.0014121   0.0001098   0.0000907   1.9092227  -0.0707032   0.0028120   0.0010934   0.0002501  -0.0000007  -0.0019254  -0.0002978  -0.0015340  -0.0000946   0.0000102  -0.0000002
    108.00   1.6690092   1.6239404   3.2430921  -0.0031199   1.6203704  -0.0042269   0.0001177  -0.0058710   0.0118396   0.0018644  -0.0003337   0.0025812   0.0038864   2.8876518   4.1660650  -0.0045645   1.5767203  -0.0049504   0.0001150  -0.0105201   0.0115591   0.0033491  -0.0005786   0.0026257   0.0039144  -8.9372015  -6.3872078  -0.0015665  -0.0672273  -0.0023061  -0.0000033  -0.0076223  -0.0002297   0.0059085  -0.0013387   0.0000955   0.0000964   1.9043953  -0.0644731   0.0027422   0.0003946   0.0002527  -0.0000009  -0.0019397  -0.0003258  -0.0014961  -0.0000967   0.0000103  -0.0000004
    108.50   1.6155317   1.5767073   3.1486796  -0.0033192   1.5730737  -0.0044467   0.0001106  -0.0050538   0.0102893   0.0018659  -0.0002316   0.0026010   0.0037993   2.8124313   4.0553255  -0.0049380   1.5339479  -0.0052403   0.0001089  -0.0093302   0.0102464   0.0033633  -0.0004443   0.0026391   0.0038305  -8.9783943  -6.4036868  -0.0019058  -0.0576235  -0.0024156  -0.0000014  -0.0067889   0.0002279   0.0058930  -0.0012666   0.0000817   0.0001015   1.8992991  -0.0581444   0.0026724  -0.0002221   0.0002527  -0.0000010  -0.0019455  -0.0003443  -0.0014590  -0.0000980   0.0000103  -0.0000006
    109.00   1.5590997   1.5264306   3.0482089  -0.0034836   1.5227597  -0.0046329   0.0001034  -0.0042450   0.0087452   0.0018612  -0.0001360   0.0026235   0.0037142   2.7317229   3.9367214  -0.0052590   1.4882152  -0.0054934   0.0001027  -0.0081293   0.0089214   0.0033670  -0.0003172   0.0026553   0.0037482  -9.0241097  -6.4232658  -0.0022066  -0.0479845  -0.0025190   0.0000005  -0.0059211   0.0006487   0.0058691  -0.0011963   0.0000683   0.0001059   1.8939200  -0.0517772   0.0026032  -0.0007514   0.0002501  -0.0000011  -0.0019422  -0.0003538  -0.0014227  -0.0000984   0.0000103  -0.0000006
    109.50   1.5001578   1.4734926   2.9424412  -0.0036140   1.4698088  -0.0047861   0.0000962  -0.0034538   0.0072253   0.0018510  -0.0000467   0.0026481   0.0036314   2.6460869   3.8110841  -0.0055280   1.4398461  -0.0057097   0.0000963  -0.0069314   0.0075997   0.0033611  -0.0001974   0.0026739   0.0036677  -9.0739484  -6.4458069  -0.0024681  -0.0384182  -0.0026153   0.0000022  -0.0050287   0.0010286   0.0058370  -0.0011282   0.0000556   0.0001095   1.8882489  -0.0454301   0.0025349  -0.0011904   0.0002451  -0.0000012  -0.0019291  -0.0003548  -0.0013875  -0.0000981   0.0000101  -0.0000005
    110.00   1.4391534   1.4182708   2.8321283  -0.0037116   1.4145965  -0.0049073   0.0000889  -0.0026883   0.0057453   0.0018359   0.0000364   0.0026744   0.0035509   2.5560876   3.6792483  -0.0057462   1.3891650  -0.0058898   0.0000900  -0.0057495   0.0062955   0.0033464  -0.0000847   0.0026944   0.0035892  -9.1274951  -6.4711480  -0.0026901  -0.0290225  -0.0027034   0.0000038  -0.0041213   0.0013647   0.0057970  -0.0010626   0.0000434   0.0001124   1.8822816  -0.0391594   0.0024679  -0.0015386   0.0002378  -0.0000012  -0.0019060  -0.0003483  -0.0013536  -0.0000971   0.0000100  -0.0000003
    110.50   1.3765081   1.3611340   2.7180038  -0.0037781   1.3574892  -0.0049978   0.0000818  -0.0019548   0.0043188   0.0018166   0.0001136   0.0027020   0.0034730   2.4622869   3.5420422  -0.0059150   1.3364926  -0.0060344   0.0000836  -0.0045950   0.0050216   0.0033237   0.0000208   0.0027165   0.0035129  -9.1843233  -6.4991053  -0.0028727  -0.0198845  -0.0027827   0.0000053  -0.0032084   0.0016552   0.0057494  -0.0009999   0.0000320   0.0001145   1.8760186  -0.0330181   0.0024027  -0.0017973   0.0002285  -0.0000013  -0.0018730  -0.0003351  -0.0013212  -0.0000954   0.0000097  -0.0000001
    111.00   1.3125976   1.3024381   2.6007766  -0.0038151   1.2988406  -0.0050589   0.0000749  -0.0012589   0.0029572   0.0017936   0.0001851   0.0027304   0.0033978   2.3652386   3.4002796  -0.0060364   1.2821428  -0.0061447   0.0000774  -0.0034778   0.0037891   0.0032939   0.0001192   0.0027397   0.0034390  -9.2439995  -6.5294754  -0.0030164  -0.0110799  -0.0028525   0.0000066  -0.0022992   0.0018995   0.0056947  -0.0009402   0.0000213   0.0001159   1.8694655  -0.0270550   0.0023396  -0.0019696   0.0002173  -0.0000012  -0.0018304  -0.0003163  -0.0012903  -0.0000932   0.0000094   0.0000002
    111.50   1.2477938   1.2425237   2.4811247  -0.0038249   1.2389894  -0.0050926   0.0000682  -0.0006050   0.0016700   0.0017677   0.0002511   0.0027592   0.0033254   2.2654831   3.2547518  -0.0061127   1.2264202  -0.0062222   0.0000713  -0.0024066   0.0026076   0.0032579   0.0002108   0.0027637   0.0033674  -9.3060886  -6.5620388  -0.0031220  -0.0026732  -0.0029121   0.0000077  -0.0014021   0.0020979   0.0056333  -0.0008836   0.0000113   0.0001166   1.8626330  -0.0213144   0.0022790  -0.0020598   0.0002045  -0.0000012  -0.0017786  -0.0002928  -0.0012610  -0.0000905   0.0000091   0.0000005
    112.00   1.1824632   1.1817134   2.3596907  -0.0038094   1.1782561  -0.0051006   0.0000617   0.0000036   0.0004643   0.0017394   0.0003118   0.0027882   0.0032559   2.1635430   3.1062214  -0.0061465   1.1696171  -0.0062686   0.0000653  -0.0013885   0.0014849   0.0032163   0.0002956   0.0027882   0.0032984  -9.3701571  -6.5965627  -0.0031908   0.0052828  -0.0029612   0.0000086  -0.0005251   0.0022518   0.0055658  -0.0008304   0.0000021   0.0001167   1.8555362  -0.0158357   0.0022213  -0.0020738   0.0001903  -0.0000011  -0.0017184  -0.0002656  -0.0012335  -0.0000874   0.0000087   0.0000009
    112.50   1.1169115   1.1203098   2.2370780  -0.0037708   1.1169417  -0.0050849   0.0000556   0.0005646  -0.0006544   0.0017090   0.0003675   0.0028170   0.0031892   2.0599188   2.9554169  -0.0061407   1.1120120  -0.0062856   0.0000596  -0.0004292   0.0004275   0.0031701   0.0003739   0.0028128   0.0032319  -9.4357782  -6.6328041  -0.0032240   0.0127461  -0.0029996   0.0000094   0.0003246   0.0023629   0.0054927  -0.0007806  -0.0000062   0.0001161   1.8481950  -0.0106527   0.0021667  -0.0020181   0.0001750  -0.0000010  -0.0016505  -0.0002359  -0.0012078  -0.0000840   0.0000083   0.0000013
    113.00   1.0514117   1.0585947   2.1138480  -0.0037114   1.0553262  -0.0050477   0.0000498   0.0010772  -0.0016828   0.0016770   0.0004184   0.0028452   0.0031254   1.9550866   2.8030283  -0.0060982   1.0538677  -0.0062755   0.0000541   0.0004670  -0.0005599   0.0031199   0.0004460   0.0028373   0.0031680  -9.5025346  -6.6705132  -0.0032235   0.0196855  -0.0030270   0.0000100   0.0011407   0.0024339   0.0054147  -0.0007342  -0.0000138   0.0001149   1.8406330  -0.0057937   0.0021156  -0.0019000   0.0001588  -0.0000009  -0.0015762  -0.0002045  -0.0011839  -0.0000804   0.0000079   0.0000017
    113.50   0.9862371   0.9968284   1.9905183  -0.0036335   0.9936678  -0.0049910   0.0000443   0.0015406  -0.0026188   0.0016439   0.0004647   0.0028726   0.0030644   1.8494948   2.6497038  -0.0060220   0.9954302  -0.0062401   0.0000489   0.0012969  -0.0014738   0.0030664   0.0005119   0.0028612   0.0031067  -9.5700222  -6.7094360  -0.0031910   0.0260796  -0.0030435   0.0000104   0.0019177   0.0024677   0.0053324  -0.0006912  -0.0000206   0.0001133   1.8328777  -0.0012815   0.0020680  -0.0017272   0.0001419  -0.0000008  -0.0014964  -0.0001722  -0.0011618  -0.0000766   0.0000074   0.0000021
    114.00   0.9216388   0.9352482   1.8675617  -0.0035393   0.9322023  -0.0049168   0.0000392   0.0019549  -0.0034621   0.0016099   0.0005066   0.0028989   0.0030063   1.7435625   2.4960471  -0.0059155   0.9369280  -0.0061818   0.0000439   0.0020587  -0.0023122   0.0030102   0.0005719   0.0028845   0.0030479  -9.6378530  -6.7493179  -0.0031287   0.0319163  -0.0030493   0.0000107   0.0026510   0.0024678   0.0052464  -0.0006515  -0.0000266   0.0001111   1.8249594   0.0028667   0.0020242  -0.0015077   0.0001246  -0.0000007  -0.0014124  -0.0001399  -0.0011415  -0.0000727   0.0000070   0.0000025
    114.50   0.8577982   0.8740687   1.7454064  -0.0034310   0.8711429  -0.0048273   0.0000345   0.0023212  -0.0042138   0.0015754   0.0005443   0.0029240   0.0029510   1.6376784   2.3426157  -0.0057817   0.8785712  -0.0061027   0.0000393   0.0027515  -0.0030741   0.0029519   0.0006263   0.0029069   0.0029918  -9.7056575  -6.7899061  -0.0030387   0.0371917  -0.0030445   0.0000108   0.0033369   0.0024377   0.0051573  -0.0006151  -0.0000318   0.0001086   1.8169109   0.0066391   0.0019843  -0.0012495   0.0001072  -0.0000006  -0.0013254  -0.0001082  -0.0011230  -0.0000688   0.0000065   0.0000029
    115.00   0.7948900   0.8134825   1.6244357  -0.0033106   0.8106808  -0.0047245   0.0000302   0.0026411  -0.0048759   0.0015405   0.0005780   0.0029476   0.0028984   1.5321999   2.1899206  -0.0056238   0.8205517  -0.0060050   0.0000350   0.0033755  -0.0037597   0.0028919   0.0006753   0.0029282   0.0029382  -9.7730866  -6.8309523  -0.0029234   0.0419098  -0.0030295   0.0000108   0.0039724   0.0023812   0.0050656  -0.0005819  -0.0000362   0.0001057   1.8087668   0.0100289   0.0019484  -0.0009604   0.0000898  -0.0000005  -0.0012366  -0.0000777  -0.0011061  -0.0000648   0.0000060   0.0000032
    115.50   0.7330856   0.7536607   1.5049897  -0.0031802   0.7509855  -0.0046103   0.0000262   0.0029165  -0.0054514   0.0015055   0.0006079   0.0029696   0.0028484   1.4274528   2.0384256  -0.0054448   0.7630429  -0.0058908   0.0000310   0.0039317  -0.0043702   0.0028308   0.0007191   0.0029482   0.0028870  -9.8398135  -6.8722152  -0.0027850   0.0460807  -0.0030048   0.0000107   0.0045556   0.0023020   0.0049719  -0.0005518  -0.0000399   0.0001025   1.8005632   0.0130340   0.0019164  -0.0006480   0.0000726  -0.0000003  -0.0011472  -0.0000490  -0.0010908  -0.0000609   0.0000055   0.0000035
    116.00   0.6725188   0.6947534   1.3873667  -0.0030417   0.6922055  -0.0044865   0.0000226   0.0031494  -0.0059444   0.0014706   0.0006341   0.0029898   0.0028009   1.3237316   1.8885482  -0.0052477   0.7062001  -0.0057623   0.0000273   0.0044217  -0.0049076   0.0027689   0.0007579   0.0029667   0.0028383  -9.9055349  -6.9134621  -0.0026261   0.0497204  -0.0029708   0.0000105   0.0050852   0.0022040   0.0048767  -0.0005247  -0.0000430   0.0000992   1.7923368   0.0156570   0.0018882  -0.0003194   0.0000559  -0.0000002  -0.0010584  -0.0000223  -0.0010770  -0.0000571   0.0000050   0.0000038
    116.50   0.6132769   0.6368899   1.2718248  -0.0028967   0.6344693  -0.0043548   0.0000193   0.0033425  -0.0063593   0.0014358   0.0006568   0.0030082   0.0027559   1.2212999   1.7406603  -0.0050353   0.6501613  -0.0056213   0.0000239   0.0048479  -0.0053746   0.0027065   0.0007919   0.0029837   0.0027919  -9.9699717  -6.9544715  -0.0024490   0.0528496  -0.0029281   0.0000102   0.0055607   0.0020908   0.0047804  -0.0005004  -0.0000453   0.0000956   1.7841244   0.0179042   0.0018639   0.0000185   0.0000397  -0.0000001  -0.0009712   0.0000020  -0.0010646  -0.0000533   0.0000045   0.0000040
    117.00   0.5554516   0.5801803   1.1585845  -0.0027470   0.5778867  -0.0042169   0.0000164   0.0034987  -0.0067010   0.0014013   0.0006761   0.0030245   0.0027131   1.1203912   1.5950900  -0.0048104   0.5950471  -0.0054700   0.0000209   0.0052133  -0.0057743   0.0026440   0.0008214   0.0029990   0.0027477 -10.0328693  -6.9950339  -0.0022562   0.0554927  -0.0028775   0.0000098   0.0059823   0.0019658   0.0046836  -0.0004789  -0.0000471   0.0000919   1.7759626   0.0197855   0.0018433   0.0003598   0.0000241  -0.0000000  -0.0008866   0.0000237  -0.0010535  -0.0000497   0.0000040   0.0000042
    117.50   0.4991244   0.5247181   1.0478311  -0.0025939   0.5225496  -0.0040742   0.0000138   0.0036208  -0.0069749   0.0013672   0.0006922   0.0030388   0.0026726   1.0212105   1.4521235  -0.0045754   0.5409625  -0.0053100   0.0000181   0.0055210  -0.0061104   0.0025815   0.0008465   0.0030126   0.0027057 -10.0939982  -7.0349532  -0.0020498   0.0576771  -0.0028194   0.0000094   0.0063507   0.0018323   0.0045865  -0.0004600  -0.0000483   0.0000881   1.7678868   0.0213140   0.0018261   0.0006990   0.0000094   0.0000001  -0.0008056   0.0000427  -0.0010436  -0.0000462   0.0000035   0.0000044
    118.00   0.4443434   0.4705798   0.9397168  -0.0024388   0.4685340  -0.0039280   0.0000116   0.0037117  -0.0071864   0.0013335   0.0007053   0.0030511   0.0026342   0.9239350   1.3120068  -0.0043328   0.4879970  -0.0051431   0.0000156   0.0057746  -0.0063870   0.0025194   0.0008674   0.0030243   0.0026658 -10.1531536  -7.0740482  -0.0018323   0.0594324  -0.0027547   0.0000090   0.0066671   0.0016933   0.0044896  -0.0004435  -0.0000489   0.0000843   1.7599315   0.0225054   0.0018124   0.0010312  -0.0000044   0.0000001  -0.0007287   0.0000590  -0.0010348  -0.0000428   0.0000031   0.0000045
    118.50   0.3911386   0.4178265   0.8343641  -0.0022830   0.4159004  -0.0037796   0.0000096   0.0037743  -0.0073412   0.0013003   0.0007154   0.0030612   0.0025978   0.8287163   1.1749488  -0.0040846   0.4362257  -0.0049708   0.0000134   0.0059780  -0.0066082   0.0024577   0.0008844   0.0030342   0.0026279 -10.2101551  -7.1121525  -0.0016058   0.0607898  -0.0026842   0.0000085   0.0069333   0.0015515   0.0043930  -0.0004293  -0.0000491   0.0000805   1.7521291   0.0233772   0.0018017   0.0013522  -0.0000172   0.0000002  -0.0006567   0.0000724  -0.0010269  -0.0000396   0.0000027   0.0000046
    119.00   0.3395423   0.3665048   0.7318682  -0.0021274   0.3646961  -0.0036299   0.0000079   0.0038119  -0.0074448   0.0012677   0.0007228   0.0030692   0.0025633   0.7356813   1.0411232  -0.0038329   0.3857109  -0.0047946   0.0000115   0.0061350  -0.0067783   0.0023967   0.0008976   0.0030421   0.0025918 -10.2648461  -7.1491152  -0.0013724   0.0617809  -0.0026084   0.0000079   0.0071512   0.0014093   0.0042972  -0.0004174  -0.0000488   0.0000767   1.7445105   0.0239490   0.0017939   0.0016587  -0.0000290   0.0000003  -0.0005900   0.0000833  -0.0010200  -0.0000365   0.0000023   0.0000046
    119.50   0.2895707   0.3166498   0.6322993  -0.0019730   0.3149560  -0.0034801   0.0000064   0.0038276  -0.0075025   0.0012355   0.0007275   0.0030752   0.0025306   0.6449348   0.9106716  -0.0035794   0.3365023  -0.0046157   0.0000097   0.0062496  -0.0069019   0.0023364   0.0009072   0.0030482   0.0025575 -10.3170925  -7.1848012  -0.0011339   0.0624380  -0.0025281   0.0000074   0.0073232   0.0012688   0.0042022  -0.0004076  -0.0000481   0.0000730   1.7371037   0.0242413   0.0017887   0.0019477  -0.0000398   0.0000003  -0.0005289   0.0000916  -0.0010138  -0.0000335   0.0000019   0.0000046
    120.00   0.2412244   0.2682861   0.5357060  -0.0018206   0.2667040  -0.0033309   0.0000052   0.0038238  -0.0075197   0.0012039   0.0007298   0.0030790   0.0024995   0.5565608   0.7837057  -0.0033258   0.2886387  -0.0044354   0.0000083   0.0063259  -0.0069832   0.0022769   0.0009134   0.0030523   0.0025250 -10.3667826  -7.2190913  -0.0008923   0.0627925  -0.0024441   0.0000069   0.0074518   0.0011318   0.0041084  -0.0003997  -0.0000471   0.0000693   1.7299348   0.0242755   0.0017859   0.0022170  -0.0000495   0.0000003  -0.0004737   0.0000976  -0.0010082  -0.0000307   0.0000015   0.0000046
    120.50   0.1944973   0.2214278   0.4421171  -0.0016708   0.2199542  -0.0031830   0.0000041   0.0038032  -0.0075014   0.0011729   0.0007296   0.0030807   0.0024699   0.4706242   0.6603105  -0.0030735   0.2421488  -0.0042546   0.0000070   0.0063676  -0.0070265   0.0022183   0.0009163   0.0030545   0.0024940 -10.4138253  -7.2518813  -0.0006491   0.0628757  -0.0023570   0.0000063   0.0075399   0.0009999   0.0040159  -0.0003936  -0.0000457   0.0000658   1.7230272   0.0240736   0.0017851   0.0024649  -0.0000581   0.0000004  -0.0004245   0.0001014  -0.0010033  -0.0000280   0.0000012   0.0000045
    121.00   0.1493809   0.1760801   0.3515444  -0.0015242   0.1747124  -0.0030371   0.0000033   0.0037685  -0.0074522   0.0011424   0.0007272   0.0030805   0.0024419   0.3871729   0.5405466  -0.0028238   0.1970524  -0.0040744   0.0000059   0.0063784  -0.0070360   0.0021606   0.0009161   0.0030548   0.0024645 -10.4581492  -7.2830825  -0.0004061   0.0627173  -0.0022675   0.0000058   0.0075903   0.0008741   0.0039247  -0.0003893  -0.0000441   0.0000623   1.7164015   0.0236574   0.0017862   0.0026904  -0.0000657   0.0000004  -0.0003814   0.0001032  -0.0009988  -0.0000255   0.0000009   0.0000045
    121.50   0.1058562   0.1322410   0.2639849  -0.0013813   0.1309768  -0.0028936   0.0000026   0.0037220  -0.0073765   0.0011125   0.0007226   0.0030782   0.0024151   0.3062394   0.4244528  -0.0025777   0.1533609  -0.0038956   0.0000050   0.0063621  -0.0070156   0.0021039   0.0009131   0.0030533   0.0024365 -10.4997014  -7.3126205  -0.0001644   0.0623458  -0.0021763   0.0000053   0.0076061   0.0007556   0.0038351  -0.0003867  -0.0000423   0.0000590   1.7100755   0.0230486   0.0017888   0.0028928  -0.0000723   0.0000004  -0.0003444   0.0001034  -0.0009948  -0.0000231   0.0000007   0.0000044
    122.00   0.0639021   0.0899037   0.1794227  -0.0012425   0.0887394  -0.0027531   0.0000021   0.0036654  -0.0072785   0.0010832   0.0007161   0.0030741   0.0023897   0.2278424   0.3120485  -0.0023362   0.1110790  -0.0037188   0.0000043   0.0063218  -0.0069690   0.0020482   0.0009073   0.0030499   0.0024097 -10.5384456  -7.3404349   0.0000745   0.0617881  -0.0020838   0.0000048   0.0075902   0.0006450   0.0037470  -0.0003855  -0.0000403   0.0000558   1.7040646   0.0222683   0.0017926   0.0030718  -0.0000779   0.0000004  -0.0003135   0.0001020  -0.0009911  -0.0000207   0.0000005   0.0000043
    122.50   0.0234951   0.0490550   0.0978311  -0.0011080   0.0479869  -0.0026158   0.0000018   0.0036003  -0.0071619   0.0010543   0.0007076   0.0030680   0.0023655   0.1519884   0.2033361  -0.0021001   0.0702048  -0.0035447   0.0000037   0.0062607  -0.0068998   0.0019936   0.0008989   0.0030448   0.0023842 -10.5743614  -7.3664783   0.0003095   0.0610693  -0.0019907   0.0000043   0.0075458   0.0005428   0.0036606  -0.0003858  -0.0000381   0.0000528   1.6983811   0.0213368   0.0017975   0.0032275  -0.0000826   0.0000004  -0.0002885   0.0000993  -0.0009876  -0.0000186   0.0000003   0.0000041
