# Zeldovich correlation function.
# Using f=0.9888 and P(k) from pklin_z396.txt
# Density functions smoothed with tophat R=0
# r[Mpc/h]     r^2.xiL       xir:1      xir:b1      xir:b2    xir:b1^2   xir:b1.b2    xir:b2^2    xir:Aeft     xir:n2L      xir:bs   xir:b1.bs   xir:b2.bs    xir:bs^2       xi0:1      xi0:b1      xi0:b2    xi0:b1^2   xi0:b1.b2    xi0:b2^2    xi0:Aeft     xi0:n2L      xi0:bs   xi0:b1.bs   xi0:b2.bs    xi0:bs^2       xi2:1      xi2:b1      xi2:b2    xi2:b1^2   xi2:b1.b2    xi2:b2^2    xi2:Aeft     xi2:n2L      xi2:bs   xi2:b1.bs   xi2:b2.bs    xi2:bs^2       xi4:1      xi4:b1      xi4:b2    xi4:b1^2   xi4:b1.b2    xi4:b2^2    xi4:Aeft     xi4:n2L      xi4:bs   xi4:b1.bs   xi4:b2.bs    xi4:bs^2
      5.00   1.6595089   1.6372347   3.2938768   0.0177095   1.6711284   0.0617041   0.0543971   0.0021486   0.0223665  -0.0147734  -0.0165438   0.0558656   0.0386778   2.9840753   4.3413365   0.0325927   1.6802454   0.0820202   0.0539883   0.0063239   0.0265385  -0.0257339  -0.0215324   0.0553091   0.0383764  -2.0691949  -1.8350712  -0.1903705  -0.2783882  -0.1519960   0.0026018   0.2508728   0.0183703   0.0606997   0.0282396  -0.0016243   0.0002102   0.2767972   0.2161454   0.0452104   0.0606534   0.0010994   0.0007983  -0.1181253   0.0020267  -0.0264926  -0.0008321   0.0005426   0.0004685
      5.50   1.7672931   1.7425407   3.5005947   0.0125022   1.7706859   0.0514794   0.0511082   0.0029788   0.0111766  -0.0140050  -0.0145200   0.0570813   0.0381825   3.1754254   4.6069189   0.0237627   1.7739579   0.0690712   0.0508081   0.0071133   0.0150228  -0.0244871  -0.0190026   0.0565103   0.0379081  -2.2580149  -1.9554421  -0.1864826  -0.2691165  -0.1498393   0.0027114   0.2251842   0.0150482   0.0603519   0.0282651  -0.0013179   0.0003430   0.3033846   0.2277946   0.0470482   0.0634900   0.0009670   0.0007985  -0.1050711   0.0023183  -0.0253976  -0.0007861   0.0005726   0.0004795
      6.00   1.8653797   1.8388393   3.6897222   0.0079593   1.8618035   0.0422899   0.0479534   0.0036530   0.0036804  -0.0131923  -0.0125916   0.0579541   0.0376185   3.3511851   4.8509054   0.0160157   1.8600493   0.0573753   0.0477480   0.0078040   0.0068366  -0.0231673  -0.0165833   0.0573833   0.0373709  -2.4428264  -2.0711930  -0.1817451  -0.2587510  -0.1472329   0.0027636   0.2041085   0.0116324   0.0600025   0.0281742  -0.0010316   0.0004513   0.3271092   0.2354740   0.0480732   0.0652248   0.0006734   0.0007824  -0.0937982   0.0022359  -0.0243410  -0.0007062   0.0005903   0.0004808
      6.50   1.9545096   1.9267561   3.8624803   0.0040151   1.9450718   0.0340668   0.0449537   0.0042007  -0.0012823  -0.0123577  -0.0107747   0.0585367   0.0370082   3.5123485   5.0746810   0.0092424   1.9390158   0.0468531   0.0448295   0.0083971   0.0011350  -0.0218072  -0.0142933   0.0579766   0.0367863  -2.6239161  -2.1832081  -0.1764552  -0.2477380  -0.1443077   0.0027716   0.1864779   0.0086499   0.0596371   0.0279920  -0.0007676   0.0005387   0.3485629   0.2401207   0.0485337   0.0661819   0.0003011   0.0007563  -0.0841535   0.0019269  -0.0233425  -0.0006077   0.0005997   0.0004757
      7.00   2.0354099   2.0068795   4.0200105   0.0006064   2.0210385   0.0267331   0.0421188   0.0046438  -0.0046010  -0.0115177  -0.0090761   0.0588734   0.0363677   3.6598604   5.2795548   0.0033422   2.0113225   0.0374169   0.0420633   0.0088987  -0.0028159  -0.0204319  -0.0121424   0.0583315   0.0361702  -2.8014489  -2.2920772  -0.1708127  -0.2363814  -0.1411553   0.0027459   0.1714910   0.0062895   0.0592464   0.0277354  -0.0005269   0.0006086   0.3682072   0.2424398   0.0486044   0.0665892  -0.0000988   0.0007242  -0.0759122   0.0015297  -0.0224084  -0.0005002   0.0006032   0.0004664
      7.50   2.1086976   2.0797595   4.1633761  -0.0023259   2.0902118   0.0202107   0.0394509   0.0049986  -0.0068754  -0.0106847  -0.0074975   0.0590015   0.0357089   3.7946127   5.4667577  -0.0017775   2.0774032   0.0289772   0.0394529   0.0093167  -0.0055713  -0.0190606  -0.0101343   0.0584831   0.0355340  -2.9755179  -2.3982034  -0.1649574  -0.2248939  -0.1378429   0.0026949   0.1585797   0.0045351   0.0588252   0.0274167  -0.0003092   0.0006639   0.3863988   0.2429604   0.0484063   0.0666058  -0.0004956   0.0006888  -0.0688508   0.0011409  -0.0215385  -0.0003904   0.0006023   0.0004544
      8.00   2.1749104   2.1459064   4.2935662  -0.0048356   2.1530631   0.0144240   0.0369477   0.0052819  -0.0084808  -0.0098677  -0.0060375   0.0589525   0.0350405   3.9174433   5.6374431  -0.0062009   2.1376629   0.0214466   0.0369973   0.0096604  -0.0075188  -0.0177077  -0.0082689   0.0584611   0.0348865  -3.1461741  -2.5018679  -0.1589898  -0.2134278  -0.1344212   0.0026254   0.1473281   0.0032793   0.0583707   0.0270463  -0.0001133   0.0007068   0.4034135   0.2420818   0.0480233   0.0663430  -0.0008714   0.0006519  -0.0627719   0.0008108  -0.0207297  -0.0002829   0.0005978   0.0004407
      8.50   2.2345988   2.2057942   4.4115000  -0.0069717   2.2100284   0.0093015   0.0346042   0.0055059  -0.0096434  -0.0090733  -0.0046930   0.0587530   0.0343688   4.0291367   5.7926908  -0.0100042   2.1924786   0.0147420   0.0346926   0.0099388  -0.0089171  -0.0163843  -0.0065431   0.0582910   0.0342340  -3.3134442  -2.6032701  -0.1529839  -0.2020927  -0.1309298   0.0025427   0.1374260   0.0023960   0.0578819   0.0266328   0.0000620   0.0007396   0.4194663   0.2401083   0.0475136   0.0658790  -0.0012163   0.0006147  -0.0575101   0.0005545  -0.0199776  -0.0001806   0.0005907   0.0004259
      9.00   2.2882636   2.2598621   4.5180302  -0.0087784   2.2615118   0.0047771   0.0324133   0.0056813  -0.0104995  -0.0083061  -0.0034594   0.0584258   0.0336987   4.1304267   5.9335094  -0.0132565   2.2422019   0.0087856   0.0325332   0.0101601  -0.0099346  -0.0150983  -0.0049525   0.0579946   0.0335814  -3.4773418  -2.7025527  -0.1469947  -0.1909682  -0.1273997   0.0024509   0.1286370   0.0017747   0.0573591   0.0261834   0.0002183   0.0007639   0.4347261   0.2372746   0.0469177   0.0652693  -0.0015258   0.0005780  -0.0529302   0.0003669  -0.0192776  -0.0000851   0.0005815   0.0004107
      9.50   2.3363624   2.3085183   4.6139477  -0.0102952   2.3078880   0.0007898   0.0303673   0.0058152  -0.0111338  -0.0075691  -0.0023312   0.0579905   0.0330336   4.2219987   6.0608408  -0.0160199   2.2871603   0.0035053   0.0305122   0.0103310  -0.0106812  -0.0138557  -0.0034913   0.0575907   0.0329322  -3.6378748  -2.7998180  -0.1410635  -0.1801114  -0.1238559   0.0023534   0.1207790   0.0013319   0.0568035   0.0257044   0.0003570   0.0007812   0.4493267   0.2337631   0.0462640   0.0645539  -0.0017984   0.0005423  -0.0489220   0.0002347  -0.0186250   0.0000028   0.0005708   0.0003952
     10.00   2.3792909   2.3521408   4.6999849  -0.0115574   2.3495040  -0.0027157   0.0284578   0.0059127  -0.0116012  -0.0068646  -0.0013027   0.0574640   0.0323760   4.3044927   6.1755635  -0.0183500   2.3276591  -0.0011650   0.0286223   0.0104576  -0.0112293  -0.0126604  -0.0021529   0.0570955   0.0322891  -3.7950485  -2.8951399  -0.1352216  -0.1695631  -0.1203183   0.0022525   0.1137080   0.0010089   0.0562168   0.0252012   0.0004796   0.0007927   0.4633749   0.2297177   0.0455725   0.0637614  -0.0020346   0.0005080  -0.0453951   0.0001432  -0.0180157   0.0000828   0.0005590   0.0003799
     10.50   2.4174120   2.3910791   4.7768207  -0.0125963   2.3866820  -0.0057896   0.0266766   0.0059801  -0.0119397  -0.0061935  -0.0003676   0.0568606   0.0317280   4.3785054   6.2784975  -0.0202967   2.3639834  -0.0052855   0.0268560   0.0105455  -0.0116279  -0.0115150  -0.0009307   0.0565230   0.0316542  -3.9488684  -2.9885719  -0.1294927  -0.1593518  -0.1168033   0.0021504   0.1073085   0.0007670   0.0556010   0.0246784   0.0005875   0.0007992   0.4769562   0.2252528   0.0448574   0.0629131  -0.0022360   0.0004752  -0.0422756   0.0000802  -0.0174456   0.0001550   0.0005463   0.0003647
     11.00   2.4510827   2.4256577   4.8450849  -0.0134394   2.4197213  -0.0084773   0.0250152   0.0060222  -0.0121764  -0.0055564   0.0004800   0.0561928   0.0310908   4.4445935   6.3704079  -0.0219045   2.3963992  -0.0089113   0.0252057   0.0105997  -0.0119113  -0.0104211   0.0001823   0.0558855   0.0310288  -4.0993417  -3.0801530  -0.1238946  -0.1494964  -0.1133238   0.0020484   0.1014864   0.0005808   0.0549586   0.0241400   0.0006819   0.0008018   0.4901399   0.2204608   0.0441289   0.0620246  -0.0024049   0.0004441  -0.0395022   0.0000366  -0.0169111   0.0002196   0.0005330   0.0003499
     11.50   2.4806683   2.4561766   4.9053622  -0.0141112   2.4488997  -0.0108195   0.0234659   0.0060432  -0.0123317  -0.0049531   0.0012463   0.0554716   0.0304653   4.5032762   6.4520091  -0.0232131   2.4251551  -0.0120921   0.0236641   0.0106250  -0.0121041  -0.0093794   0.0011930   0.0551935   0.0304142  -4.2464784  -3.1699127  -0.1184405  -0.1400085  -0.1098907   0.0019477   0.0961651   0.0004341   0.0542920   0.0235896   0.0007641   0.0008011   0.5029823   0.2154170   0.0433941   0.0611074  -0.0025440   0.0004147  -0.0370251   0.0000058  -0.0164090   0.0002770   0.0005193   0.0003355
     12.00   2.5064225   2.4829147   4.9581960  -0.0146331   2.4744759  -0.0128528   0.0220208   0.0060463  -0.0124213  -0.0043834   0.0019368   0.0547063   0.0298523   4.5550384   6.5239682  -0.0242580   2.4504834  -0.0148728   0.0222240   0.0106249  -0.0122246  -0.0083899   0.0021082   0.0544563   0.0298109  -4.3902922  -3.2578734  -0.1131399  -0.1308941  -0.1065125   0.0018491   0.0912814   0.0003162   0.0536037   0.0230302   0.0008353   0.0007976   0.5155294   0.2101828   0.0426580   0.0601703  -0.0026559   0.0003870  -0.0348029  -0.0000162  -0.0159365   0.0003274   0.0005053   0.0003216
     12.50   2.5286046   2.5061308   5.0040910  -0.0150242   2.4966901  -0.0146100   0.0206728   0.0060344  -0.0124574  -0.0038464   0.0025574   0.0539050   0.0292520   4.6003324   6.5869087  -0.0250707   2.4726013  -0.0172943   0.0208787   0.0106031  -0.0122868  -0.0074520   0.0029345   0.0536818   0.0292195  -4.5308002  -3.3440528  -0.1079995  -0.1221548  -0.1031961   0.0017533   0.0867825   0.0002201   0.0528960   0.0224646   0.0008964   0.0007918   0.5278192   0.2048091   0.0419243   0.0592198  -0.0027434   0.0003610  -0.0328011  -0.0000323  -0.0154908   0.0003715   0.0004911   0.0003082
     13.00   2.5474744   2.5260657   5.0435170  -0.0153014   2.5157665  -0.0161207   0.0194151   0.0060093  -0.0124498  -0.0033412   0.0031131   0.0530747   0.0286649   4.6395807   6.6414129  -0.0256794   2.4917122  -0.0193932   0.0196218   0.0105621  -0.0123014  -0.0065648   0.0036782   0.0528770   0.0286403  -4.6680233  -3.4284653  -0.1030235  -0.1137886  -0.0999469   0.0016607   0.0826239   0.0001409   0.0521715   0.0218953   0.0009484   0.0007842   0.5398830   0.1993381   0.0411953   0.0582612  -0.0028090   0.0003366  -0.0309906  -0.0000441  -0.0150697   0.0004097   0.0004769   0.0002953
     13.50   2.5633198   2.5429434   5.0769108  -0.0154794   2.5319134  -0.0174112   0.0182413   0.0059735  -0.0124063  -0.0028668   0.0036090   0.0522216   0.0280908   4.6731783   6.6880256  -0.0261091   2.5080064  -0.0212026   0.0184472   0.0105044  -0.0122772  -0.0057270   0.0043453   0.0520480   0.0280735  -4.8019859  -3.5111236  -0.0982142  -0.1057912  -0.0967691   0.0015716   0.0787686   0.0000752   0.0514325   0.0213243   0.0009923   0.0007751   0.5517466   0.1938048   0.0404729   0.0572982  -0.0028552   0.0003138  -0.0293474  -0.0000529  -0.0146711   0.0004423   0.0004628   0.0002829
     14.00   2.5763133   2.5569722   5.1046790  -0.0155716   2.5453253  -0.0185052   0.0171455   0.0059268  -0.0123334  -0.0024219   0.0040498   0.0513511   0.0275299   4.7014939   6.7272558  -0.0263822   2.5216620  -0.0227523   0.0173493   0.0104318  -0.0122211  -0.0049373   0.0049413   0.0512002   0.0275191  -4.9327160  -3.5920387  -0.0935724  -0.0981559  -0.0936661   0.0014861   0.0751851   0.0000203   0.0506811   0.0207535   0.0010288   0.0007648   0.5634315   0.1882384   0.0397582   0.0563340  -0.0028842   0.0002924  -0.0278513  -0.0000594  -0.0142931   0.0004700   0.0004487   0.0002711
     14.50   2.5866407   2.5683458   5.1271995  -0.0155896   2.5561835  -0.0194239   0.0161220   0.0058706  -0.0122363  -0.0020054   0.0044398   0.0504677   0.0269820   4.7248722   6.7595797  -0.0265185   2.5328460  -0.0240694   0.0163228   0.0103463  -0.0121388  -0.0041939   0.0054718   0.0503381   0.0269771  -5.0602437  -3.6712211  -0.0890976  -0.0908747  -0.0906400   0.0014044   0.0718457  -0.0000257   0.0499196   0.0201846   0.0010587   0.0007534   0.5749552   0.1826634   0.0390521   0.0553710  -0.0028983   0.0002725  -0.0264849  -0.0000641  -0.0139341   0.0004932   0.0004347   0.0002597
     15.00   2.5944875   2.5772430   5.1448251  -0.0155435   2.5646571  -0.0201865   0.0151658   0.0058088  -0.0121194  -0.0016160   0.0047833   0.0495756   0.0264471   4.7436352   6.7854432  -0.0265357   2.5417149  -0.0251780   0.0153627   0.0102502  -0.0120349  -0.0034953   0.0059417   0.0494659   0.0264475  -5.1846018  -3.7486812  -0.0847887  -0.0839384  -0.0876926   0.0013265   0.0687253  -0.0000643   0.0491500   0.0196190   0.0010826   0.0007413   0.5863315   0.1771004   0.0383550   0.0544112  -0.0028992   0.0002540  -0.0252315  -0.0000675  -0.0135924   0.0005121   0.0004210   0.0002489
     15.50   2.6000654   2.5838311   5.1578849  -0.0154423   2.5709043  -0.0208098   0.0142720   0.0057448  -0.0119861  -0.0012524   0.0050839   0.0486781   0.0259247   4.7580841   6.8052635  -0.0264496   2.5484156  -0.0261000   0.0144645   0.0101456  -0.0119133  -0.0028395   0.0063558   0.0485870   0.0259300  -5.3058259  -3.8244302  -0.0806433  -0.0773369  -0.0848247   0.0012524   0.0658016  -0.0000967   0.0483741   0.0190580   0.0011012   0.0007286   0.5975724   0.1715671   0.0376675   0.0534562  -0.0028888   0.0002367  -0.0240773  -0.0000698  -0.0132667   0.0005274   0.0004075   0.0002385
     16.00   2.6035248   2.5882673   5.1666863  -0.0152940   2.5750725  -0.0213092   0.0134363   0.0056783  -0.0118397  -0.0009133   0.0053451   0.0477783   0.0254149   4.7685012   6.8194316  -0.0262741   2.5530857  -0.0268551   0.0136237   0.0100336  -0.0117771  -0.0022248   0.0067185   0.0477046   0.0254245  -5.4239546  -3.8984797  -0.0766587  -0.0710595  -0.0820369   0.0011821   0.0630575  -0.0001239   0.0475936   0.0185028   0.0011151   0.0007154   0.6086885   0.1660784   0.0369896   0.0525072  -0.0028685   0.0002205  -0.0230122  -0.0000713  -0.0129559   0.0005392   0.0003942   0.0002286
     16.50   2.6049975   2.5906994   5.1715155  -0.0151059   2.5772993  -0.0216984   0.0126545   0.0056052  -0.0116825  -0.0005976   0.0055704   0.0468788   0.0249172   4.7751508   6.8283134  -0.0260217   2.5558543  -0.0274610   0.0128365   0.0099141  -0.0116291  -0.0016493   0.0070339   0.0468213   0.0249307  -5.5390291  -3.9708416  -0.0728316  -0.0650950  -0.0793291   0.0011153   0.0604797  -0.0001466   0.0468103   0.0179541   0.0011247   0.0007019   0.6196890   0.1606464   0.0363213   0.0515651  -0.0028398   0.0002055  -0.0220295  -0.0000721  -0.0126587   0.0005480   0.0003812   0.0002192
     17.00   2.6046116   2.5912644   5.1726382  -0.0148842   2.5777138  -0.0219896   0.0119228   0.0055220  -0.0115167  -0.0003039   0.0057627   0.0459820   0.0244315   4.7782803   6.8322518  -0.0257034   2.5568428  -0.0279336   0.0120992   0.0097874  -0.0114716  -0.0011112   0.0073058   0.0459394   0.0244485  -5.6510917  -4.0415278  -0.0691582  -0.0594322  -0.0767010   0.0010521   0.0580560  -0.0001655   0.0460256   0.0174130   0.0011305   0.0006882   0.6305805   0.1552806   0.0356627   0.0506309  -0.0028038   0.0001916  -0.0211220  -0.0000723  -0.0123742   0.0005540   0.0003685   0.0002102
     17.50   2.6025129   2.5900873   5.1703028  -0.0146341   2.5764368  -0.0221940   0.0112378   0.0054328  -0.0113442  -0.0000310   0.0059249   0.0450898   0.0239573   4.7781205   6.8315683  -0.0253289   2.5561651  -0.0282875   0.0114083   0.0096554  -0.0113064  -0.0006087   0.0075379   0.0450610   0.0239775  -5.7601843  -4.1105515  -0.0656347  -0.0540598  -0.0741521   0.0009923   0.0557715  -0.0001813   0.0452409   0.0168799   0.0011329   0.0006743   0.6413673   0.1499890   0.0350139   0.0497054  -0.0027619   0.0001786  -0.0202798  -0.0000722  -0.0121015   0.0005576   0.0003561   0.0002016
     18.00   2.5988188   2.5872833   5.1647436  -0.0143601   2.5735815  -0.0223214   0.0105960   0.0053476  -0.0111664   0.0002221   0.0060597   0.0442038   0.0234946   4.7748875   6.8265647  -0.0249069   2.5539282  -0.0285356   0.0107607   0.0095210  -0.0111352  -0.0001399   0.0077334   0.0441878   0.0235176  -5.8663500  -4.1779278  -0.0622571  -0.0489666  -0.0716813   0.0009358   0.0536105  -0.0001942   0.0444574   0.0163556   0.0011323   0.0006603   0.6520518   0.1447796   0.0343750   0.0487895  -0.0027148   0.0001665  -0.0194919  -0.0000716  -0.0118397   0.0005591   0.0003440   0.0001934
     18.50   2.5936471   2.5829613   5.1561813  -0.0140663   2.5692539  -0.0223806   0.0099947   0.0052724  -0.0109846   0.0004568   0.0061694   0.0433256   0.0230429   4.7687841   6.8175249  -0.0244450   2.5502328  -0.0286895   0.0101533   0.0093862  -0.0109594   0.0002967   0.0078955   0.0433213   0.0230684  -5.9696344  -4.2436740  -0.0590212  -0.0441413  -0.0692875   0.0008824   0.0515607  -0.0002048   0.0436764   0.0158404   0.0011291   0.0006464   0.6626378   0.1396597   0.0337459   0.0478836  -0.0026635   0.0001553  -0.0187507  -0.0000708  -0.0115879   0.0005587   0.0003323   0.0001855
     19.00   2.5871023   2.5772292   5.1448233  -0.0137566   2.5635526  -0.0223796   0.0094309   0.0052019  -0.0107999   0.0006740   0.0062562   0.0424563   0.0226019   4.7600022   6.8047154  -0.0239500   2.5451731  -0.0287598   0.0095835   0.0092501  -0.0107801   0.0007031   0.0080269   0.0424628   0.0226298  -6.0700868  -4.3078076  -0.0559225  -0.0395726  -0.0669695   0.0008321   0.0496170  -0.0002134   0.0428989   0.0153350   0.0011235   0.0006324   0.6731307   0.1346353   0.0331265   0.0469881  -0.0026088   0.0001448  -0.0180555  -0.0000698  -0.0113457   0.0005566   0.0003208   0.0001781
     19.50   2.5792804   2.5701903   5.1308605  -0.0134347   2.5565699  -0.0223255   0.0089020   0.0051233  -0.0106133   0.0008746   0.0063221   0.0415971   0.0221714   4.7487221   6.7883854  -0.0234282   2.5388378  -0.0287560   0.0090488   0.0091098  -0.0105984   0.0010807   0.0081302   0.0416135   0.0222013  -6.1677585  -4.3703455  -0.0529561  -0.0352493  -0.0647257   0.0007846   0.0477792  -0.0002202   0.0421259   0.0148397   0.0011159   0.0006186   0.6835362   0.1297097   0.0325165   0.0461032  -0.0025513   0.0001351  -0.0174094  -0.0000686  -0.0111123   0.0005528   0.0003097   0.0001709
     20.00   2.5702655   2.5619393   5.1144688  -0.0131037   2.5483924  -0.0222248   0.0084058   0.0050259  -0.0104256   0.0010598   0.0063688   0.0407488   0.0217512   4.7351121   6.7687682  -0.0228850   2.5313102  -0.0286866   0.0085467   0.0089632  -0.0104150   0.0014310   0.0082081   0.0407742   0.0217829  -6.2626987  -4.4313036  -0.0501174  -0.0311605  -0.0625547   0.0007398   0.0460453  -0.0002255   0.0413582   0.0143548   0.0011065   0.0006048   0.6938573   0.1248842   0.0319156   0.0452291  -0.0024918   0.0001260  -0.0168129  -0.0000673  -0.0108871   0.0005477   0.0002989   0.0001641
