# Zeldovich correlation function.
# Using f=0.9888 and P(k) from pklin_z396.txt
# Density functions smoothed with tophat R=0
# r[Mpc/h]     r^2.xiL       xir:1      xir:b1      xir:b2    xir:b1^2   xir:b1.b2    xir:b2^2    xir:Aeft     xir:n2L      xir:bs   xir:b1.bs   xir:b2.bs    xir:bs^2       xi0:1      xi0:b1      xi0:b2    xi0:b1^2   xi0:b1.b2    xi0:b2^2    xi0:Aeft     xi0:n2L      xi0:bs   xi0:b1.bs   xi0:b2.bs    xi0:bs^2       xi2:1      xi2:b1      xi2:b2    xi2:b1^2   xi2:b1.b2    xi2:b2^2    xi2:Aeft     xi2:n2L      xi2:bs   xi2:b1.bs   xi2:b2.bs    xi2:bs^2       xi4:1      xi4:b1      xi4:b2    xi4:b1^2   xi4:b1.b2    xi4:b2^2    xi4:Aeft     xi4:n2L      xi4:bs   xi4:b1.bs   xi4:b2.bs    xi4:bs^2
    103.00   1.2725180   1.2323293   2.4625569   0.0002578   1.2314143  -0.0001884   0.0000716  -0.0082007   0.0157044   0.0006160  -0.0007156   0.0011120   0.0020578   2.1969566   3.1657708   0.0006475   1.1974176  -0.0001924   0.0000681  -0.0133974   0.0143584   0.0011474  -0.0009587   0.0011438   0.0020535  -5.7416386  -4.1194180   0.0013223  -0.0648891  -0.0005452  -0.0000066  -0.0103544  -0.0025500   0.0025399  -0.0008879   0.0000706   0.0000057   1.3419077  -0.0571206   0.0014053   0.0028157   0.0000531   0.0000003  -0.0014941   0.0000746  -0.0008119  -0.0000180   0.0000020   0.0000016
    103.50   1.2722624   1.2329625   2.4636632   0.0000339   1.2318870  -0.0004066   0.0000711  -0.0080145   0.0154028   0.0006552  -0.0006466   0.0010986   0.0020191   2.1992225   3.1684168   0.0002769   1.1982105  -0.0004535   0.0000677  -0.0131939   0.0141537   0.0012113  -0.0008750   0.0011287   0.0020161  -5.7304263  -4.1098910   0.0010053  -0.0634671  -0.0006197  -0.0000063  -0.0101956  -0.0023410   0.0025713  -0.0008523   0.0000664   0.0000081   1.3385070  -0.0552165   0.0013702   0.0025108   0.0000618   0.0000003  -0.0014976   0.0000443  -0.0007937  -0.0000210   0.0000022   0.0000014
    104.00   1.2675446   1.2295207   2.4566461  -0.0001814   1.2283004  -0.0006184   0.0000701  -0.0077471   0.0149461   0.0006901  -0.0005790   0.0010884   0.0019796   2.1948044   3.1613376  -0.0000819   1.1952837  -0.0007087   0.0000669  -0.0128623   0.0138108   0.0012694  -0.0007921   0.0011167   0.0019780  -5.7247118  -4.1033649   0.0006980  -0.0614062  -0.0006946  -0.0000059  -0.0099449  -0.0021018   0.0025995  -0.0008158   0.0000621   0.0000107   1.3349062  -0.0529956   0.0013351   0.0021924   0.0000695   0.0000002  -0.0015009   0.0000144  -0.0007753  -0.0000237   0.0000023   0.0000012
    104.50   1.2585000   1.2220988   2.4416965  -0.0003860   1.2207508  -0.0008217   0.0000688  -0.0074075   0.0143499   0.0007205  -0.0005132   0.0010813   0.0019397   2.1838053   3.1446974  -0.0004261   1.1887053  -0.0009555   0.0000658  -0.0124138   0.0133415   0.0013211  -0.0007105   0.0011077   0.0019394  -5.7244164  -4.0998608   0.0004026  -0.0587655  -0.0007691  -0.0000054  -0.0096070  -0.0018395   0.0026239  -0.0007787   0.0000575   0.0000134   1.3310955  -0.0504857   0.0013000   0.0018688   0.0000764   0.0000001  -0.0015031  -0.0000141  -0.0007567  -0.0000261   0.0000024   0.0000010
    105.00   1.2452825   1.2108304   2.4190806  -0.0005784   1.2093717  -0.0010148   0.0000670  -0.0070055   0.0136307   0.0007465  -0.0004496   0.0010771   0.0018993   2.1663890   3.1187485  -0.0007527   1.1785771  -0.0011917   0.0000643  -0.0118607   0.0127586   0.0013663  -0.0006308   0.0011015   0.0019006  -5.7294169  -4.0993771   0.0001210  -0.0556103  -0.0008427  -0.0000048  -0.0091878  -0.0015614   0.0026442  -0.0007412   0.0000529   0.0000160   1.3270654  -0.0477184   0.0012651   0.0015479   0.0000821   0.0000001  -0.0015029  -0.0000403  -0.0007382  -0.0000282   0.0000024   0.0000008
    105.50   1.2281207   1.1958817   2.3891305  -0.0007572   1.1943298  -0.0011959   0.0000649  -0.0065511   0.0128066   0.0007679  -0.0003886   0.0010755   0.0018589   2.1427741   3.0838230  -0.0010595   1.1650314  -0.0014156   0.0000625  -0.0112163   0.0120764   0.0014048  -0.0005535   0.0010979   0.0018615  -5.7395483  -4.1018895  -0.0001448  -0.0520106  -0.0009146  -0.0000042  -0.0086944  -0.0012745   0.0026601  -0.0007035   0.0000482   0.0000187   1.3228077  -0.0447288   0.0012304   0.0012368   0.0000868   0.0000000  -0.0014992  -0.0000636  -0.0007197  -0.0000299   0.0000025   0.0000006
    106.00   1.2072800   1.1774475   2.3522350  -0.0009213   1.1758198  -0.0013641   0.0000625  -0.0060541   0.0118959   0.0007850  -0.0003304   0.0010764   0.0018184   2.1132280   3.0403233  -0.0013445   1.1482269  -0.0016255   0.0000604  -0.0104945   0.0113096   0.0014366  -0.0004789   0.0010967   0.0018225  -5.7546066  -4.1073500  -0.0003932  -0.0480389  -0.0009843  -0.0000035  -0.0081349  -0.0009852   0.0026713  -0.0006661   0.0000435   0.0000212   1.3183157  -0.0415539   0.0011960   0.0009419   0.0000903  -0.0000001  -0.0014910  -0.0000834  -0.0007014  -0.0000312   0.0000025   0.0000005
    106.50   1.1830193   1.1557451   2.3088300  -0.0010699   1.1540599  -0.0015181   0.0000598  -0.0055238   0.0109167   0.0007979  -0.0002751   0.0010795   0.0017781   2.0780604   2.9887121  -0.0016061   1.1283453  -0.0018199   0.0000581  -0.0097094   0.0104734   0.0014619  -0.0004073   0.0010977   0.0017835  -5.7743528  -4.1156874  -0.0006228  -0.0437686  -0.0010512  -0.0000028  -0.0075179  -0.0006998   0.0026776  -0.0006291   0.0000389   0.0000236   1.3135850  -0.0382326   0.0011621   0.0006688   0.0000926  -0.0000001  -0.0014776  -0.0000995  -0.0006834  -0.0000322   0.0000025   0.0000003
    107.00   1.1556163   1.1310128   2.2593886  -0.0012025   1.1292869  -0.0016574   0.0000570  -0.0049703   0.0098872   0.0008068  -0.0002228   0.0010846   0.0017383   2.0376163   2.9295021  -0.0018432   1.1055867  -0.0019980   0.0000556  -0.0088751   0.0095829   0.0014808  -0.0003389   0.0011007   0.0017449  -5.7985168  -4.1268083  -0.0008324  -0.0392726  -0.0011146  -0.0000021  -0.0068526  -0.0004235   0.0026791  -0.0005929   0.0000343   0.0000259   1.3086139  -0.0348045   0.0011289   0.0004216   0.0000939  -0.0000002  -0.0014583  -0.0001117  -0.0006657  -0.0000328   0.0000025   0.0000003
    107.50   1.1253711   1.1035024   2.2044121  -0.0013188   1.1017515  -0.0017814   0.0000539  -0.0044031   0.0088245   0.0008122  -0.0001734   0.0010914   0.0016989   1.9922695   2.8632462  -0.0020549   1.0801663  -0.0021589   0.0000529  -0.0080055   0.0086528   0.0014937  -0.0002739   0.0011055   0.0017068  -5.8268019  -4.1405973  -0.0010213  -0.0346214  -0.0011740  -0.0000014  -0.0061485  -0.0001610   0.0026758  -0.0005575   0.0000298   0.0000279   1.3034034  -0.0313091   0.0010965   0.0002038   0.0000940  -0.0000002  -0.0014329  -0.0001201  -0.0006486  -0.0000331   0.0000025   0.0000002
    108.00   1.0925918   1.0734754   2.1444206  -0.0014186   1.0717138  -0.0018900   0.0000508  -0.0038309   0.0077448   0.0008142  -0.0001271   0.0010997   0.0016602   1.9424153   2.7905276  -0.0022409   1.0523102  -0.0023021   0.0000501  -0.0071139   0.0076974   0.0015010  -0.0002123   0.0011118   0.0016692  -5.8588889  -4.1569194  -0.0011887  -0.0298823  -0.0012289  -0.0000007  -0.0054150   0.0000838   0.0026677  -0.0005233   0.0000255   0.0000297   1.2979579  -0.0277852   0.0010651   0.0000177   0.0000930  -0.0000002  -0.0014012  -0.0001247  -0.0006320  -0.0000331   0.0000024   0.0000002
    108.50   1.0575830   1.0411977   2.0799445  -0.0015023   1.0394390  -0.0019831   0.0000475  -0.0032609   0.0066630   0.0008132  -0.0000837   0.0011093   0.0016224   1.8884647   2.7119499  -0.0024010   1.0222516  -0.0024274   0.0000472  -0.0062126   0.0067300   0.0015030  -0.0001542   0.0011195   0.0016323  -5.8944410  -4.1756216  -0.0013344  -0.0251180  -0.0012789  -0.0000000  -0.0046616   0.0003080   0.0026549  -0.0004904   0.0000213   0.0000313   1.2922849  -0.0242702   0.0010348  -0.0001355   0.0000911  -0.0000003  -0.0013634  -0.0001259  -0.0006161  -0.0000328   0.0000024   0.0000002
    109.00   1.0206398   1.0069382   2.0115174  -0.0015702   1.0051938  -0.0020609   0.0000443  -0.0027006   0.0055927   0.0008095  -0.0000432   0.0011200   0.0015855   1.8308377   2.6281283  -0.0025355   0.9902278  -0.0025349   0.0000442  -0.0053133   0.0057629   0.0015002  -0.0000995   0.0011283   0.0015962  -5.9331082  -4.1965350  -0.0014582  -0.0203864  -0.0013237   0.0000006  -0.0038972   0.0005094   0.0026378  -0.0004590   0.0000173   0.0000326   1.2863949  -0.0207995   0.0010058  -0.0002554   0.0000883  -0.0000003  -0.0013197  -0.0001240  -0.0006009  -0.0000322   0.0000023   0.0000002
    109.50   0.9820535   0.9709631   1.9396686  -0.0016227   0.9692428  -0.0021238   0.0000410  -0.0021564   0.0045459   0.0008035  -0.0000055   0.0011315   0.0015496   1.7699577   2.5396817  -0.0026449   0.9564765  -0.0026246   0.0000412  -0.0044262   0.0048075   0.0014931  -0.0000483   0.0011381   0.0015610  -5.9745318  -4.2194772  -0.0015602  -0.0157394  -0.0013630   0.0000011  -0.0031307   0.0006863   0.0026166  -0.0004290   0.0000135   0.0000337   1.2803018  -0.0174057   0.0009783  -0.0003424   0.0000846  -0.0000003  -0.0012706  -0.0001195  -0.0005865  -0.0000315   0.0000022   0.0000003
    110.00   0.9421169   0.9335334   1.8649168  -0.0016606   0.9318451  -0.0021724   0.0000377  -0.0016338   0.0035331   0.0007955   0.0000295   0.0011438   0.0015148   1.7062463   2.4472243  -0.0027300   0.9212333  -0.0026971   0.0000383  -0.0035607   0.0038736   0.0014821  -0.0000004   0.0011486   0.0015267  -6.0183488  -4.2442551  -0.0016409  -0.0112232  -0.0013966   0.0000017  -0.0023704   0.0008381   0.0025915  -0.0004008   0.0000099   0.0000345   1.2740223  -0.0141184   0.0009524  -0.0003976   0.0000803  -0.0000003  -0.0012165  -0.0001126  -0.0005729  -0.0000306   0.0000021   0.0000003
    110.50   0.9011062   0.8949009   1.7877656  -0.0016847   0.8932524  -0.0022072   0.0000346  -0.0011363   0.0025630   0.0007858   0.0000620   0.0011565   0.0014812   1.6401183   2.3513596  -0.0027918   0.8847289  -0.0027529   0.0000353  -0.0027246   0.0029701   0.0014677   0.0000441   0.0011597   0.0014936  -6.0641959  -4.2706674  -0.0017007  -0.0068774  -0.0014242   0.0000021  -0.0016239   0.0009646   0.0025628  -0.0003742   0.0000065   0.0000350   1.2675756  -0.0109641   0.0009282  -0.0004227   0.0000753  -0.0000003  -0.0011581  -0.0001040  -0.0005602  -0.0000295   0.0000020   0.0000004
    111.00   0.8592674   0.8553081   1.7086982  -0.0016958   0.8537059  -0.0022291   0.0000315  -0.0006673   0.0016430   0.0007747   0.0000921   0.0011695   0.0014488   1.5719780   2.2526742  -0.0028314   0.8471873  -0.0027928   0.0000324  -0.0019248   0.0021044   0.0014504   0.0000855   0.0011712   0.0014615  -6.1117132  -4.2985069  -0.0017404  -0.0027355  -0.0014460   0.0000025  -0.0008983   0.0010660   0.0025311  -0.0003493   0.0000034   0.0000353   1.2609835  -0.0079653   0.0009059  -0.0004199   0.0000698  -0.0000003  -0.0010959  -0.0000939  -0.0005484  -0.0000283   0.0000019   0.0000005
    111.50   0.8168439   0.8149856   1.6281738  -0.0016949   0.8134349  -0.0022389   0.0000285  -0.0002294   0.0007789   0.0007624   0.0001198   0.0011827   0.0014177   1.5022152   2.1517323  -0.0028501   0.8088231  -0.0028175   0.0000296  -0.0011667   0.0012826   0.0014306   0.0001239   0.0011830   0.0014306  -6.1605481  -4.3275638  -0.0017609   0.0011754  -0.0014618   0.0000028  -0.0001995   0.0011434   0.0024965  -0.0003261   0.0000005   0.0000354   1.2542698  -0.0051410   0.0008854  -0.0003918   0.0000639  -0.0000002  -0.0010308  -0.0000828  -0.0005374  -0.0000270   0.0000018   0.0000006
    112.00   0.7740759   0.7741505   1.5466251  -0.0016831   0.7726554  -0.0022375   0.0000257   0.0001750  -0.0000250   0.0007492   0.0001452   0.0011958   0.0013879   1.4312026   2.0490724  -0.0028495   0.7698407  -0.0028280   0.0000269  -0.0004548   0.0005096   0.0014086   0.0001592   0.0011948   0.0014008  -6.2103585  -4.3576272  -0.0017632   0.0048340  -0.0014718   0.0000031   0.0004671   0.0011978   0.0024595  -0.0003046  -0.0000022   0.0000352   1.2474603  -0.0025067   0.0008668  -0.0003410   0.0000577  -0.0000002  -0.0009635  -0.0000711  -0.0005273  -0.0000257   0.0000017   0.0000007
    112.50   0.7311634   0.7330044   1.4644554  -0.0016613   0.7315688  -0.0022259   0.0000230   0.0005453  -0.0007658   0.0007352   0.0001685   0.0012088   0.0013594   1.3592930   1.9452031  -0.0028309   0.7304329  -0.0028254   0.0000244   0.0002078  -0.0002108   0.0013848   0.0001917   0.0012066   0.0013723  -6.2608150  -4.3884882  -0.0017485   0.0082249  -0.0014760   0.0000032   0.0010970   0.0012308   0.0024204  -0.0002848  -0.0000045   0.0000349   1.2405819  -0.0000739   0.0008502  -0.0002705   0.0000514  -0.0000002  -0.0008949  -0.0000592  -0.0005181  -0.0000244   0.0000016   0.0000008
    113.00   0.6882852   0.6917336   1.3820374  -0.0016306   0.6903610  -0.0022049   0.0000205   0.0008813  -0.0014416   0.0007207   0.0001898   0.0012215   0.0013321   1.2868179   1.8406007  -0.0027961   0.6907796  -0.0028106   0.0000219   0.0008188  -0.0008761   0.0013597   0.0002215   0.0012182   0.0013449  -6.3116037  -4.4199413  -0.0017179   0.0113378  -0.0014747   0.0000034   0.0016868   0.0012442   0.0023795  -0.0002666  -0.0000067   0.0000343   1.2336627   0.0021491   0.0008355  -0.0001834   0.0000449  -0.0000002  -0.0008259  -0.0000472  -0.0005096  -0.0000230   0.0000015   0.0000008
    113.50   0.6456201   0.6505099   1.2997124  -0.0015920   0.6492024  -0.0021757   0.0000181   0.0011826  -0.0020520   0.0007058   0.0002092   0.0012338   0.0013061   1.2140856   1.7357075  -0.0027466   0.6510474  -0.0027849   0.0000196   0.0013769  -0.0014847   0.0013334   0.0002486   0.0012295   0.0013188  -6.3624282  -4.4517868  -0.0016729   0.0141674  -0.0014681   0.0000035   0.0022339   0.0012399   0.0023372  -0.0002500  -0.0000085   0.0000336   1.2267311   0.0041572   0.0008228  -0.0000825   0.0000384  -0.0000001  -0.0007574  -0.0000355  -0.0005020  -0.0000217   0.0000014   0.0000009
    114.00   0.6033324   0.6094888   1.2177897  -0.0015467   0.6082474  -0.0021391   0.0000159   0.0014494  -0.0025973   0.0006906   0.0002267   0.0012455   0.0012814   1.1413809   1.6309306  -0.0026839   0.6113894  -0.0027491   0.0000174   0.0018817  -0.0020361   0.0013063   0.0002732   0.0012404   0.0012938  -6.4130107  -4.4838322  -0.0016146   0.0167130  -0.0014565   0.0000035   0.0027362   0.0012199   0.0022938  -0.0002350  -0.0000102   0.0000328   1.2198157   0.0059486   0.0008120   0.0000291   0.0000320  -0.0000001  -0.0006902  -0.0000242  -0.0004951  -0.0000203   0.0000013   0.0000010
    114.50   0.5615409   0.5688092   1.1365468  -0.0014954   0.5676345  -0.0020961   0.0000139   0.0016827  -0.0030788   0.0006753   0.0002424   0.0012567   0.0012579   1.0689640   1.5266412  -0.0026098   0.5719447  -0.0027046   0.0000154   0.0023336  -0.0025305   0.0012785   0.0002954   0.0012508   0.0012699  -6.4630935  -4.5158935  -0.0015445   0.0189774  -0.0014401   0.0000035   0.0031928   0.0011864   0.0022496  -0.0002214  -0.0000116   0.0000319   1.2129451   0.0075240   0.0008031   0.0001485   0.0000257  -0.0000001  -0.0006249  -0.0000137  -0.0004889  -0.0000190   0.0000012   0.0000011
    115.00   0.5203596   0.5285939   1.0562303  -0.0014393   0.5274869  -0.0020477   0.0000120   0.0018845  -0.0034985   0.0006600   0.0002564   0.0012671   0.0012356   0.9970708   1.4231748  -0.0025256   0.5328386  -0.0026522   0.0000136   0.0027335  -0.0029689   0.0012504   0.0003153   0.0012607   0.0012473  -6.5124394  -4.5477970  -0.0014639   0.0209671  -0.0014194   0.0000034   0.0036031   0.0011415   0.0022048  -0.0002091  -0.0000127   0.0000309   1.2061467   0.0088867   0.0007959   0.0002732   0.0000196  -0.0000000  -0.0005622  -0.0000039  -0.0004833  -0.0000178   0.0000011   0.0000011
    115.50   0.4799009   0.4889524   0.9770568  -0.0013792   0.4879126  -0.0019946   0.0000104   0.0020561  -0.0038590   0.0006446   0.0002688   0.0012768   0.0012144   0.9259132   1.3208315  -0.0024330   0.4941830  -0.0025932   0.0000119   0.0030831  -0.0033529   0.0012221   0.0003330   0.0012698   0.0012257  -6.5608325  -4.5793798  -0.0013741   0.0226915  -0.0013946   0.0000034   0.0039673   0.0010872   0.0021597  -0.0001983  -0.0000137   0.0000298   1.1994474   0.0100422   0.0007903   0.0004005   0.0000138  -0.0000000  -0.0005027   0.0000050  -0.0004783  -0.0000166   0.0000010   0.0000012
    116.00   0.4402520   0.4499795   0.8992143  -0.0013159   0.4490053  -0.0019376   0.0000089   0.0021991  -0.0041636   0.0006294   0.0002797   0.0012857   0.0011943   0.8556794   1.2198774  -0.0023333   0.4560766  -0.0025283   0.0000103   0.0033845  -0.0036847   0.0011936   0.0003485   0.0012783   0.0012052  -6.6080781  -4.6104904  -0.0012765   0.0241622  -0.0013661   0.0000032   0.0042860   0.0010255   0.0021144  -0.0001886  -0.0000144   0.0000287   1.1928727   0.0109978   0.0007864   0.0005283   0.0000083   0.0000000  -0.0004468   0.0000129  -0.0004738  -0.0000154   0.0000009   0.0000012
    116.50   0.4014700   0.4117558   0.8228634  -0.0012502   0.4108452  -0.0018776   0.0000075   0.0023152  -0.0044157   0.0006143   0.0002890   0.0012937   0.0011753   0.7865351   1.1205454  -0.0022278   0.4186054  -0.0024587   0.0000089   0.0036400  -0.0039670   0.0011653   0.0003621   0.0012860   0.0011857  -6.6540027  -4.6409901  -0.0011723   0.0253927  -0.0013343   0.0000031   0.0045606   0.0009583   0.0020692  -0.0001802  -0.0000149   0.0000275   1.1864468   0.0117626   0.0007838   0.0006544   0.0000032   0.0000000  -0.0003949   0.0000197  -0.0004698  -0.0000143   0.0000008   0.0000012
    117.00   0.3636150   0.3743482   0.7481397  -0.0011828   0.3734998  -0.0018153   0.0000063   0.0024070  -0.0046192   0.0005993   0.0002970   0.0013008   0.0011573   0.7186239   1.0230370  -0.0021177   0.3818436  -0.0023851   0.0000076   0.0038524  -0.0042025   0.0011371   0.0003737   0.0012929   0.0011672  -6.6984533  -4.6707524  -0.0010628   0.0263981  -0.0012997   0.0000030   0.0047926   0.0008873   0.0020242  -0.0001729  -0.0000153   0.0000263   1.1801918   0.0123468   0.0007826   0.0007770  -0.0000016   0.0000001  -0.0003473   0.0000255  -0.0004663  -0.0000133   0.0000007   0.0000013
    117.50   0.3267403   0.3378133   0.6751549  -0.0011142   0.3370247  -0.0017512   0.0000052   0.0024766  -0.0047779   0.0005846   0.0003035   0.0013071   0.0011402   0.6520691   0.9275241  -0.0020044   0.3458541  -0.0023084   0.0000065   0.0040246  -0.0043945   0.0011092   0.0003834   0.0012989   0.0011496  -6.7412970  -4.6996636  -0.0009491   0.0271942  -0.0012625   0.0000028   0.0049841   0.0008141   0.0019796  -0.0001667  -0.0000154   0.0000251   1.1741284   0.0127616   0.0007826   0.0008945  -0.0000060   0.0000001  -0.0003044   0.0000302  -0.0004631  -0.0000123   0.0000006   0.0000013
    118.00   0.2908772   0.3021968   0.6039994  -0.0010452   0.3014648  -0.0016859   0.0000043   0.0025256  -0.0048958   0.0005701   0.0003088   0.0013123   0.0011240   0.5869744   0.8341508  -0.0018886   0.3106893  -0.0022293   0.0000055   0.0041597  -0.0045462   0.0010815   0.0003914   0.0013041   0.0011330  -6.7824202  -4.7276228  -0.0008323   0.0277976  -0.0012232   0.0000026   0.0051373   0.0007402   0.0019354  -0.0001614  -0.0000155   0.0000239   1.1682751   0.0130192   0.0007837   0.0010058  -0.0000100   0.0000001  -0.0002663   0.0000339  -0.0004602  -0.0000113   0.0000005   0.0000013
    118.50   0.2560454   0.2675343   0.5347438  -0.0009761   0.2668553  -0.0016199   0.0000035   0.0025557  -0.0049770   0.0005558   0.0003128   0.0013167   0.0011087   0.5234257   0.7430359  -0.0017715   0.2763920  -0.0021486   0.0000046   0.0042607  -0.0046611   0.0010543   0.0003978   0.0013084   0.0011172  -6.8217274  -4.7545415  -0.0007134   0.0282252  -0.0011821   0.0000025   0.0052547   0.0006668   0.0018917  -0.0001572  -0.0000154   0.0000227   1.1626482   0.0131318   0.0007856   0.0011098  -0.0000137   0.0000001  -0.0002331   0.0000365  -0.0004577  -0.0000104   0.0000004   0.0000013
    119.00   0.2222662   0.2338506   0.4674409  -0.0009074   0.2332225  -0.0015538   0.0000028   0.0025696  -0.0050253   0.0005418   0.0003157   0.0013201   0.0010942   0.4614922   0.6542742  -0.0016539   0.2429960  -0.0020668   0.0000038   0.0043310  -0.0047425   0.0010274   0.0004025   0.0013118   0.0011022  -6.8591405  -4.7803434  -0.0005933   0.0284935  -0.0011396   0.0000023   0.0053386   0.0005949   0.0018487  -0.0001538  -0.0000151   0.0000215   1.1572618   0.0131124   0.0007884   0.0012057  -0.0000169   0.0000001  -0.0002049   0.0000383  -0.0004554  -0.0000096   0.0000003   0.0000012
    119.50   0.1895502   0.2011634   0.4021279  -0.0008395   0.2005846  -0.0014878   0.0000022   0.0025698  -0.0050446   0.0005280   0.0003174   0.0013225   0.0010804   0.4012282   0.5679393  -0.0015364   0.2105274  -0.0019844   0.0000032   0.0043737  -0.0047937   0.0010010   0.0004057   0.0013144   0.0010879  -6.8945973  -4.8049639  -0.0004728   0.0286190  -0.0010959   0.0000021   0.0053917   0.0005254   0.0018064  -0.0001512  -0.0000148   0.0000204   1.1521279   0.0129737   0.0007918   0.0012930  -0.0000197   0.0000001  -0.0001815   0.0000392  -0.0004533  -0.0000087   0.0000002   0.0000012
    120.00   0.1578979   0.1694844   0.3388279  -0.0007728   0.1689533  -0.0014223   0.0000017   0.0025580  -0.0050383   0.0005145   0.0003180   0.0013240   0.0010673   0.3426742   0.4840855  -0.0014199   0.1790049  -0.0019021   0.0000026   0.0043919  -0.0048180   0.0009751   0.0004075   0.0013161   0.0010744  -6.9280506  -4.8283497  -0.0003528   0.0286175  -0.0010515   0.0000019   0.0054164   0.0004590   0.0017649  -0.0001495  -0.0000143   0.0000193   1.1472562   0.0127284   0.0007957   0.0013714  -0.0000221   0.0000001  -0.0001626   0.0000394  -0.0004514  -0.0000080   0.0000002   0.0000012
    120.50   0.1273054   0.1388192   0.2775516  -0.0007074   0.1383337  -0.0013577   0.0000013   0.0025358  -0.0050099   0.0005012   0.0003176   0.0013247   0.0010549   0.2858586   0.4027498  -0.0013048   0.1484406  -0.0018202   0.0000021   0.0043886  -0.0048186   0.0009496   0.0004079   0.0013169   0.0010616  -6.9594673  -4.8504578  -0.0002340   0.0285042  -0.0010066   0.0000018   0.0054152   0.0003963   0.0017241  -0.0001485  -0.0000138   0.0000182   1.1426545   0.0123887   0.0008000   0.0014408  -0.0000241   0.0000001  -0.0001479   0.0000389  -0.0004496  -0.0000072   0.0000001   0.0000012
    121.00   0.0977674   0.1091663   0.2182994  -0.0006436   0.1087258  -0.0012940   0.0000010   0.0025054  -0.0049626   0.0004881   0.0003163   0.0013244   0.0010431   0.2307989   0.3239535  -0.0011917   0.1188413  -0.0017390   0.0000017   0.0043666  -0.0047983   0.0009246   0.0004070   0.0013169   0.0010494  -6.9888269  -4.8712555  -0.0001168   0.0282934  -0.0009614   0.0000016   0.0053905   0.0003376   0.0016841  -0.0001481  -0.0000132   0.0000172   1.1383285   0.0119667   0.0008045   0.0015012  -0.0000259   0.0000001  -0.0001371   0.0000380  -0.0004480  -0.0000065   0.0000001   0.0000011
    121.50   0.0692713   0.0805204   0.1610621  -0.0005816   0.0801253  -0.0012317   0.0000008   0.0024687  -0.0048992   0.0004754   0.0003141   0.0013233   0.0010319   0.1775032   0.2477050  -0.0010810   0.0902085  -0.0016590   0.0000014   0.0043285  -0.0047600   0.0009001   0.0004048   0.0013160   0.0010377  -7.0161205  -4.8907186  -0.0000019   0.0279985  -0.0009163   0.0000014   0.0053451   0.0002832   0.0016449  -0.0001485  -0.0000126   0.0000163   1.1342821   0.0114736   0.0008093   0.0015527  -0.0000272   0.0000001  -0.0001300   0.0000366  -0.0004464  -0.0000059   0.0000000   0.0000011
    122.00   0.0418037   0.0528742   0.1058231  -0.0005215   0.0525235  -0.0011708   0.0000006   0.0024265  -0.0048224   0.0004628   0.0003110   0.0013214   0.0010212   0.1259714   0.1740003  -0.0009730   0.0625397  -0.0015803   0.0000012   0.0042766  -0.0047063   0.0008761   0.0004015   0.0013143   0.0010267  -7.0413495  -4.9088319   0.0001103   0.0276320  -0.0008714   0.0000013   0.0052812   0.0002334   0.0016065  -0.0001494  -0.0000119   0.0000153   1.1305176   0.0109200   0.0008141   0.0015957  -0.0000283   0.0000001  -0.0001265   0.0000350  -0.0004450  -0.0000052   0.0000000   0.0000011
    122.50   0.0153492   0.0262176   0.0525589  -0.0004634   0.0259090  -0.0011114   0.0000005   0.0023795  -0.0047347   0.0004505   0.0003071   0.0013186   0.0010110   0.0761962   0.1028257  -0.0008680   0.0358283  -0.0015032   0.0000010   0.0042130  -0.0046395   0.0008525   0.0003971   0.0013119   0.0010161  -7.0645249  -4.9255874   0.0002194   0.0272052  -0.0008269   0.0000011   0.0052016   0.0001881   0.0015690  -0.0001509  -0.0000112   0.0000145   1.1270357   0.0103158   0.0008188   0.0016304  -0.0000291   0.0000001  -0.0001263   0.0000331  -0.0004436  -0.0000046  -0.0000000   0.0000010
    123.00  -0.0101119   0.0005361   0.0012410  -0.0004075   0.0002673  -0.0010537   0.0000004   0.0023283  -0.0046382   0.0004384   0.0003024   0.0013151   0.0010012   0.0281640   0.0341587  -0.0007662   0.0100649  -0.0014278   0.0000009   0.0041394  -0.0045618   0.0008294   0.0003917   0.0013086   0.0010061  -7.0856653  -4.9409841   0.0003252   0.0267286  -0.0007830   0.0000010   0.0051086   0.0001475   0.0015323  -0.0001530  -0.0000104   0.0000137   1.1238355   0.0096701   0.0008235   0.0016574  -0.0000297   0.0000001  -0.0001293   0.0000310  -0.0004422  -0.0000041  -0.0000000   0.0000010
    123.50  -0.0346016  -0.0241870  -0.0481638  -0.0003537  -0.0244180  -0.0009977   0.0000004   0.0022741  -0.0045349   0.0004265   0.0002970   0.0013108   0.0009919  -0.0181438  -0.0320305  -0.0006678  -0.0147627  -0.0013545   0.0000008   0.0040576  -0.0044752   0.0008068   0.0003854   0.0013047   0.0009964  -7.1047966  -4.9550275   0.0004272   0.0262114  -0.0007398   0.0000009   0.0050044   0.0001115   0.0014964  -0.0001555  -0.0000097   0.0000129   1.1209145   0.0089910   0.0008279   0.0016769  -0.0000300   0.0000001  -0.0001355   0.0000288  -0.0004409  -0.0000035  -0.0000001   0.0000009
