# Zeldovich correlation function.
# Using f=0.993 and P(k) from pklin_z502.txt
# Density functions smoothed with tophat R=0
# r[Mpc/h]     r^2.xiL       xir:1      xir:b1      xir:b2    xir:b1^2   xir:b1.b2    xir:b2^2    xir:Aeft     xir:n2L      xir:bs   xir:b1.bs   xir:b2.bs    xir:bs^2       xi0:1      xi0:b1      xi0:b2    xi0:b1^2   xi0:b1.b2    xi0:b2^2    xi0:Aeft     xi0:n2L      xi0:bs   xi0:b1.bs   xi0:b2.bs    xi0:bs^2       xi2:1      xi2:b1      xi2:b2    xi2:b1^2   xi2:b1.b2    xi2:b2^2    xi2:Aeft     xi2:n2L      xi2:bs   xi2:b1.bs   xi2:b2.bs    xi2:bs^2       xi4:1      xi4:b1      xi4:b2    xi4:b1^2   xi4:b1.b2    xi4:b2^2    xi4:Aeft     xi4:n2L      xi4:bs   xi4:b1.bs   xi4:b2.bs    xi4:bs^2
     96.00   0.5831874   0.5815739   1.1639934   0.0013818   0.5824533   0.0010196   0.0000187  -0.0008525   0.0016734  -0.0000231  -0.0006532   0.0007876   0.0011480   1.0763993   1.5444769   0.0024229   0.5813348   0.0012473   0.0000188  -0.0016340   0.0016679   0.0000458  -0.0008272   0.0007971   0.0011467  -4.3772242  -3.0775268   0.0026968  -0.0062136   0.0001924  -0.0000001  -0.0027426  -0.0002172   0.0009376  -0.0006000   0.0000262   0.0000012   0.9622346  -0.0232866   0.0009238   0.0010607  -0.0000335  -0.0000000  -0.0014030   0.0000156  -0.0004967   0.0000110   0.0000005   0.0000007
     96.50   0.6148564   0.6110373   1.2227546   0.0013413   0.6118270   0.0009972   0.0000204  -0.0015012   0.0028750  -0.0000104  -0.0006517   0.0007560   0.0011381   1.1263961   1.6168064   0.0023515   0.6088531   0.0012197   0.0000203  -0.0026704   0.0027508   0.0000664  -0.0008260   0.0007663   0.0011364  -4.3228131  -3.0441652   0.0025958  -0.0097621   0.0001770  -0.0000004  -0.0035001  -0.0004403   0.0009465  -0.0005940   0.0000274   0.0000004   0.9623275  -0.0248858   0.0009015   0.0011444  -0.0000310  -0.0000000  -0.0013934   0.0000293  -0.0004886   0.0000102   0.0000004   0.0000007
     97.00   0.6460253   0.6400212   1.2805423   0.0012894   0.6407095   0.0009626   0.0000221  -0.0021421   0.0040624   0.0000056  -0.0006455   0.0007260   0.0011278   1.1755343   1.6878748   0.0022618   0.6358877   0.0011776   0.0000219  -0.0036945   0.0038215   0.0000919  -0.0008193   0.0007370   0.0011257  -4.2700021  -3.0118450   0.0024822  -0.0132423   0.0001579  -0.0000006  -0.0042368  -0.0006568   0.0009589  -0.0005868   0.0000284  -0.0000004   0.9622153  -0.0263819   0.0008793   0.0012210  -0.0000279  -0.0000000  -0.0013835   0.0000417  -0.0004804   0.0000092   0.0000004   0.0000008
     97.50   0.6763133   0.6681959   1.3366999   0.0012266   0.6687726   0.0009161   0.0000237  -0.0027630   0.0052134   0.0000245  -0.0006347   0.0006976   0.0011171   1.2232869   1.7569138   0.0021544   0.6621438   0.0011215   0.0000234  -0.0046880   0.0048609   0.0001219  -0.0008072   0.0007091   0.0011146  -4.2191688  -2.9807472   0.0023567  -0.0165919   0.0001354  -0.0000009  -0.0049412  -0.0008604   0.0009742  -0.0005782   0.0000292  -0.0000010   0.9618966  -0.0277483   0.0008574   0.0012870  -0.0000245   0.0000000  -0.0013740   0.0000523  -0.0004722   0.0000080   0.0000004   0.0000008
     98.00   0.7053574   0.6952380   1.3905853   0.0011534   0.6956955   0.0008585   0.0000254  -0.0033519   0.0063069   0.0000459  -0.0006197   0.0006710   0.0011057   1.2691371   1.8231710   0.0020306   0.6873330   0.0010522   0.0000249  -0.0056333   0.0058511   0.0001557  -0.0007902   0.0006830   0.0011030  -4.1706786  -2.9510484   0.0022201  -0.0197515   0.0001094  -0.0000012  -0.0056029  -0.0010458   0.0009923  -0.0005684   0.0000297  -0.0000015   0.9613697  -0.0289600   0.0008355   0.0013389  -0.0000207   0.0000000  -0.0013653   0.0000607  -0.0004639   0.0000068   0.0000004   0.0000008
     98.50   0.7328272   0.7208387   1.4415836   0.0010709   0.7211710   0.0007904   0.0000269  -0.0038980   0.0073230   0.0000694  -0.0006008   0.0006462   0.0010938   1.3125873   1.8859232   0.0018916   0.7111785   0.0009704   0.0000263  -0.0065139   0.0067750   0.0001928  -0.0007685   0.0006586   0.0010908  -4.1248794  -2.9229193   0.0020735  -0.0226665   0.0000801  -0.0000015  -0.0062124  -0.0012079   0.0010125  -0.0005573   0.0000300  -0.0000018   0.9606323  -0.0299950   0.0008139   0.0013743  -0.0000165   0.0000000  -0.0013576   0.0000665  -0.0004555   0.0000054   0.0000004   0.0000008
     99.00   0.7583934   0.7447072   1.4891182   0.0009801   0.7449110   0.0007129   0.0000284  -0.0043904   0.0082442   0.0000944  -0.0005783   0.0006234   0.0010811   1.3531678   1.9444888   0.0017390   0.7334194   0.0008773   0.0000276  -0.0073148   0.0076175   0.0002325  -0.0007426   0.0006359   0.0010780  -4.0820969  -2.8965228   0.0019181  -0.0252883   0.0000479  -0.0000017  -0.0067611  -0.0013428   0.0010346  -0.0005451   0.0000300  -0.0000020   0.9596820  -0.0308338   0.0007924   0.0013911  -0.0000121   0.0000001  -0.0013506   0.0000696  -0.0004470   0.0000039   0.0000004   0.0000008
     99.50   0.7817352   0.7665769   1.5326608   0.0008821   0.7666518   0.0006270   0.0000298  -0.0048202   0.0090557   0.0001205  -0.0005529   0.0006026   0.0010678   1.3904443   1.9982392   0.0015746   0.7538160   0.0007742   0.0000289  -0.0080230   0.0083653   0.0002739  -0.0007128   0.0006152   0.0010646  -4.0426293  -2.8720125   0.0017552  -0.0275757   0.0000130  -0.0000019  -0.0072418  -0.0014476   0.0010580  -0.0005316   0.0000298  -0.0000021   0.9585157  -0.0314606   0.0007710   0.0013884  -0.0000076   0.0000001  -0.0013441   0.0000700  -0.0004384   0.0000023   0.0000005   0.0000008
    100.00   0.8026103   0.7862085   1.5717403   0.0007782   0.7861584   0.0005341   0.0000309  -0.0051802   0.0097453   0.0001471  -0.0005248   0.0005837   0.0010538   1.4240254   2.0466086   0.0014004   0.7721527   0.0006623   0.0000299  -0.0086282   0.0090076   0.0003163  -0.0006799   0.0005963   0.0010506  -4.0067441  -2.8495309   0.0015864  -0.0294958  -0.0000244  -0.0000021  -0.0076477  -0.0015203   0.0010822  -0.0005170   0.0000293  -0.0000020   0.9571302  -0.0318635   0.0007497   0.0013658  -0.0000030   0.0000001  -0.0013379   0.0000676  -0.0004297   0.0000007   0.0000005   0.0000008
    100.50   0.8208217   0.8033982   1.6059497   0.0006698   0.8032278   0.0004354   0.0000320  -0.0054667   0.0103042   0.0001737  -0.0004947   0.0005668   0.0010391   1.4535679   2.0891024   0.0012185   0.7882416   0.0005433   0.0000308  -0.0091226   0.0095362   0.0003589  -0.0006442   0.0005792   0.0010360  -3.9746740  -2.8292076   0.0014131  -0.0310243  -0.0000640  -0.0000023  -0.0079737  -0.0015601   0.0011069  -0.0005013   0.0000287  -0.0000017   0.9555221  -0.0320344   0.0007286   0.0013239   0.0000017   0.0000001  -0.0013319   0.0000628  -0.0004208  -0.0000008   0.0000006   0.0000007
    101.00   0.8361713   0.8179763   1.6349512   0.0005583   0.8176917   0.0003324   0.0000328  -0.0056772   0.0107268   0.0001999  -0.0004631   0.0005519   0.0010237   1.4787813   2.1253032   0.0010310   0.8019248   0.0004186   0.0000316  -0.0095012   0.0099454   0.0004011  -0.0006063   0.0005641   0.0010207  -3.9466141  -2.8111575   0.0012370  -0.0321464  -0.0001053  -0.0000024  -0.0082155  -0.0015673   0.0011314  -0.0004847   0.0000278  -0.0000014   0.9536877  -0.0319697   0.0007075   0.0012641   0.0000063   0.0000001  -0.0013259   0.0000557  -0.0004118  -0.0000024   0.0000006   0.0000007
    101.50   0.8484943   0.8298103   1.6584800   0.0004451   0.8294184   0.0002264   0.0000334  -0.0058113   0.0110105   0.0002251  -0.0004303   0.0005389   0.0010076   1.4994311   2.1548754   0.0008401   0.8130760   0.0002900   0.0000322  -0.0097617   0.0102324   0.0004423  -0.0005668   0.0005507   0.0010049  -3.9227192  -2.7954792   0.0010596  -0.0328560  -0.0001481  -0.0000024  -0.0083704  -0.0015432   0.0011554  -0.0004672   0.0000268  -0.0000008   0.9516233  -0.0316697   0.0006867   0.0011883   0.0000107   0.0000001  -0.0013198   0.0000469  -0.0004026  -0.0000039   0.0000006   0.0000006
    102.00   0.8577363   0.8388036   1.6763456   0.0003315   0.8383131   0.0001189   0.0000338  -0.0058698   0.0111562   0.0002491  -0.0003970   0.0005278   0.0009908   1.5153403   2.1775677   0.0006480   0.8216015   0.0001589   0.0000325  -0.0099044   0.0103967   0.0004817  -0.0005263   0.0005392   0.0009885  -3.9031020  -2.7822537   0.0008827  -0.0331560  -0.0001919  -0.0000025  -0.0084373  -0.0014898   0.0011784  -0.0004490   0.0000256  -0.0000002   0.9493254  -0.0311389   0.0006659   0.0010990   0.0000150   0.0000001  -0.0013130   0.0000368  -0.0003933  -0.0000053   0.0000007   0.0000006
    102.50   0.8638565   0.8448987   1.6884317   0.0002190   0.8443183   0.0000111   0.0000339  -0.0058559   0.0111674   0.0002716  -0.0003635   0.0005185   0.0009735   1.5263899   2.1932140   0.0004567   0.8274402   0.0000270   0.0000327  -0.0099319   0.0104407   0.0005188  -0.0004851   0.0005294   0.0009716  -3.8878326  -2.7715426   0.0007077  -0.0330574  -0.0002363  -0.0000024  -0.0084168  -0.0014101   0.0011999  -0.0004302   0.0000244   0.0000006   0.9467909  -0.0303857   0.0006454   0.0009991   0.0000189   0.0000001  -0.0013050   0.0000259  -0.0003840  -0.0000066   0.0000007   0.0000005
    103.00   0.8668168   0.8480737   1.6946944   0.0001086   0.8474123  -0.0000957   0.0000339  -0.0057737   0.0110503   0.0002921  -0.0003301   0.0005109   0.0009557   1.5325185   2.2017316   0.0002684   0.8305632  -0.0001042   0.0000327  -0.0098490   0.0103687   0.0005533  -0.0004438   0.0005213   0.0009542  -3.8769376  -2.7633875   0.0005362  -0.0325784  -0.0002809  -0.0000023  -0.0083110  -0.0013076   0.0012197  -0.0004109   0.0000230   0.0000014   0.9440168  -0.0294221   0.0006251   0.0008918   0.0000225   0.0000001  -0.0012951   0.0000146  -0.0003746  -0.0000078   0.0000007   0.0000005
    103.50   0.8666414   0.8483419   1.6951586   0.0000016   0.8476081  -0.0002002   0.0000336  -0.0056283   0.0108134   0.0003107  -0.0002973   0.0005049   0.0009375   1.5337199   2.2031189   0.0000849   0.8309727  -0.0002333   0.0000324  -0.0096623   0.0101872   0.0005848  -0.0004028   0.0005147   0.0009364  -3.8704016  -2.7578087   0.0003697  -0.0317438  -0.0003253  -0.0000022  -0.0081233  -0.0011862   0.0012375  -0.0003913   0.0000215   0.0000023   0.9410015  -0.0282633   0.0006051   0.0007802   0.0000258   0.0000001  -0.0012827   0.0000034  -0.0003652  -0.0000088   0.0000007   0.0000004
    104.00   0.8634266   0.8457472   1.6899140  -0.0001009   0.8449506  -0.0003013   0.0000331  -0.0054258   0.0104668   0.0003270  -0.0002653   0.0005005   0.0009189   1.5300407   2.1974508  -0.0000921   0.8287000  -0.0003589   0.0000320  -0.0093802   0.0099042   0.0006130  -0.0003623   0.0005097   0.0009183  -3.8681674  -2.7548050   0.0002095  -0.0305834  -0.0003690  -0.0000021  -0.0078584  -0.0010499   0.0012529  -0.0003716   0.0000200   0.0000033   0.9377446  -0.0269275   0.0005855   0.0006676   0.0000286   0.0000000  -0.0012672  -0.0000072  -0.0003558  -0.0000097   0.0000008   0.0000004
    104.50   0.8572648   0.8403637   1.6791087  -0.0001982   0.8395144  -0.0003981   0.0000324  -0.0051732   0.0100222   0.0003412  -0.0002342   0.0004976   0.0009001   1.5215767   2.1848735  -0.0002611   0.8238036  -0.0004799   0.0000314  -0.0090120   0.0095294   0.0006378  -0.0003228   0.0005061   0.0009000  -3.8701391  -2.7543535   0.0000569  -0.0291314  -0.0004118  -0.0000019  -0.0075223  -0.0009031   0.0012658  -0.0003519   0.0000184   0.0000043   0.9342469  -0.0254353   0.0005663   0.0005570   0.0000309   0.0000000  -0.0012484  -0.0000169  -0.0003465  -0.0000105   0.0000008   0.0000003
    105.00   0.8482610   0.8322925   1.6629439  -0.0002893   0.8314002  -0.0004897   0.0000316  -0.0048779   0.0094922   0.0003531  -0.0002043   0.0004960   0.0008811   1.5084683   2.1655979  -0.0004206   0.8163667  -0.0005952   0.0000306  -0.0085680   0.0090733   0.0006590  -0.0002845   0.0005038   0.0008816  -3.8761839  -2.7564097  -0.0000871  -0.0274249  -0.0004531  -0.0000016  -0.0071219  -0.0007497   0.0012759  -0.0003323   0.0000169   0.0000052   0.9305111  -0.0238092   0.0005476   0.0004510   0.0000328   0.0000000  -0.0012259  -0.0000254  -0.0003373  -0.0000110   0.0000007   0.0000003
    105.50   0.8365706   0.8216574   1.6416665  -0.0003737   0.8207318  -0.0005755   0.0000305  -0.0045470   0.0088902   0.0003628  -0.0001758   0.0004956   0.0008621   1.4908960   2.1398927  -0.0005696   0.8064943  -0.0007039   0.0000297  -0.0080592   0.0085469   0.0006767  -0.0002475   0.0005027   0.0008630  -3.8861356  -2.7609085  -0.0002214  -0.0255028  -0.0004926  -0.0000014  -0.0066651  -0.0005938   0.0012833  -0.0003130   0.0000153   0.0000062   0.9265419  -0.0220729   0.0005294   0.0003522   0.0000342  -0.0000000  -0.0011993  -0.0000325  -0.0003284  -0.0000115   0.0000007   0.0000002
    106.00   0.8223747   0.8086010   1.6155623  -0.0004509   0.8076522  -0.0006547   0.0000293  -0.0041874   0.0082296   0.0003704  -0.0001486   0.0004964   0.0008431   1.4690752   2.1080764  -0.0007072   0.7943100  -0.0008051   0.0000287  -0.0074964   0.0079621   0.0006910  -0.0002120   0.0005028   0.0008445  -3.8997980  -2.7677650  -0.0003453  -0.0234048  -0.0005300  -0.0000012  -0.0061603  -0.0004389   0.0012878  -0.0002941   0.0000137   0.0000071   0.9223460  -0.0202508   0.0005119   0.0002624   0.0000351  -0.0000000  -0.0011684  -0.0000381  -0.0003197  -0.0000117   0.0000007   0.0000002
    106.50   0.8058494   0.7932810   1.5849490  -0.0005206   0.7923204  -0.0007271   0.0000280  -0.0038056   0.0075236   0.0003760  -0.0001229   0.0004981   0.0008241   1.4432511   2.0705097  -0.0008325   0.7799534  -0.0008983   0.0000275  -0.0068909   0.0073304   0.0007018  -0.0001782   0.0005039   0.0008260  -3.9169490  -2.7768763  -0.0004581  -0.0211705  -0.0005649  -0.0000009  -0.0056163  -0.0002883   0.0012895  -0.0002758   0.0000122   0.0000079   0.9179323  -0.0183675   0.0004951   0.0001832   0.0000356  -0.0000000  -0.0011328  -0.0000421  -0.0003112  -0.0000119   0.0000007   0.0000002
    107.00   0.7871841   0.7758703   1.5501691  -0.0005824   0.7749077  -0.0007922   0.0000266  -0.0034089   0.0067854   0.0003797  -0.0000986   0.0005008   0.0008054   1.4136929   2.0275875  -0.0009451   0.7635769  -0.0009830   0.0000262  -0.0062537   0.0066634   0.0007095  -0.0001461   0.0005059   0.0008077  -3.9373448  -2.7881227  -0.0005594  -0.0188385  -0.0005972  -0.0000006  -0.0050419  -0.0001446   0.0012884  -0.0002580   0.0000106   0.0000087   0.9133121  -0.0164474   0.0004792   0.0001157   0.0000356  -0.0000001  -0.0010929  -0.0000446  -0.0003031  -0.0000119   0.0000007   0.0000002
    107.50   0.7665828   0.7565501   1.5115832  -0.0006362   0.7555942  -0.0008499   0.0000252  -0.0030038   0.0060271   0.0003816  -0.0000758   0.0005043   0.0007869   1.3806891   1.9797312  -0.0010447   0.7453422  -0.0010590   0.0000249  -0.0055953   0.0059722   0.0007141  -0.0001157   0.0005087   0.0007897  -3.9607240  -2.8013698  -0.0006488  -0.0164456  -0.0006265  -0.0000004  -0.0044456  -0.0000101   0.0012847  -0.0002410   0.0000091   0.0000094   0.9084991  -0.0145138   0.0004641   0.0000605   0.0000352  -0.0000001  -0.0010487  -0.0000456  -0.0002954  -0.0000118   0.0000007   0.0000002
    108.00   0.7442554   0.7355080   1.4695633  -0.0006822   0.7345660  -0.0009001   0.0000236  -0.0025969   0.0052602   0.0003820  -0.0000544   0.0005085   0.0007688   1.3445418   1.9273806  -0.0011311   0.7254183  -0.0011259   0.0000235  -0.0049258   0.0052673   0.0007160  -0.0000870   0.0005122   0.0007719  -3.9868116  -2.8164710  -0.0007262  -0.0140264  -0.0006528  -0.0000001  -0.0038357   0.0001134   0.0012784  -0.0002248   0.0000077   0.0000100   0.9035093  -0.0125891   0.0004499   0.0000180   0.0000343  -0.0000001  -0.0010010  -0.0000453  -0.0002880  -0.0000116   0.0000006   0.0000002
    108.50   0.7204093   0.7129329   1.4244870  -0.0007204   0.7120119  -0.0009429   0.0000221  -0.0021934   0.0044952   0.0003811  -0.0000344   0.0005133   0.0007511   1.3055619   1.8709873  -0.0012045   0.7039778  -0.0011838   0.0000220  -0.0042548   0.0045585   0.0007154  -0.0000601   0.0005164   0.0007545  -4.0153232  -2.8332690  -0.0007916  -0.0116127  -0.0006758   0.0000001  -0.0032197   0.0002245   0.0012697  -0.0002094   0.0000063   0.0000106   0.8983606  -0.0106938   0.0004367  -0.0000120   0.0000331  -0.0000001  -0.0009503  -0.0000439  -0.0002811  -0.0000113   0.0000006   0.0000002
    109.00   0.6952455   0.6890161   1.3767321  -0.0007510   0.6881208  -0.0009783   0.0000205  -0.0017991   0.0037414   0.0003789  -0.0000158   0.0005185   0.0007338   1.2640645   1.8110081  -0.0012650   0.6811952  -0.0012328   0.0000205  -0.0035907   0.0038547   0.0007124  -0.0000349   0.0005210   0.0007375  -4.0459689  -2.8515988  -0.0008450  -0.0092332  -0.0006955   0.0000003  -0.0026050   0.0003225   0.0012587  -0.0001948   0.0000050   0.0000110   0.8930724  -0.0088470   0.0004246  -0.0000298   0.0000316  -0.0000001  -0.0008974  -0.0000415  -0.0002745  -0.0000109   0.0000006   0.0000002
    109.50   0.6689623   0.6639454   1.3266719  -0.0007743   0.6630792  -0.0010066   0.0000189  -0.0014180   0.0030072   0.0003756   0.0000015   0.0005242   0.0007171   1.2203642   1.7478982  -0.0013130   0.6572442  -0.0012730   0.0000191  -0.0029409   0.0031640   0.0007075  -0.0000113   0.0005261   0.0007209  -4.0784565  -2.8712897  -0.0008868  -0.0069134  -0.0007118   0.0000005  -0.0019985   0.0004068   0.0012458  -0.0001811   0.0000038   0.0000113   0.8876657  -0.0070655   0.0004135  -0.0000360   0.0000299  -0.0000001  -0.0008429  -0.0000383  -0.0002685  -0.0000105   0.0000005   0.0000002
    110.00   0.6417589   0.6379045   1.2746706  -0.0007907   0.6370694  -0.0010280   0.0000174  -0.0010538   0.0022996   0.0003715   0.0000176   0.0005302   0.0007009   1.1747717   1.6821068  -0.0013490   0.6322955  -0.0013046   0.0000176  -0.0023121   0.0024932   0.0007007   0.0000106   0.0005315   0.0007049  -4.1124953  -2.8921676  -0.0009172  -0.0046752  -0.0007248   0.0000007  -0.0014065   0.0004774   0.0012311  -0.0001683   0.0000026   0.0000116   0.8821625  -0.0053641   0.0004035  -0.0000316   0.0000279  -0.0000001  -0.0007872  -0.0000345  -0.0002628  -0.0000101   0.0000005   0.0000002
    110.50   0.6138236   0.6110686   1.2210804  -0.0008005   0.6102674  -0.0010430   0.0000159  -0.0007085   0.0016245   0.0003665   0.0000325   0.0005363   0.0006852   1.1275904   1.6140716  -0.0013736   0.6065155  -0.0013281   0.0000162  -0.0017095   0.0018485   0.0006925   0.0000310   0.0005371   0.0006894  -4.1477991  -2.9140574  -0.0009369  -0.0025373  -0.0007344   0.0000008  -0.0008346   0.0005344   0.0012148  -0.0001564   0.0000015   0.0000117   0.8765856  -0.0037551   0.0003946  -0.0000175   0.0000257  -0.0000001  -0.0007308  -0.0000303  -0.0002576  -0.0000096   0.0000005   0.0000002
    111.00   0.5853239   0.5836064   1.1662381  -0.0008042   0.5828413  -0.0010518   0.0000144  -0.0003844   0.0009869   0.0003610   0.0000463   0.0005426   0.0006702   1.0791132   1.5442150  -0.0013873   0.5800642  -0.0013438   0.0000148  -0.0011377   0.0012349   0.0006829   0.0000498   0.0005429   0.0006744  -4.1840893  -2.9367849  -0.0009462  -0.0005149  -0.0007407   0.0000009  -0.0002879   0.0005783   0.0011971  -0.0001454   0.0000005   0.0000117   0.8709585  -0.0022486   0.0003868   0.0000053   0.0000234  -0.0000001  -0.0006743  -0.0000259  -0.0002529  -0.0000091   0.0000004   0.0000003
    111.50   0.5564255   0.5556777   1.1104626  -0.0008023   0.5549504  -0.0010549   0.0000130  -0.0000828   0.0003903   0.0003550   0.0000589   0.0005489   0.0006557   1.0296205   1.4729409  -0.0013909   0.5530944  -0.0013522   0.0000134  -0.0006002   0.0006563   0.0006723   0.0000672   0.0005488   0.0006600  -4.2210973  -2.9601789  -0.0009459   0.0013801  -0.0007438   0.0000010   0.0002297   0.0006097   0.0011782  -0.0001352  -0.0000004   0.0000117   0.8653047  -0.0008521   0.0003801   0.0000355   0.0000210  -0.0000000  -0.0006181  -0.0000213  -0.0002485  -0.0000086   0.0000004   0.0000003
    112.00   0.5272921   0.5274329   1.0540532  -0.0007952   0.5267441  -0.0010528   0.0000117   0.0001948  -0.0001624   0.0003485   0.0000706   0.0005552   0.0006419   0.9793783   1.4006314  -0.0013853   0.5257505  -0.0013538   0.0000121  -0.0000996   0.0001159   0.0006608   0.0000832   0.0005547   0.0006462  -4.2585666  -2.9840723  -0.0009366   0.0031387  -0.0007439   0.0000011   0.0007148   0.0006295   0.0011584  -0.0001259  -0.0000013   0.0000116   0.8596483   0.0004289   0.0003744   0.0000721   0.0000185  -0.0000000  -0.0005629  -0.0000168  -0.0002445  -0.0000081   0.0000004   0.0000003
    112.50   0.4980600   0.4990104   0.9972878  -0.0007835   0.4983611  -0.0010460   0.0000104   0.0004481  -0.0006695   0.0003418   0.0000813   0.0005615   0.0006287   0.9286361   1.3276449  -0.0013712   0.4981676  -0.0013492   0.0000109   0.0003622  -0.0003841   0.0006486   0.0000980   0.0005605   0.0006329  -4.2962547  -3.0083042  -0.0009191   0.0047550  -0.0007411   0.0000012   0.0011651   0.0006387   0.0011378  -0.0001174  -0.0000020   0.0000115   0.8540129   0.0015908   0.0003698   0.0001139   0.0000160  -0.0000000  -0.0005093  -0.0000123  -0.0002409  -0.0000076   0.0000004   0.0000003
    113.00   0.4688509   0.4705375   0.9404221  -0.0007677   0.4699290  -0.0010348   0.0000092   0.0006768  -0.0011300   0.0003348   0.0000910   0.0005675   0.0006160   0.8776267   1.2543145  -0.0013495   0.4704711  -0.0013388   0.0000097   0.0007841  -0.0008424   0.0006359   0.0001114   0.0005662   0.0006203  -4.3339343  -3.0327204  -0.0008940   0.0062255  -0.0007356   0.0000012   0.0015789   0.0006382   0.0011165  -0.0001096  -0.0000027   0.0000112   0.8484217   0.0026320   0.0003661   0.0001597   0.0000136  -0.0000000  -0.0004578  -0.0000081  -0.0002377  -0.0000072   0.0000003   0.0000003
    113.50   0.4397867   0.4421317   0.8836890  -0.0007483   0.4415643  -0.0010197   0.0000081   0.0008808  -0.0015438   0.0003277   0.0000999   0.0005734   0.0006040   0.8265646   1.1809470  -0.0013209   0.4427762  -0.0013234   0.0000086   0.0011657  -0.0012582   0.0006227   0.0001236   0.0005718   0.0006082  -4.3713944  -3.0571748  -0.0008621   0.0075495  -0.0007275   0.0000012   0.0019554   0.0006291   0.0010949  -0.0001026  -0.0000033   0.0000110   0.8428970   0.0035526   0.0003634   0.0002084   0.0000111  -0.0000000  -0.0004092  -0.0000041  -0.0002348  -0.0000067   0.0000003   0.0000004
    114.00   0.4109794   0.4138991   0.8272985  -0.0007258   0.4133718  -0.0010014   0.0000071   0.0010603  -0.0019115   0.0003205   0.0001079   0.0005789   0.0005926   0.7756460   1.1078224  -0.0012863   0.4151879  -0.0013033   0.0000076   0.0015070  -0.0016315   0.0006093   0.0001347   0.0005771   0.0005967  -4.4084409  -3.0815304  -0.0008242   0.0087281  -0.0007171   0.0000012   0.0022941   0.0006126   0.0010729  -0.0000963  -0.0000038   0.0000107   0.8374601   0.0043540   0.0003615   0.0002590   0.0000088  -0.0000000  -0.0003637  -0.0000004  -0.0002321  -0.0000063   0.0000003   0.0000004
    114.50   0.3825101   0.3859336   0.7714382  -0.0007007   0.3854454  -0.0009801   0.0000062   0.0012160  -0.0022342   0.0003133   0.0001150   0.0005842   0.0005818   0.7250486   1.0351934  -0.0012465   0.3878009  -0.0012792   0.0000067   0.0018088  -0.0019631   0.0005957   0.0001446   0.0005821   0.0005857  -4.4448968  -3.1056593  -0.0007811   0.0097644  -0.0007045   0.0000012   0.0025951   0.0005899   0.0010507  -0.0000906  -0.0000042   0.0000103   0.8321309   0.0050391   0.0003604   0.0003106   0.0000066   0.0000000  -0.0003217   0.0000030  -0.0002298  -0.0000059   0.0000002   0.0000004
    115.00   0.3544563   0.3583168   0.7162736  -0.0006733   0.3578678  -0.0009563   0.0000053   0.0013496  -0.0025135   0.0003061   0.0001214   0.0005892   0.0005715   0.6749319   0.9632866  -0.0012023   0.3606997  -0.0012517   0.0000058   0.0020724  -0.0022540   0.0005820   0.0001535   0.0005869   0.0005753  -4.4806026  -3.1294440  -0.0007334   0.0106630  -0.0006900   0.0000012   0.0028589   0.0005620   0.0010285  -0.0000856  -0.0000046   0.0000100   0.8269279   0.0056119   0.0003601   0.0003622   0.0000044   0.0000000  -0.0002833   0.0000061  -0.0002277  -0.0000054   0.0000002   0.0000004
    115.50   0.3268948   0.3311218   0.6619494  -0.0006442   0.3307114  -0.0009305   0.0000046   0.0014622  -0.0027516   0.0002989   0.0001271   0.0005937   0.0005617   0.6254373   0.8923023  -0.0011543   0.3339589  -0.0012211   0.0000051   0.0022994  -0.0025057   0.0005683   0.0001614   0.0005913   0.0005654  -4.5154160  -3.1527772  -0.0006820   0.0114300  -0.0006739   0.0000011   0.0030864   0.0005300   0.0010063  -0.0000812  -0.0000048   0.0000096   0.8218680   0.0060772   0.0003605   0.0004130   0.0000024   0.0000000  -0.0002486   0.0000087  -0.0002258  -0.0000051   0.0000002   0.0000004
    116.00   0.2998850   0.3044118   0.6085902  -0.0006137   0.3040382  -0.0009029   0.0000039   0.0015554  -0.0029508   0.0002918   0.0001320   0.0005979   0.0005525   0.5766891   0.8224162  -0.0011034   0.3076437  -0.0011880   0.0000043   0.0024917  -0.0027201   0.0005546   0.0001683   0.0005954   0.0005560  -4.5492115  -3.1755620  -0.0006274   0.0120724  -0.0006562   0.0000011   0.0032788   0.0004950   0.0009842  -0.0000773  -0.0000050   0.0000092   0.8169666   0.0064409   0.0003614   0.0004624   0.0000006   0.0000000  -0.0002175   0.0000110  -0.0002241  -0.0000047   0.0000002   0.0000004
    116.50   0.2734660   0.2782400   0.5563019  -0.0005822   0.2779010  -0.0008741   0.0000032   0.0016301  -0.0031138   0.0002847   0.0001362   0.0006017   0.0005438   0.5287951   0.7537800  -0.0010501   0.2818103  -0.0011529   0.0000037   0.0026512  -0.0028995   0.0005411   0.0001743   0.0005990   0.0005471  -4.5818804  -3.1977122  -0.0005703   0.0125981  -0.0006372   0.0000010   0.0034377   0.0004579   0.0009623  -0.0000740  -0.0000052   0.0000088   0.8122375   0.0067094   0.0003628   0.0005096  -0.0000011   0.0000000  -0.0001900   0.0000128  -0.0002225  -0.0000044   0.0000001   0.0000004
