# Zeldovich correlation function.
# Using f=0.993 and P(k) from pklin_z502.txt
# Density functions smoothed with tophat R=0
# r[Mpc/h]     r^2.xiL       xir:1      xir:b1      xir:b2    xir:b1^2   xir:b1.b2    xir:b2^2    xir:Aeft     xir:n2L      xir:bs   xir:b1.bs   xir:b2.bs    xir:bs^2       xi0:1      xi0:b1      xi0:b2    xi0:b1^2   xi0:b1.b2    xi0:b2^2    xi0:Aeft     xi0:n2L      xi0:bs   xi0:b1.bs   xi0:b2.bs    xi0:bs^2       xi2:1      xi2:b1      xi2:b2    xi2:b1^2   xi2:b1.b2    xi2:b2^2    xi2:Aeft     xi2:n2L      xi2:bs   xi2:b1.bs   xi2:b2.bs    xi2:bs^2       xi4:1      xi4:b1      xi4:b2    xi4:b1^2   xi4:b1.b2    xi4:b2^2    xi4:Aeft     xi4:n2L      xi4:bs   xi4:b1.bs   xi4:b2.bs    xi4:bs^2
    208.00  -0.2846607  -0.2847043  -0.5693754   0.0000485  -0.2846733   0.0000169   0.0000009  -0.0000198   0.0000463   0.0000244  -0.0000688   0.0000705   0.0001371  -0.5299461  -0.7579942   0.0000926  -0.2846999   0.0000225   0.0000009  -0.0007238   0.0000496   0.0000513  -0.0000916   0.0000706   0.0001372  -2.7586695  -1.9348114   0.0001646  -0.0001348   0.0000217   0.0000000  -0.0010911   0.0000062   0.0001148  -0.0000944   0.0000003   0.0000004   0.7668429  -0.0028495   0.0000559   0.0000337   0.0000001   0.0000000  -0.0004470  -0.0000008  -0.0000377  -0.0000003   0.0000000   0.0000000
    208.50  -0.2842938  -0.2843405  -0.5686451   0.0000480  -0.2843076   0.0000167   0.0000009  -0.0000189   0.0000444   0.0000243  -0.0000683   0.0000697   0.0001359  -0.5292615  -0.7570091   0.0000915  -0.2843308   0.0000223   0.0000009  -0.0007254   0.0000463   0.0000511  -0.0000909   0.0000698   0.0001360  -2.7487622  -1.9278454   0.0001626  -0.0001255   0.0000214   0.0000000  -0.0010885   0.0000039   0.0001141  -0.0000936   0.0000003   0.0000004   0.7656777  -0.0028143   0.0000552   0.0000358   0.0000001   0.0000000  -0.0004448  -0.0000003  -0.0000372  -0.0000003   0.0000000   0.0000000
    209.00  -0.2839317  -0.2839809  -0.5679262   0.0000474  -0.2839475   0.0000165   0.0000009  -0.0000191   0.0000429   0.0000242  -0.0000677   0.0000689   0.0001348  -0.5285882  -0.7560410   0.0000904  -0.2839679   0.0000220   0.0000009  -0.0007275   0.0000434   0.0000509  -0.0000902   0.0000690   0.0001349  -2.7389183  -1.9209252   0.0001606  -0.0001172   0.0000212   0.0000000  -0.0010854   0.0000014   0.0001135  -0.0000928   0.0000003   0.0000004   0.7645076  -0.0027797   0.0000545   0.0000379   0.0000001   0.0000000  -0.0004430   0.0000002  -0.0000367  -0.0000003   0.0000000   0.0000000
    209.50  -0.2835751  -0.2836259  -0.5672182   0.0000468  -0.2835931   0.0000163   0.0000009  -0.0000205   0.0000415   0.0000241  -0.0000672   0.0000681   0.0001337  -0.5279249  -0.7550882   0.0000893  -0.2836107   0.0000218   0.0000009  -0.0007300   0.0000405   0.0000507  -0.0000895   0.0000682   0.0001338  -2.7291345  -1.9140479   0.0001587  -0.0001092   0.0000210   0.0000000  -0.0010820  -0.0000012   0.0001128  -0.0000921   0.0000003   0.0000004   0.7633330  -0.0027454   0.0000538   0.0000400   0.0000001   0.0000000  -0.0004419   0.0000006  -0.0000363  -0.0000003   0.0000000   0.0000000
    210.00  -0.2832245  -0.2832764  -0.5665208   0.0000463  -0.2832443   0.0000161   0.0000009  -0.0000223   0.0000398   0.0000240  -0.0000667   0.0000673   0.0001326  -0.5272708  -0.7541492   0.0000883  -0.2832587   0.0000215   0.0000009  -0.0007324   0.0000375   0.0000505  -0.0000889   0.0000674   0.0001327  -2.7194070  -1.9072102   0.0001569  -0.0001006   0.0000207   0.0000000  -0.0010786  -0.0000035   0.0001120  -0.0000913   0.0000003   0.0000004   0.7621540  -0.0027111   0.0000531   0.0000419   0.0000001   0.0000000  -0.0004410   0.0000011  -0.0000358  -0.0000003   0.0000000   0.0000000
    210.50  -0.2828803  -0.2829332  -0.5658340   0.0000457  -0.2829009   0.0000159   0.0000009  -0.0000228   0.0000376   0.0000239  -0.0000662   0.0000665   0.0001315  -0.5266248  -0.7532224   0.0000872  -0.2829115   0.0000213   0.0000009  -0.0007343   0.0000341   0.0000503  -0.0000882   0.0000666   0.0001316  -2.7097322  -1.9004090   0.0001551  -0.0000909   0.0000205   0.0000000  -0.0010760  -0.0000056   0.0001113  -0.0000905   0.0000003   0.0000004   0.7609709  -0.0026770   0.0000525   0.0000435   0.0000001   0.0000000  -0.0004399   0.0000014  -0.0000354  -0.0000003   0.0000000   0.0000000
    211.00  -0.2825430  -0.2825964  -0.5651575   0.0000452  -0.2825626   0.0000158   0.0000009  -0.0000210   0.0000347   0.0000238  -0.0000657   0.0000658   0.0001304  -0.5259855  -0.7523060   0.0000862  -0.2825682   0.0000211   0.0000009  -0.0007351   0.0000302   0.0000501  -0.0000875   0.0000659   0.0001305  -2.7001069  -1.8936412   0.0001533  -0.0000793   0.0000203   0.0000000  -0.0010745  -0.0000073   0.0001106  -0.0000898   0.0000003   0.0000004   0.7597838  -0.0026429   0.0000519   0.0000447   0.0000001   0.0000000  -0.0004379   0.0000017  -0.0000350  -0.0000003   0.0000000   0.0000000
    211.50  -0.2822132  -0.2822651  -0.5644904   0.0000447  -0.2822290   0.0000156   0.0000009  -0.0000169   0.0000308   0.0000237  -0.0000652   0.0000651   0.0001293  -0.5253511  -0.7513978   0.0000853  -0.2822283   0.0000208   0.0000009  -0.0007348   0.0000256   0.0000498  -0.0000869   0.0000651   0.0001294  -2.6905283  -1.8869034   0.0001516  -0.0000653   0.0000202   0.0000000  -0.0010745  -0.0000084   0.0001098  -0.0000891   0.0000003   0.0000004   0.7585934  -0.0026091   0.0000512   0.0000454   0.0000001   0.0000000  -0.0004346   0.0000019  -0.0000346  -0.0000003   0.0000000   0.0000000
    212.00  -0.2818909  -0.2819376  -0.5638317   0.0000442  -0.2818992   0.0000154   0.0000009  -0.0000109   0.0000257   0.0000236  -0.0000647   0.0000643   0.0001282  -0.5247192  -0.7504952   0.0000843  -0.2818905   0.0000206   0.0000009  -0.0007336   0.0000201   0.0000496  -0.0000862   0.0000644   0.0001283  -2.6809943  -1.8801928   0.0001499  -0.0000486   0.0000200   0.0000000  -0.0010750  -0.0000090   0.0001091  -0.0000884   0.0000003   0.0000003   0.7574008  -0.0025756   0.0000506   0.0000456   0.0000001   0.0000000  -0.0004307   0.0000020  -0.0000342  -0.0000003   0.0000000   0.0000000
    212.50  -0.2815743  -0.2816109  -0.5631791   0.0000437  -0.2815721   0.0000153   0.0000009  -0.0000046   0.0000194   0.0000235  -0.0000642   0.0000636   0.0001272  -0.5240870  -0.7495945   0.0000834  -0.2815537   0.0000205   0.0000009  -0.0007321   0.0000139   0.0000493  -0.0000856   0.0000637   0.0001273  -2.6715033  -1.8735066   0.0001482  -0.0000291   0.0000198   0.0000000  -0.0010750  -0.0000089   0.0001083  -0.0000877   0.0000003   0.0000003   0.7562078  -0.0025426   0.0000500   0.0000452   0.0000001   0.0000000  -0.0004269   0.0000020  -0.0000338  -0.0000003   0.0000000   0.0000000
    213.00  -0.2812616  -0.2812819  -0.5625299   0.0000432  -0.2812462   0.0000151   0.0000009   0.0000001   0.0000120   0.0000234  -0.0000637   0.0000629   0.0001261  -0.5234514  -0.7486919   0.0000825  -0.2812162   0.0000203   0.0000009  -0.0007307   0.0000067   0.0000490  -0.0000850   0.0000630   0.0001262  -2.6620532  -1.8668425   0.0001466  -0.0000067   0.0000197   0.0000000  -0.0010731  -0.0000082   0.0001075  -0.0000870   0.0000003   0.0000003   0.7550157  -0.0025103   0.0000494   0.0000442   0.0000001   0.0000000  -0.0004246   0.0000019  -0.0000334  -0.0000003   0.0000000   0.0000000
    213.50  -0.2809506  -0.2809481  -0.5618799   0.0000427  -0.2809195   0.0000150   0.0000009   0.0000016   0.0000033   0.0000233  -0.0000633   0.0000622   0.0001251  -0.5228094  -0.7477823   0.0000817  -0.2808764   0.0000202   0.0000009  -0.0007298  -0.0000012   0.0000487  -0.0000844   0.0000623   0.0001252  -2.6526410  -1.8601986   0.0001451   0.0000185   0.0000195   0.0000000  -0.0010688  -0.0000068   0.0001067  -0.0000864   0.0000003   0.0000003   0.7538255  -0.0024788   0.0000489   0.0000427   0.0000001   0.0000000  -0.0004242   0.0000017  -0.0000330  -0.0000003   0.0000000   0.0000000
    214.00  -0.2806388  -0.2806091  -0.5612242   0.0000423  -0.2805898   0.0000149   0.0000009   0.0000007  -0.0000064   0.0000231  -0.0000628   0.0000615   0.0001240  -0.5221581  -0.7468600   0.0000809  -0.2805321   0.0000200   0.0000009  -0.0007291  -0.0000098   0.0000484  -0.0000839   0.0000616   0.0001241  -2.6432625  -1.8535734   0.0001436   0.0000460   0.0000194   0.0000000  -0.0010625  -0.0000049   0.0001058  -0.0000857   0.0000002   0.0000003   0.7526368  -0.0024479   0.0000483   0.0000408   0.0000001   0.0000000  -0.0004254   0.0000014  -0.0000326  -0.0000003   0.0000000   0.0000000
    214.50  -0.2803233  -0.2802651  -0.5605569   0.0000419  -0.2802546   0.0000148   0.0000009  -0.0000005  -0.0000169   0.0000230  -0.0000624   0.0000608   0.0001230  -0.5214949  -0.7459189   0.0000801  -0.2801811   0.0000199   0.0000009  -0.0007280  -0.0000190   0.0000480  -0.0000833   0.0000609   0.0001231  -2.6339127  -1.8469658   0.0001421   0.0000752   0.0000193   0.0000000  -0.0010558  -0.0000024   0.0001050  -0.0000850   0.0000002   0.0000003   0.7514489  -0.0024175   0.0000477   0.0000384   0.0000001   0.0000000  -0.0004273   0.0000011  -0.0000323  -0.0000002   0.0000000   0.0000000
    215.00  -0.2800010  -0.2799166  -0.5598716   0.0000415  -0.2799110   0.0000148   0.0000008   0.0000011  -0.0000280   0.0000228  -0.0000620   0.0000601   0.0001220  -0.5208166  -0.7449522   0.0000794  -0.2798209   0.0000198   0.0000008  -0.0007256  -0.0000286   0.0000476  -0.0000828   0.0000602   0.0001221  -2.6245863  -1.8403748   0.0001406   0.0001056   0.0000191   0.0000000  -0.0010503   0.0000004   0.0001042  -0.0000844   0.0000002   0.0000003   0.7502605  -0.0023876   0.0000472   0.0000357   0.0000001   0.0000000  -0.0004285   0.0000007  -0.0000319  -0.0000002   0.0000000   0.0000000
    215.50  -0.2796687  -0.2795627  -0.5591617   0.0000412  -0.2795560   0.0000147   0.0000008   0.0000064  -0.0000393   0.0000226  -0.0000617   0.0000595   0.0001210  -0.5201198  -0.7439530   0.0000787  -0.2794490   0.0000198   0.0000008  -0.0007216  -0.0000382   0.0000472  -0.0000823   0.0000595   0.0001211  -2.6152785  -1.8337998   0.0001392   0.0001364   0.0000190   0.0000000  -0.0010474   0.0000034   0.0001033  -0.0000838   0.0000002   0.0000003   0.7490707  -0.0023580   0.0000466   0.0000327   0.0000001   0.0000000  -0.0004281   0.0000002  -0.0000315  -0.0000002   0.0000000   0.0000000
    216.00  -0.2793226  -0.2792006  -0.5584207   0.0000409  -0.2791865   0.0000147   0.0000008   0.0000156  -0.0000506   0.0000223  -0.0000613   0.0000588   0.0001200  -0.5193999  -0.7429144   0.0000780  -0.2790626   0.0000197   0.0000008  -0.0007160  -0.0000477   0.0000468  -0.0000819   0.0000589   0.0001201  -2.6059858  -1.8272399   0.0001378   0.0001666   0.0000189   0.0000000  -0.0010472   0.0000066   0.0001024  -0.0000831   0.0000002   0.0000003   0.7478792  -0.0023290   0.0000461   0.0000297   0.0000001   0.0000000  -0.0004261  -0.0000002  -0.0000312  -0.0000002   0.0000000   0.0000000
    216.50  -0.2789584  -0.2788260  -0.5576425   0.0000405  -0.2787993   0.0000147   0.0000008   0.0000272  -0.0000615   0.0000221  -0.0000610   0.0000582   0.0001190  -0.5186517  -0.7418297   0.0000774  -0.2786591   0.0000197   0.0000008  -0.0007096  -0.0000569   0.0000463  -0.0000814   0.0000582   0.0001191  -2.5967060  -1.8206940   0.0001365   0.0001954   0.0000187   0.0000000  -0.0010490   0.0000097   0.0001016  -0.0000825   0.0000002   0.0000003   0.7466868  -0.0023007   0.0000456   0.0000267   0.0000001   0.0000000  -0.0004232  -0.0000006  -0.0000308  -0.0000002   0.0000000   0.0000000
    217.00  -0.2785721  -0.2784332  -0.5568219   0.0000403  -0.2783914   0.0000147   0.0000008   0.0000390  -0.0000717   0.0000218  -0.0000607   0.0000575   0.0001180  -0.5178695  -0.7406928   0.0000768  -0.2782360   0.0000197   0.0000008  -0.0007034  -0.0000653   0.0000458  -0.0000810   0.0000576   0.0001181  -2.5874380  -1.8141608   0.0001352   0.0002218   0.0000186   0.0000000  -0.0010516   0.0000127   0.0001007  -0.0000819   0.0000002   0.0000003   0.7454945  -0.0022739   0.0000450   0.0000238   0.0000001   0.0000000  -0.0004206  -0.0000010  -0.0000305  -0.0000002   0.0000000   0.0000000
    217.50  -0.2781599  -0.2780160  -0.5559538   0.0000400  -0.2779599   0.0000148   0.0000008   0.0000485  -0.0000807   0.0000216  -0.0000604   0.0000569   0.0001170  -0.5170478  -0.7394980   0.0000763  -0.2777908   0.0000198   0.0000008  -0.0006984  -0.0000728   0.0000453  -0.0000806   0.0000569   0.0001171  -2.5781808  -1.8076393   0.0001339   0.0002450   0.0000185   0.0000000  -0.0010537   0.0000153   0.0000998  -0.0000813   0.0000002   0.0000003   0.7443033  -0.0022489   0.0000445   0.0000212   0.0000001   0.0000000  -0.0004191  -0.0000014  -0.0000301  -0.0000002   0.0000000   0.0000000
    218.00  -0.2777187  -0.2775697  -0.5550341   0.0000397  -0.2775020   0.0000148   0.0000008   0.0000545  -0.0000884   0.0000213  -0.0000602   0.0000562   0.0001161  -0.5161815  -0.7382400   0.0000757  -0.2773215   0.0000198   0.0000008  -0.0006953  -0.0000792   0.0000448  -0.0000802   0.0000563   0.0001162  -2.5689336  -1.8011284   0.0001326   0.0002641   0.0000184   0.0000000  -0.0010548   0.0000175   0.0000989  -0.0000807   0.0000002   0.0000003   0.7431134  -0.0022264   0.0000440   0.0000190   0.0000001   0.0000000  -0.0004189  -0.0000017  -0.0000298  -0.0000002   0.0000000   0.0000000
    218.50  -0.2772453  -0.2770912  -0.5540587   0.0000395  -0.2770155   0.0000149   0.0000008   0.0000573  -0.0000944   0.0000210  -0.0000599   0.0000556   0.0001151  -0.5152665  -0.7369144   0.0000752  -0.2768261   0.0000198   0.0000008  -0.0006945  -0.0000842   0.0000443  -0.0000799   0.0000557   0.0001152  -2.5596947  -1.7946273   0.0001314   0.0002785   0.0000183   0.0000000  -0.0010552   0.0000192   0.0000980  -0.0000801   0.0000002   0.0000003   0.7419247  -0.0022066   0.0000435   0.0000174   0.0000000   0.0000000  -0.0004197  -0.0000019  -0.0000294  -0.0000002   0.0000000   0.0000000
    219.00  -0.2767367  -0.2765793  -0.5530242   0.0000393  -0.2764987   0.0000149   0.0000008   0.0000584  -0.0000985   0.0000207  -0.0000597   0.0000550   0.0001142  -0.5142997  -0.7355177   0.0000747  -0.2763031   0.0000199   0.0000008  -0.0006957  -0.0000877   0.0000437  -0.0000796   0.0000550   0.0001143  -2.5504624  -1.7881356   0.0001302   0.0002876   0.0000182   0.0000000  -0.0010556   0.0000203   0.0000971  -0.0000795   0.0000002   0.0000003   0.7407366  -0.0021895   0.0000430   0.0000163   0.0000000   0.0000000  -0.0004205  -0.0000020  -0.0000291  -0.0000002   0.0000000   0.0000000
    219.50  -0.2761918  -0.2760327  -0.5519278   0.0000391  -0.2759502   0.0000150   0.0000008   0.0000584  -0.0001007   0.0000204  -0.0000595   0.0000544   0.0001133  -0.5132791  -0.7340469   0.0000743  -0.2757515   0.0000200   0.0000008  -0.0006989  -0.0000896   0.0000432  -0.0000792   0.0000544   0.0001134  -2.5412348  -1.7816530   0.0001290   0.0002910   0.0000181   0.0000000  -0.0010569   0.0000207   0.0000963  -0.0000790   0.0000002   0.0000003   0.7395482  -0.0021751   0.0000425   0.0000157   0.0000000   0.0000000  -0.0004206  -0.0000020  -0.0000287  -0.0000002   0.0000000   0.0000000
    220.00  -0.2756105  -0.2754514  -0.5507674   0.0000388  -0.2753694   0.0000151   0.0000008   0.0000579  -0.0001008   0.0000201  -0.0000593   0.0000538   0.0001123  -0.5122037  -0.7325004   0.0000738  -0.2751707   0.0000200   0.0000008  -0.0007039  -0.0000898   0.0000426  -0.0000789   0.0000538   0.0001124  -2.5320106  -1.7751798   0.0001278   0.0002887   0.0000180   0.0000000  -0.0010596   0.0000204   0.0000954  -0.0000784   0.0000002   0.0000003   0.7383593  -0.0021629   0.0000420   0.0000158   0.0000000   0.0000000  -0.0004198  -0.0000019  -0.0000284  -0.0000002   0.0000000   0.0000000
    220.50  -0.2749924  -0.2748356  -0.5495423   0.0000386  -0.2747562   0.0000151   0.0000008   0.0000567  -0.0000989   0.0000198  -0.0000590   0.0000532   0.0001114  -0.5110733  -0.7308775   0.0000733  -0.2745605   0.0000201   0.0000008  -0.0007107  -0.0000884   0.0000421  -0.0000786   0.0000532   0.0001115  -2.5227890  -1.7687158   0.0001267   0.0002807   0.0000179   0.0000000  -0.0010636   0.0000194   0.0000945  -0.0000778   0.0000002   0.0000003   0.7371698  -0.0021528   0.0000415   0.0000165   0.0000000   0.0000000  -0.0004181  -0.0000018  -0.0000281  -0.0000002   0.0000000   0.0000000
    221.00  -0.2743379  -0.2741861  -0.5482531   0.0000384  -0.2741109   0.0000152   0.0000008   0.0000545  -0.0000951   0.0000195  -0.0000588   0.0000526   0.0001105  -0.5098887  -0.7291789   0.0000729  -0.2739212   0.0000202   0.0000008  -0.0007193  -0.0000853   0.0000416  -0.0000782   0.0000526   0.0001106  -2.5135701  -1.7622611   0.0001255   0.0002673   0.0000177   0.0000000  -0.0010685   0.0000178   0.0000936  -0.0000773   0.0000002   0.0000003   0.7359802  -0.0021446   0.0000410   0.0000177   0.0000000   0.0000000  -0.0004163  -0.0000015  -0.0000278  -0.0000002   0.0000000   0.0000000
    221.50  -0.2736489  -0.2735035  -0.5469015   0.0000382  -0.2734346   0.0000153   0.0000008   0.0000506  -0.0000894   0.0000192  -0.0000586   0.0000520   0.0001096  -0.5086514  -0.7274063   0.0000724  -0.2732537   0.0000202   0.0000008  -0.0007296  -0.0000808   0.0000410  -0.0000779   0.0000520   0.0001097  -2.5043542  -1.7558157   0.0001244   0.0002489   0.0000176   0.0000000  -0.0010738   0.0000157   0.0000928  -0.0000767   0.0000002   0.0000003   0.7347911  -0.0021382   0.0000406   0.0000194   0.0000000   0.0000000  -0.0004148  -0.0000012  -0.0000275  -0.0000001   0.0000000   0.0000000
    222.00  -0.2729272  -0.2727896  -0.5454904   0.0000379  -0.2727288   0.0000153   0.0000008   0.0000444  -0.0000822   0.0000190  -0.0000583   0.0000514   0.0001088  -0.5073640  -0.7255626   0.0000719  -0.2725591   0.0000202   0.0000008  -0.0007416  -0.0000749   0.0000406  -0.0000776   0.0000514   0.0001088  -2.4951418  -1.7493793   0.0001232   0.0002261   0.0000175   0.0000000  -0.0010791   0.0000130   0.0000920  -0.0000761   0.0000002   0.0000003   0.7336028  -0.0021334   0.0000401   0.0000214   0.0000000   0.0000000  -0.0004141  -0.0000008  -0.0000272  -0.0000001   0.0000000   0.0000000
    222.50  -0.2721750  -0.2720476  -0.5440238   0.0000377  -0.2719955   0.0000153   0.0000007   0.0000365  -0.0000736   0.0000187  -0.0000581   0.0000508   0.0001079  -0.5060297  -0.7236516   0.0000714  -0.2718390   0.0000202   0.0000007  -0.0007548  -0.0000680   0.0000401  -0.0000772   0.0000508   0.0001080  -2.4859338  -1.7429519   0.0001221   0.0001998   0.0000174   0.0000000  -0.0010847   0.0000100   0.0000912  -0.0000756   0.0000002   0.0000003   0.7324154  -0.0021301   0.0000397   0.0000236  -0.0000000   0.0000000  -0.0004140  -0.0000004  -0.0000269  -0.0000001   0.0000000   0.0000000
    223.00  -0.2713954  -0.2712814  -0.5425063   0.0000374  -0.2712369   0.0000153   0.0000007   0.0000282  -0.0000640   0.0000185  -0.0000578   0.0000502   0.0001070  -0.5046526  -0.7216781   0.0000709  -0.2710952   0.0000202   0.0000007  -0.0007685  -0.0000602   0.0000397  -0.0000769   0.0000503   0.0001071  -2.4767309  -1.7365332   0.0001209   0.0001706   0.0000173   0.0000000  -0.0010911   0.0000068   0.0000904  -0.0000750   0.0000002   0.0000003   0.7312287  -0.0021281   0.0000392   0.0000260  -0.0000000   0.0000000  -0.0004141  -0.0000000  -0.0000266  -0.0000001   0.0000000   0.0000000
    223.50  -0.2705920  -0.2704947  -0.5409431   0.0000372  -0.2704558   0.0000153   0.0000007   0.0000213  -0.0000538   0.0000183  -0.0000575   0.0000496   0.0001062  -0.5032367  -0.7196475   0.0000703  -0.2703298   0.0000202   0.0000007  -0.0007823  -0.0000517   0.0000392  -0.0000765   0.0000497   0.0001062  -2.4675343  -1.7301235   0.0001198   0.0001396   0.0000172   0.0000000  -0.0010989   0.0000035   0.0000896  -0.0000745   0.0000002   0.0000003   0.7300421  -0.0021271   0.0000388   0.0000283  -0.0000000   0.0000000  -0.0004137   0.0000004  -0.0000263  -0.0000001   0.0000000   0.0000000
    224.00  -0.2697688  -0.2696910  -0.5393398   0.0000369  -0.2696548   0.0000153   0.0000007   0.0000162  -0.0000432   0.0000181  -0.0000572   0.0000491   0.0001053  -0.5017865  -0.7175656   0.0000698  -0.2695451   0.0000202   0.0000007  -0.0007955  -0.0000429   0.0000389  -0.0000761   0.0000491   0.0001054  -2.4583460  -1.7237228   0.0001186   0.0001076   0.0000171   0.0000000  -0.0011085   0.0000002   0.0000889  -0.0000740   0.0000002   0.0000003   0.7288558  -0.0021268   0.0000383   0.0000306  -0.0000000   0.0000000  -0.0004123   0.0000008  -0.0000260  -0.0000001   0.0000000   0.0000000
    224.50  -0.2689291  -0.2688727  -0.5377021   0.0000366  -0.2688367   0.0000152   0.0000007   0.0000132  -0.0000326   0.0000179  -0.0000569   0.0000485   0.0001045  -0.5003059  -0.7154384   0.0000692  -0.2687435   0.0000201   0.0000007  -0.0008080  -0.0000340   0.0000385  -0.0000757   0.0000486   0.0001045  -2.4491688  -1.7173314   0.0001175   0.0000756   0.0000170   0.0000000  -0.0011197  -0.0000029   0.0000881  -0.0000734   0.0000002   0.0000003   0.7276698  -0.0021267   0.0000379   0.0000327  -0.0000000   0.0000000  -0.0004099   0.0000011  -0.0000257  -0.0000001   0.0000000   0.0000000
    225.00  -0.2680763  -0.2680416  -0.5360359   0.0000362  -0.2680046   0.0000152   0.0000007   0.0000115  -0.0000224   0.0000178  -0.0000566   0.0000480   0.0001036  -0.4987985  -0.7132723   0.0000686  -0.2679273   0.0000200   0.0000007  -0.0008201  -0.0000253   0.0000382  -0.0000752   0.0000480   0.0001037  -2.4400063  -1.7109497   0.0001163   0.0000444   0.0000169   0.0000000  -0.0011314  -0.0000057   0.0000874  -0.0000729   0.0000002   0.0000003   0.7264852  -0.0021268   0.0000375   0.0000344  -0.0000000   0.0000000  -0.0004069   0.0000014  -0.0000254  -0.0000001   0.0000000   0.0000000
    225.50  -0.2672135  -0.2671984  -0.5343470   0.0000359  -0.2671610   0.0000151   0.0000007   0.0000101  -0.0000127   0.0000176  -0.0000563   0.0000474   0.0001028  -0.4972678  -0.7110733   0.0000680  -0.2670989   0.0000199   0.0000007  -0.0008320  -0.0000170   0.0000379  -0.0000748   0.0000475   0.0001029  -2.4308624  -1.7045780   0.0001152   0.0000148   0.0000168   0.0000000  -0.0011426  -0.0000081   0.0000868  -0.0000724   0.0000002   0.0000003   0.7253031  -0.0021266   0.0000371   0.0000358  -0.0000000  -0.0000000  -0.0004043   0.0000017  -0.0000251  -0.0000001   0.0000000   0.0000000
    226.00  -0.2663437  -0.2663437  -0.5326410   0.0000356  -0.2663086   0.0000150   0.0000007   0.0000067  -0.0000040   0.0000175  -0.0000559   0.0000469   0.0001020  -0.4957172  -0.7088473   0.0000673  -0.2662605   0.0000198   0.0000007  -0.0008441  -0.0000094   0.0000376  -0.0000743   0.0000469   0.0001020  -2.4217409  -1.6982169   0.0001140  -0.0000124   0.0000167   0.0000000  -0.0011520  -0.0000100   0.0000861  -0.0000718   0.0000002   0.0000003   0.7241243  -0.0021262   0.0000367   0.0000367  -0.0000000  -0.0000000  -0.0004030   0.0000018  -0.0000248  -0.0000001   0.0000000   0.0000000
    226.50  -0.2654695  -0.2654793  -0.5309228   0.0000352  -0.2654498   0.0000149   0.0000007   0.0000008   0.0000037   0.0000174  -0.0000555   0.0000463   0.0001012  -0.4941501  -0.7065998   0.0000667  -0.2654141   0.0000197   0.0000007  -0.0008566  -0.0000025   0.0000374  -0.0000738   0.0000464   0.0001012  -2.4126444  -1.6918672   0.0001128  -0.0000369   0.0000166   0.0000000  -0.0011591  -0.0000113   0.0000855  -0.0000713   0.0000002   0.0000003   0.7229492  -0.0021254   0.0000362   0.0000372  -0.0000000  -0.0000000  -0.0004033   0.0000019  -0.0000246  -0.0000001   0.0000000   0.0000000
    227.00  -0.2645933  -0.2646082  -0.5291967   0.0000348  -0.2645865   0.0000148   0.0000007  -0.0000073   0.0000101   0.0000174  -0.0000552   0.0000458   0.0001004  -0.4925704  -0.7043354   0.0000660  -0.2645615   0.0000196   0.0000007  -0.0008690   0.0000036   0.0000372  -0.0000734   0.0000459   0.0001004  -2.4035747  -1.6855297   0.0001117  -0.0000582   0.0000165   0.0000000  -0.0011640  -0.0000120   0.0000848  -0.0000708   0.0000002   0.0000002   0.7217773  -0.0021243   0.0000358   0.0000371   0.0000000  -0.0000000  -0.0004052   0.0000019  -0.0000243  -0.0000001   0.0000000   0.0000000
    227.50  -0.2637173  -0.2637345  -0.5274661   0.0000345  -0.2637205   0.0000146   0.0000007  -0.0000153   0.0000153   0.0000173  -0.0000548   0.0000453   0.0000995  -0.4909815  -0.7020584   0.0000653  -0.2637043   0.0000194   0.0000007  -0.0008808   0.0000086   0.0000369  -0.0000729   0.0000454   0.0000996  -2.3945325  -1.6792059   0.0001105  -0.0000760   0.0000164   0.0000000  -0.0011680  -0.0000122   0.0000842  -0.0000703   0.0000002   0.0000002   0.7206075  -0.0021228   0.0000354   0.0000365   0.0000000  -0.0000000  -0.0004078   0.0000018  -0.0000240  -0.0000001   0.0000000   0.0000000
    228.00  -0.2628432  -0.2628617  -0.5257334   0.0000341  -0.2628532   0.0000145   0.0000007  -0.0000214   0.0000191   0.0000172  -0.0000544   0.0000448   0.0000988  -0.4893869  -0.6997718   0.0000647  -0.2628439   0.0000193   0.0000007  -0.0008910   0.0000127   0.0000368  -0.0000724   0.0000448   0.0000988  -2.3855180  -1.6728973   0.0001093  -0.0000902   0.0000162   0.0000000  -0.0011725  -0.0000117   0.0000837  -0.0000697   0.0000002   0.0000002   0.7194381  -0.0021207   0.0000350   0.0000353   0.0000000  -0.0000000  -0.0004100   0.0000016  -0.0000238  -0.0000001   0.0000000   0.0000000
    228.50  -0.2619720  -0.2619931  -0.5239999   0.0000337  -0.2619854   0.0000144   0.0000007  -0.0000237   0.0000217   0.0000171  -0.0000540   0.0000443   0.0000980  -0.4877890  -0.6974783   0.0000640  -0.2619812   0.0000191   0.0000007  -0.0008991   0.0000159   0.0000366  -0.0000719   0.0000443   0.0000980  -2.3765316  -1.6666060   0.0001082  -0.0001011   0.0000161   0.0000000  -0.0011788  -0.0000108   0.0000831  -0.0000692   0.0000002   0.0000002   0.7182677  -0.0021179   0.0000346   0.0000337   0.0000000   0.0000000  -0.0004107   0.0000013  -0.0000235  -0.0000001   0.0000000   0.0000000
