# Zeldovich correlation function.
# Using f=0.956 and P(k) from pklin_z202.txt
# Density functions smoothed with tophat R=0
# r[Mpc/h]     r^2.xiL       xir:1      xir:b1      xir:b2    xir:b1^2   xir:b1.b2    xir:b2^2    xir:Aeft     xir:n2L      xir:bs   xir:b1.bs   xir:b2.bs    xir:bs^2       xi0:1      xi0:b1      xi0:b2    xi0:b1^2   xi0:b1.b2    xi0:b2^2    xi0:Aeft     xi0:n2L      xi0:bs   xi0:b1.bs   xi0:b2.bs    xi0:bs^2       xi2:1      xi2:b1      xi2:b2    xi2:b1^2   xi2:b1.b2    xi2:b2^2    xi2:Aeft     xi2:n2L      xi2:bs   xi2:b1.bs   xi2:b2.bs    xi2:bs^2       xi4:1      xi4:b1      xi4:b2    xi4:b1^2   xi4:b1.b2    xi4:b2^2    xi4:Aeft     xi4:n2L      xi4:bs   xi4:b1.bs   xi4:b2.bs    xi4:bs^2
     83.50   0.9937427   1.0779144   2.1587470   0.0064333   1.0778014  -0.0055634   0.0000864   0.0069811  -0.0139990   0.0047694  -0.0008281   0.0245170   0.0218516   2.1680959   3.1068581   0.0138052   1.1595635  -0.0064107   0.0001028   0.0122210  -0.0135837   0.0086475  -0.0015194   0.0245878   0.0220418 -19.4164294 -13.4978559   0.0337161   0.1980414  -0.0051461   0.0000377   0.0117357   0.0017444   0.0237380  -0.0068559   0.0007085   0.0007368   3.0826366  -0.1009612   0.0197217   0.0191777  -0.0007694   0.0000022  -0.0049295   0.0001561  -0.0090019   0.0000645   0.0001210   0.0000605
     84.00   0.9710344   1.0640859   2.1316508   0.0069421   1.0645539  -0.0048355   0.0000828   0.0075680  -0.0151026   0.0045651  -0.0010800   0.0240621   0.0215960   2.1554491   3.0873416   0.0146262   1.1518065  -0.0054962   0.0000997   0.0128694  -0.0143668   0.0083060  -0.0018488   0.0241194   0.0217853 -19.3251786 -13.4244311   0.0339682   0.2046012  -0.0047623   0.0000377   0.0115566   0.0023036   0.0232188  -0.0069396   0.0006791   0.0007252   3.0892446  -0.1027687   0.0193501   0.0173282  -0.0007960   0.0000020  -0.0049838   0.0000661  -0.0088673   0.0000780   0.0001216   0.0000580
     84.50   0.9514450   1.0538232   2.1117227   0.0074932   1.0549096  -0.0040628   0.0000799   0.0081622  -0.0162104   0.0043491  -0.0013519   0.0236046   0.0213468   2.1489718   3.0769054   0.0154894   1.1475469  -0.0045454   0.0000972   0.0134904  -0.0151245   0.0079542  -0.0021959   0.0236497   0.0215351 -19.2297736 -13.3486837   0.0342060   0.2106742  -0.0044043   0.0000379   0.0113086   0.0028931   0.0227121  -0.0070154   0.0006529   0.0007130   3.0954087  -0.1051697   0.0189778   0.0154249  -0.0008231   0.0000017  -0.0050323  -0.0000388  -0.0087332   0.0000920   0.0001221   0.0000555
     85.00   0.9354131   1.0474686   2.0996472   0.0080856   1.0492104  -0.0032462   0.0000777   0.0087536  -0.0173022   0.0041216  -0.0016440   0.0231438   0.0211043   2.1490525   3.0761512   0.0163910   1.1470288  -0.0035604   0.0000955   0.0140707  -0.0158413   0.0075933  -0.0025601   0.0231783   0.0212910 -19.1302501 -13.2708638   0.0344245   0.2160910  -0.0040743   0.0000381   0.0109890   0.0035034   0.0222190  -0.0070823   0.0006304   0.0007002   3.1010793  -0.1081742   0.0186055   0.0134956  -0.0008501   0.0000013  -0.0050729  -0.0001571  -0.0085999   0.0001061   0.0001223   0.0000531
     85.50   0.9234121   1.0453671   2.0961106   0.0087171   1.0477990  -0.0023869   0.0000763   0.0093300  -0.0183552   0.0038832  -0.0019565   0.0226788   0.0208683   2.1560620   3.0856572   0.0173261   1.1504876  -0.0025444   0.0000946   0.0145961  -0.0165003   0.0072247  -0.0029408   0.0227047   0.0210530 -19.0266813 -13.1912604   0.0346184   0.2206729  -0.0037745   0.0000382   0.0105968   0.0041232   0.0217412  -0.0071394   0.0006120   0.0006865   3.1062105  -0.1117814   0.0182339   0.0115724  -0.0008760   0.0000010  -0.0051038  -0.0002866  -0.0084677   0.0001200   0.0001223   0.0000508
     86.00   0.9159927   1.0478598   2.1017894   0.0093849   1.0510126  -0.0014877   0.0000756   0.0098779  -0.0193443   0.0036347  -0.0022889   0.0222090   0.0206390   2.1703466   3.1059667   0.0182886   1.1581465  -0.0015015   0.0000945   0.0150517  -0.0170835   0.0068501  -0.0033371   0.0222284   0.0208211 -18.9191784 -13.1101977   0.0347824   0.2242354  -0.0035064   0.0000384   0.0101321   0.0047394   0.0212797  -0.0071857   0.0005980   0.0006720   3.1107606  -0.1159792   0.0178638   0.0096918  -0.0009000   0.0000006  -0.0051230  -0.0004243  -0.0083369   0.0001333   0.0001218   0.0000487
     86.50   0.9137246   1.0552762   2.1173362   0.0100848   1.0591761  -0.0005522   0.0000758   0.0103827  -0.0202424   0.0033773  -0.0026404   0.0217338   0.0204164   2.1922200   3.1375758   0.0192716   1.1702101  -0.0004366   0.0000952   0.0154220  -0.0175725   0.0064717  -0.0037475   0.0217492   0.0205953 -18.8078911 -13.0280307   0.0349117   0.2265913  -0.0032715   0.0000385   0.0095966   0.0053375   0.0208359  -0.0072206   0.0005888   0.0006564   3.1146934  -0.1207437   0.0174960   0.0078936  -0.0009214   0.0000002  -0.0051291  -0.0005669  -0.0082077   0.0001457   0.0001208   0.0000468
     87.00   0.9171677   1.0679273   2.1433647   0.0108118   1.0725945   0.0004148   0.0000769   0.0108286  -0.0210208   0.0031126  -0.0030098   0.0212528   0.0202004   2.2219551   3.1809207   0.0202668   1.1868606   0.0006445   0.0000968   0.0156914  -0.0179482   0.0060917  -0.0041701   0.0212669   0.0203754 -18.6930073 -12.9451399   0.0350016   0.2275552  -0.0030703   0.0000386   0.0089931   0.0059017   0.0204108  -0.0072437   0.0005845   0.0006397   3.1179789  -0.1260398   0.0171315   0.0062199  -0.0009395  -0.0000003  -0.0051211  -0.0007100  -0.0080804   0.0001569   0.0001191   0.0000450
     87.50   0.9268699   1.0860953   2.1804336   0.0115595   1.0915446   0.0014071   0.0000789   0.0111996  -0.0216502   0.0028426  -0.0033951   0.0207657   0.0199910   2.2597758   3.2363641   0.0212650   1.2082510   0.0017348   0.0000993   0.0158444  -0.0181920   0.0057131  -0.0046028   0.0207813   0.0201613 -18.5747517 -12.8619243   0.0350476   0.2269477  -0.0029032   0.0000385   0.0083261   0.0064154   0.0200053  -0.0072546   0.0005855   0.0006218   3.1205937  -0.1318218   0.0167714   0.0047141  -0.0009537  -0.0000007  -0.0050980  -0.0008491  -0.0079555   0.0001666   0.0001167   0.0000435
     88.00   0.9433777   1.1100282   2.2290287   0.0123204   1.1162664   0.0024176   0.0000819   0.0114789  -0.0221010   0.0025697  -0.0037941   0.0202723   0.0197881   2.3058484   3.3041824   0.0222562   1.2345006   0.0028267   0.0001027   0.0158662  -0.0182855   0.0053388  -0.0050429   0.0202926   0.0199528 -18.4533846 -12.7787939   0.0350458   0.2246004  -0.0027698   0.0000382   0.0076011   0.0068617   0.0196200  -0.0072533   0.0005918   0.0006026   3.1225219  -0.1380346   0.0164165   0.0034195  -0.0009634  -0.0000012  -0.0050595  -0.0009792  -0.0078331   0.0001745   0.0001136   0.0000423
     88.50   0.9672448   1.1399301   2.2895470   0.0130860   1.1469548   0.0034377   0.0000859   0.0116503  -0.0223446   0.0022965  -0.0042037   0.0197729   0.0195916   2.3602736   3.3845525   0.0232291   1.2656893   0.0039116   0.0001071   0.0157429  -0.0182117   0.0049720  -0.0054874   0.0198009   0.0197497 -18.3291988 -12.6961611   0.0349929   0.2203608  -0.0026690   0.0000377   0.0068249   0.0072237   0.0192556  -0.0072403   0.0006035   0.0005820   3.1237552  -0.1446145   0.0160679   0.0023779  -0.0009682  -0.0000017  -0.0050055  -0.0010951  -0.0077136   0.0001806   0.0001096   0.0000414
     89.00   0.9989726   1.1759522   2.3622779   0.0138469   1.1837507   0.0044578   0.0000910   0.0116982  -0.0223540   0.0020262  -0.0046206   0.0192675   0.0194012   2.4230790   3.4775397   0.0241720   1.3018523   0.0049802   0.0001124   0.0154620  -0.0179550   0.0046164  -0.0059330   0.0193065   0.0195519 -18.2025172 -12.6144325   0.0348859   0.2140975  -0.0025994   0.0000370   0.0060048   0.0074855   0.0189122  -0.0072158   0.0006205   0.0005601   3.1242929  -0.1514918   0.0157266   0.0016278  -0.0009679  -0.0000021  -0.0049364  -0.0011920  -0.0075971   0.0001846   0.0001048   0.0000408
     89.50   1.0388831   1.2181827   2.4473880   0.0145926   1.2267331   0.0054675   0.0000973   0.0116087  -0.0221048   0.0017621  -0.0050407   0.0187567   0.0192167   2.4942116   3.5830861   0.0250725   1.3429756   0.0060227   0.0001187   0.0150130  -0.0175019   0.0042755  -0.0063759   0.0188099   0.0193589 -18.0736890 -12.5339992   0.0347227   0.2057049  -0.0025588   0.0000359   0.0051491   0.0076323   0.0185899  -0.0071808   0.0006427   0.0005368   3.1241418  -0.1585919   0.0153934   0.0012032  -0.0009624  -0.0000025  -0.0048526  -0.0012649  -0.0074838   0.0001866   0.0000992   0.0000406
     90.00   1.0872725   1.2666413   2.5449047   0.0153121   1.2759110   0.0064554   0.0001047   0.0113694  -0.0215762   0.0015078  -0.0054599   0.0182412   0.0190378   2.5735320   3.7010010   0.0259178   1.3889917   0.0070286   0.0001261   0.0143875  -0.0168418   0.0039532  -0.0068123   0.0183117   0.0191704 -17.9430860 -12.4552286   0.0345014   0.1951081  -0.0025445   0.0000345   0.0042663   0.0076512   0.0182885  -0.0071363   0.0006699   0.0005121   3.1233164  -0.1658376   0.0150691   0.0011320  -0.0009517  -0.0000029  -0.0047553  -0.0013097  -0.0073737   0.0001867   0.0000927   0.0000408
     90.50   1.1444314   1.3212724   2.6547037   0.0159937   1.3312170   0.0074094   0.0001134   0.0109705  -0.0207518   0.0012669  -0.0058733   0.0177218   0.0188640   2.6608094   3.8309523   0.0266948   1.4397762   0.0079873   0.0001343   0.0135798  -0.0159671   0.0036531  -0.0072378   0.0178127   0.0189861 -17.8110985 -12.3784553   0.0342211   0.1822669  -0.0025533   0.0000327   0.0033648   0.0075317   0.0180077  -0.0070836   0.0007017   0.0004862   3.1218381  -0.1731514   0.0147545   0.0014343  -0.0009359  -0.0000032  -0.0046454  -0.0013226  -0.0072670   0.0001849   0.0000854   0.0000413
     91.00   1.2104225   1.3819388   2.7764968   0.0166256   1.3925021   0.0083171   0.0001233   0.0104050  -0.0196204   0.0010433  -0.0062760   0.0171998   0.0186950   2.7557174   3.9724606   0.0273905   1.4951448   0.0088878   0.0001436   0.0125874  -0.0148737   0.0033791  -0.0076484   0.0173138   0.0188056 -17.6781311 -12.3039744   0.0338812   0.1671795  -0.0025817   0.0000304   0.0024532   0.0072664   0.0177469  -0.0070239   0.0007376   0.0004592   3.1197349  -0.1804571   0.0144503   0.0021215  -0.0009153  -0.0000034  -0.0045245  -0.0013011  -0.0071637   0.0001814   0.0000775   0.0000423
     91.50   1.2850452   1.4484160   2.9098246   0.0171959   1.4595312   0.0091660   0.0001345   0.0096693  -0.0181770   0.0008406  -0.0066628   0.0166763   0.0185300   2.8578319   4.1248950   0.0279920   1.5548521   0.0097193   0.0001539   0.0114107  -0.0135615   0.0031346  -0.0080394   0.0168160   0.0186283 -17.5445989 -12.2320340   0.0334818   0.1498847  -0.0026258   0.0000277   0.0015393   0.0068511   0.0175053  -0.0069591   0.0007770   0.0004312   3.1170405  -0.1876820   0.0141569   0.0031953  -0.0008903  -0.0000034  -0.0043939  -0.0012435  -0.0070636   0.0001764   0.0000691   0.0000436
     92.00   1.3681020   1.5203907   3.0540504   0.0176927   1.5319809   0.0099434   0.0001469   0.0087637  -0.0164228   0.0006625  -0.0070286   0.0161529   0.0183686   2.9666307   4.2874723   0.0284872   1.6185908   0.0104713   0.0001650   0.0100539  -0.0120346   0.0029230  -0.0084067   0.0163205   0.0184538 -17.4109233 -12.1628308   0.0330233   0.1304644  -0.0026818   0.0000244   0.0006305   0.0062855   0.0172822  -0.0068905   0.0008195   0.0004024   3.1137944  -0.1947583   0.0138749   0.0046469  -0.0008613  -0.0000034  -0.0042552  -0.0011495  -0.0069667   0.0001702   0.0000602   0.0000452
     92.50   1.4593160   1.5974608   3.2083601   0.0181049   1.6094387   0.0106372   0.0001605   0.0076919  -0.0143662   0.0005123  -0.0073682   0.0156312   0.0182101   3.0814943   4.4592584   0.0288644   1.6859922   0.0111336   0.0001771   0.0085247  -0.0103012   0.0027473  -0.0087460   0.0158284   0.0182814 -17.2775285 -12.0965062   0.0325068   0.1090435  -0.0027454   0.0000206  -0.0002667   0.0055731   0.0170767  -0.0068199   0.0008641   0.0003731   3.1100405  -0.2016247   0.0136045   0.0064569  -0.0008289  -0.0000033  -0.0041098  -0.0010198  -0.0068727   0.0001631   0.0000511   0.0000471
     93.00   1.5580186   1.6791352   3.3717636   0.0184220   1.6914049   0.0112360   0.0001753   0.0064620  -0.0120223   0.0003929  -0.0076768   0.0151130   0.0180536   3.2017090   4.6391728   0.0291131   1.7566283   0.0116967   0.0001900   0.0068343  -0.0083740   0.0026102  -0.0090533   0.0153413   0.0181106 -17.1448380 -12.0331443   0.0319335   0.0857901  -0.0028129   0.0000163  -0.0011469   0.0047213   0.0168877  -0.0067490   0.0009102   0.0003436   3.1058263  -0.2082268   0.0133460   0.0085953  -0.0007934  -0.0000030  -0.0039595  -0.0008568  -0.0067816   0.0001552   0.0000419   0.0000492
     93.50   1.6633908   1.7648387   3.5431021   0.0186346   1.7772957   0.0117291   0.0001913   0.0050860  -0.0094136   0.0003069  -0.0079497   0.0146002   0.0178985   3.3264719   4.8259960   0.0292240   1.8300143   0.0121521   0.0002036   0.0049976  -0.0062702   0.0025136  -0.0093248   0.0148604   0.0179408 -17.0132723 -11.9727723   0.0313052   0.0609136  -0.0028804   0.0000115  -0.0020057   0.0037418   0.0167143  -0.0066790   0.0009568   0.0003141   3.1012030  -0.2145183   0.0130994   0.0110218  -0.0007555  -0.0000026  -0.0038055  -0.0006636  -0.0066931   0.0001469   0.0000327   0.0000515
     94.00   1.7746235   1.8539133   3.7210588   0.0187344   1.8664488   0.0121073   0.0002082   0.0035800  -0.0065689   0.0002563  -0.0081829   0.0140948   0.0177439   3.4548971   5.0183804   0.0291890   1.9056136   0.0124922   0.0002179   0.0030327  -0.0040106   0.0024593  -0.0095571   0.0143872   0.0177714 -16.8832461 -11.9153623   0.0306236   0.0346617  -0.0029446   0.0000062  -0.0028396   0.0026497   0.0165557  -0.0066115   0.0010033   0.0002851   3.0962241  -0.2204606   0.0128649   0.0136867  -0.0007155  -0.0000020  -0.0036494  -0.0004451  -0.0066069   0.0001384   0.0000239   0.0000539
     94.50   1.8907172   1.9456310   3.9041733   0.0187148   1.9581306   0.0123626   0.0002260   0.0019631  -0.0035235   0.0002424  -0.0083728   0.0135988   0.0175889   3.5860246   5.2148630   0.0290021   1.9828426   0.0127108   0.0002327   0.0009609  -0.0016202   0.0024482  -0.0097474   0.0139232   0.0176016 -16.7551667 -11.8608348   0.0298908   0.0073171  -0.0030025   0.0000005  -0.0036465   0.0014637   0.0164109  -0.0065474   0.0010486   0.0002568   3.0909448  -0.2260226   0.0126422   0.0165324  -0.0006739  -0.0000013  -0.0034924  -0.0002067  -0.0065229   0.0001299   0.0000155   0.0000563
     95.00   2.0103955   2.0391983   4.0908602   0.0185709   2.0515458   0.0124887   0.0002445   0.0002581  -0.0003180   0.0002658  -0.0085165   0.0131142   0.0174326   3.7188304   5.4138817   0.0286587   2.0610776   0.0128030   0.0002479  -0.0011939   0.0008730   0.0024806  -0.0098933   0.0134700   0.0174309 -16.6294330 -11.8090645   0.0291088  -0.0208080  -0.0030517  -0.0000056  -0.0044248   0.0002056   0.0162793  -0.0064877   0.0010919   0.0002296   3.0854220  -0.2311801   0.0124314   0.0194946  -0.0006311  -0.0000005  -0.0033358   0.0000450  -0.0064408   0.0001215   0.0000077   0.0000587
     95.50   2.1323545   2.1337704   4.2794307   0.0182994   2.1458482   0.0124812   0.0002635  -0.0015101   0.0030023   0.0003267  -0.0086117   0.0126430   0.0172741   3.8522376   5.6137934   0.0281563   2.1396623   0.0127653   0.0002633  -0.0034055   0.0034382   0.0025563  -0.0099928   0.0130289   0.0172585 -16.5064339 -11.7598872   0.0282800  -0.0493777  -0.0030902  -0.0000120  -0.0051739  -0.0011007   0.0161602  -0.0064327   0.0011324   0.0002040   3.0797126  -0.2359149   0.0122320   0.0225043  -0.0005874   0.0000004  -0.0031809   0.0003030  -0.0063604   0.0001132   0.0000008   0.0000609
     96.00   2.2552809   2.2284610   4.4681171   0.0178994   2.2401528   0.0123377   0.0002829  -0.0033143   0.0063887   0.0004241  -0.0086572   0.0121870   0.0171127   3.9851296   5.8128943   0.0274945   2.2179158   0.0125961   0.0002789  -0.0056461   0.0060425   0.0026741  -0.0100448   0.0126013   0.0170840 -16.3865488 -11.7131081   0.0274065  -0.0780384  -0.0031170  -0.0000187  -0.0058939  -0.0024293   0.0160532  -0.0063828   0.0011693   0.0001803   3.0738739  -0.2402132   0.0120438   0.0254894  -0.0005428   0.0000015  -0.0030287   0.0005599  -0.0062815   0.0001050  -0.0000053   0.0000628
     96.50   2.3777531   2.3223555   4.6550992   0.0173715   2.3335495   0.0120577   0.0003024  -0.0051258   0.0097901   0.0005566  -0.0086524   0.0117481   0.0169474   4.1163638   6.0094412   0.0266749   2.2951420   0.0122952   0.0002944  -0.0078866   0.0086514   0.0028326  -0.0100487   0.0121888   0.0169066 -16.2701467 -11.6685110   0.0264906  -0.1064268  -0.0031316  -0.0000254  -0.0065851  -0.0037535   0.0159578  -0.0063378   0.0012020   0.0001589   3.0679627  -0.2440644   0.0118663   0.0283775  -0.0004975   0.0000025  -0.0028804   0.0008082  -0.0062039   0.0000969  -0.0000104   0.0000644
     97.00   2.4982916   2.4145285   4.8385331   0.0167187   2.4251170   0.0116428   0.0003217  -0.0069160   0.0131542   0.0007220  -0.0085976   0.0113279   0.0167774   4.2447863   6.2016751   0.0257011   2.3706387   0.0118642   0.0003097  -0.0100976   0.0112299   0.0030292  -0.0100044   0.0117924   0.0167259 -16.1575864 -11.6258679   0.0255344  -0.1341768  -0.0031341  -0.0000321  -0.0072480  -0.0050463   0.0158737  -0.0062973   0.0012297   0.0001401   3.0620345  -0.2474599   0.0116991   0.0310976  -0.0004515   0.0000036  -0.0027372   0.0010406  -0.0061273   0.0000887  -0.0000143   0.0000656
     97.50   2.6154246   2.5040547   5.0165794   0.0159458   2.5139370   0.0110968   0.0003406  -0.0086560   0.0164292   0.0009176  -0.0084937   0.0109281   0.0166022   4.3692463   6.3878440   0.0245789   2.4437071   0.0113064   0.0003246  -0.0122497   0.0137430   0.0032613  -0.0099127   0.0114133   0.0165413 -16.0492170 -11.5849494   0.0245403  -0.1609273  -0.0031254  -0.0000388  -0.0078830  -0.0062811   0.0158009  -0.0062606   0.0012520   0.0001242   3.0561435  -0.2503911   0.0115414   0.0335822  -0.0004048   0.0000047  -0.0026002   0.0012503  -0.0060517   0.0000802  -0.0000171   0.0000663
     98.00   2.7277476   2.5900255   5.1874330   0.0150595   2.5991095   0.0104253   0.0003589  -0.0103179   0.0195645   0.0011400  -0.0083428   0.0105498   0.0164209   4.4886119   6.5662268   0.0233159   2.5136621   0.0106268   0.0003388  -0.0143142   0.0161566   0.0035253  -0.0097748   0.0110527   0.0163524 -15.9453772 -11.5455345   0.0235105  -0.1863295  -0.0031071  -0.0000451  -0.0084903  -0.0074329   0.0157391  -0.0062267   0.0012683   0.0001116   3.0503410  -0.2528486   0.0113927   0.0357695  -0.0003572   0.0000058  -0.0024706   0.0014313  -0.0059768   0.0000713  -0.0000187   0.0000664
     98.50   2.8339825   2.6715618   5.3493509   0.0140684   2.6797659   0.0096359   0.0003763  -0.0118752   0.0225125   0.0013853  -0.0081472   0.0101942   0.0162332   4.6017839   6.7351561   0.0219219   2.5798407   0.0098318   0.0003523  -0.0162640   0.0184383   0.0038174  -0.0095925   0.0107113   0.0161589 -15.8463962 -11.5074198   0.0224473  -0.2100545  -0.0030811  -0.0000512  -0.0090696  -0.0084784   0.0156882  -0.0061943   0.0012785   0.0001023   3.0446761  -0.2548207   0.0112522   0.0376052  -0.0003086   0.0000068  -0.0023496   0.0015785  -0.0059025   0.0000616  -0.0000192   0.0000659
     99.00   2.9328562   2.7478304   5.5006794   0.0129825   2.7550834   0.0087377   0.0003925  -0.0133043   0.0252292   0.0016494  -0.0079101   0.0098622   0.0160385   4.7077111   6.8930404   0.0204079   2.6416120   0.0089294   0.0003649  -0.0180736   0.0205576   0.0041334  -0.0093681   0.0103900   0.0159605 -15.7525925 -11.4704282   0.0213533  -0.2317995  -0.0030499  -0.0000567  -0.0096198  -0.0093973   0.0156482  -0.0061621   0.0012821   0.0000966   3.0391939  -0.2562929   0.0111190   0.0390438  -0.0002588   0.0000076  -0.0022383   0.0016879  -0.0058286   0.0000509  -0.0000186   0.0000648
     99.50   3.0231279   2.8180534   5.6398790   0.0118132   2.8242964   0.0077416   0.0004072  -0.0145841   0.0276757   0.0019278  -0.0076354   0.0095546   0.0158367   4.8054026   7.0383852   0.0187868   2.6983849   0.0079288   0.0003763  -0.0197202   0.0224873   0.0044687  -0.0091045   0.0100893   0.0157570 -15.6642738 -11.4344164   0.0202309  -0.2512939  -0.0030164  -0.0000616  -0.0101394  -0.0101721   0.0156188  -0.0061286   0.0012792   0.0000946   3.0339359  -0.2572473   0.0109922   0.0400502  -0.0002076   0.0000084  -0.0021381   0.0017569  -0.0057549   0.0000391  -0.0000170   0.0000630
    100.00   3.1038598   2.8815215   5.7655465   0.0105732   2.8867083   0.0066595   0.0004204  -0.0156967   0.0298185   0.0022160  -0.0073269   0.0092718   0.0156275   4.8939411   7.1698114   0.0170727   2.7496162   0.0068404   0.0003865  -0.0211838   0.0242034   0.0048187  -0.0088050   0.0098097   0.0155483 -15.5817359 -11.3992806   0.0190830  -0.2683044  -0.0029837  -0.0000658  -0.0106258  -0.0107893   0.0155999  -0.0060923   0.0012698   0.0000962   3.0289383  -0.2576624   0.0108709   0.0406000  -0.0001549   0.0000089  -0.0020501   0.0017840  -0.0056813   0.0000258  -0.0000144   0.0000607
    100.50   3.1742908   2.9376029   5.8764343   0.0092758   2.9417006   0.0055044   0.0004316  -0.0166280   0.0316307   0.0025093  -0.0069892   0.0090140   0.0154110   4.9724930   7.2860723   0.0152807   2.7948169   0.0056755   0.0003952  -0.0224475   0.0256858   0.0051784  -0.0084728   0.0095515   0.0153343 -15.5052612 -11.3649614   0.0179125  -0.2826389  -0.0029551  -0.0000692  -0.0110757  -0.0112389   0.0155910  -0.0060515   0.0012539   0.0001015   3.0242322  -0.2575135   0.0107540   0.0406805  -0.0001007   0.0000093  -0.0019755   0.0017693  -0.0056076   0.0000110  -0.0000109   0.0000577
    101.00   3.2336543   2.9857517   5.9714659   0.0079351   2.9887406   0.0042903   0.0004409  -0.0173674   0.0330920   0.0028034  -0.0066268   0.0087812   0.0151872   5.0403184   7.3860679   0.0134266   2.8335581   0.0044462   0.0004024  -0.0234982   0.0269185   0.0055432  -0.0081119   0.0093147   0.0151153 -15.4351168 -11.3314459   0.0167227  -0.2941497  -0.0029339  -0.0000717  -0.0114850  -0.0115152   0.0155916  -0.0060049   0.0012317   0.0001103   3.0198426  -0.2567733   0.0106404   0.0402906  -0.0000449   0.0000095  -0.0019152   0.0017139  -0.0055334  -0.0000055  -0.0000068   0.0000542
    101.50   3.2813134   3.0255149   6.0497481   0.0065655   3.0273875   0.0030313   0.0004479  -0.0179090   0.0341890   0.0030938  -0.0062443   0.0085734   0.0149565   5.0967785   7.4688561   0.0115270   2.8654757   0.0031652   0.0004080  -0.0243261   0.0278900   0.0059083  -0.0077261   0.0090995   0.0148912 -15.3715525 -11.2987690   0.0155173  -0.3027348  -0.0029231  -0.0000733  -0.0118489  -0.0116166   0.0156010  -0.0059511   0.0012036   0.0001224   3.0157878  -0.2554128   0.0105290   0.0394404   0.0000125   0.0000094  -0.0018701   0.0016204  -0.0054588  -0.0000236  -0.0000020   0.0000501
    102.00   3.3170571   3.0565343   6.1105788   0.0051814   3.0572958   0.0017420   0.0004527  -0.0182503   0.0349154   0.0033767  -0.0058465   0.0083901   0.0147192   5.1413416   7.5336618   0.0095985   2.8902732   0.0018455   0.0004118  -0.0249254   0.0285932   0.0062693  -0.0073195   0.0089055   0.0146625 -15.3147982 -11.2670127   0.0143000  -0.3083393  -0.0029258  -0.0000739  -0.0121623  -0.0115453   0.0156183  -0.0058889   0.0011698   0.0001376   3.0120791  -0.2534024   0.0104187   0.0381507   0.0000712   0.0000092  -0.0018409   0.0014922  -0.0053833  -0.0000435   0.0000032   0.0000457
    102.50   3.3407279   3.0785498   6.1534515   0.0037970   3.0782180   0.0004367   0.0004552  -0.0183927   0.0352719   0.0036483  -0.0054377   0.0082307   0.0144758   5.1735872   7.5798822   0.0076579   2.9077239   0.0005002   0.0004139  -0.0252939   0.0290256   0.0066219  -0.0068959   0.0087324   0.0144295 -15.2650608 -11.2363034   0.0130752  -0.3109546  -0.0029446  -0.0000735  -0.0124196  -0.0113075   0.0156425  -0.0058175   0.0011308   0.0001556   3.0087203  -0.2507137   0.0103084   0.0364521   0.0001309   0.0000087  -0.0018279   0.0013339  -0.0053068  -0.0000648   0.0000087   0.0000409
    103.00   3.3521783   3.0914005   6.1780550   0.0024261   3.0900042  -0.0008703   0.0004552  -0.0183411   0.0352656   0.0039055  -0.0050223   0.0080946   0.0142270   5.1932086   7.6070899   0.0057217   2.9176722  -0.0008578   0.0004142  -0.0254330   0.0291888   0.0069622  -0.0064593   0.0085798   0.0141926 -15.2225213 -11.2068083   0.0118475  -0.3106170  -0.0029817  -0.0000722  -0.0126150  -0.0109127   0.0156722  -0.0057360   0.0010872   0.0001761   3.0057073  -0.2473206   0.0101969   0.0343835   0.0001914   0.0000081  -0.0018313   0.0011507  -0.0052291  -0.0000875   0.0000144   0.0000359
    103.50   3.3515022   3.0950230   6.1842712   0.0010818   3.0926004  -0.0021655   0.0004529  -0.0181040   0.0349095   0.0041456  -0.0046044   0.0079810   0.0139735   5.2000126   7.6150326   0.0038059   2.9200330  -0.0022156   0.0004127  -0.0253477   0.0290886   0.0072867  -0.0060136   0.0084471   0.0139523 -15.1873319 -11.1787299   0.0106217  -0.3074051  -0.0030390  -0.0000699  -0.0127430  -0.0103733   0.0157061  -0.0056441   0.0010393   0.0001987   3.0030282  -0.2432012   0.0100831   0.0319912   0.0002521   0.0000073  -0.0018508   0.0009481  -0.0051500  -0.0001113   0.0000201   0.0000308
    104.00   3.3390721   3.0894473   6.1721677  -0.0002238   3.0860455  -0.0034361   0.0004483  -0.0176924   0.0342221   0.0043663  -0.0041875   0.0078887   0.0137161   5.1939186   7.6036305   0.0019257   2.9147900  -0.0035610   0.0004095  -0.0250459   0.0287348   0.0075924  -0.0055623   0.0083336   0.0137091 -15.1596125 -11.1522996   0.0094031  -0.3014369  -0.0031177  -0.0000667  -0.0127983  -0.0097044   0.0157425  -0.0055415   0.0009878   0.0002228   3.0006631  -0.2383391   0.0099662   0.0293268   0.0003126   0.0000063  -0.0018858   0.0007322  -0.0050694  -0.0001359   0.0000258   0.0000257
    104.50   3.3152451   3.0747921   6.1419890  -0.0014794   3.0704662  -0.0046701   0.0004415  -0.0171200   0.0332267   0.0045660  -0.0037750   0.0078167   0.0134556   5.1749560   7.5729707   0.0000957   2.9019939  -0.0048822   0.0004045  -0.0245387   0.0281402   0.0078766  -0.0051090   0.0082385   0.0134638 -15.1394478 -11.1277711   0.0081971  -0.2928658  -0.0032184  -0.0000627  -0.0127763  -0.0089233   0.0157797  -0.0054284   0.0009331   0.0002482   2.9985846  -0.2327254   0.0098452   0.0264461   0.0003720   0.0000052  -0.0019353   0.0005090  -0.0049871  -0.0001608   0.0000313   0.0000207
