# Matter power spectra at z=4.900000.
# D(z)=0.217308, f(z)=0.992692.
#      k[h/Mpc]         Plin(k)         HaloFit
    1.00000e-04     2.09571e+01     2.09571e+01
    1.04729e-04     2.19174e+01     2.19174e+01
    1.09682e-04     2.29215e+01     2.29216e+01
    1.14868e-04     2.39717e+01     2.39717e+01
    1.20301e-04     2.50700e+01     2.50700e+01
    1.25990e-04     2.62186e+01     2.62186e+01
    1.31948e-04     2.74197e+01     2.74197e+01
    1.38187e-04     2.86756e+01     2.86756e+01
    1.44722e-04     2.99891e+01     2.99890e+01
    1.51566e-04     3.13626e+01     3.13626e+01
    1.58734e-04     3.27991e+01     3.27990e+01
    1.66240e-04     3.43011e+01     3.43009e+01
    1.74102e-04     3.58715e+01     3.58714e+01
    1.82335e-04     3.75138e+01     3.75137e+01
    1.90957e-04     3.92312e+01     3.92311e+01
    1.99988e-04     4.10271e+01     4.10269e+01
    2.09445e-04     4.29047e+01     4.29046e+01
    2.19350e-04     4.48679e+01     4.48677e+01
    2.29723e-04     4.69206e+01     4.69204e+01
    2.40586e-04     4.90670e+01     4.90668e+01
    2.51964e-04     5.13112e+01     5.13110e+01
    2.63879e-04     5.36573e+01     5.36571e+01
    2.76358e-04     5.61100e+01     5.61097e+01
    2.89427e-04     5.86742e+01     5.86739e+01
    3.03114e-04     6.13550e+01     6.13547e+01
    3.17448e-04     6.41575e+01     6.41572e+01
    3.32460e-04     6.70868e+01     6.70864e+01
    3.48182e-04     7.01485e+01     7.01480e+01
    3.64647e-04     7.33487e+01     7.33482e+01
    3.81891e-04     7.66936e+01     7.66931e+01
    3.99951e-04     8.01894e+01     8.01888e+01
    4.18865e-04     8.38423e+01     8.38417e+01
    4.38673e-04     8.76592e+01     8.76585e+01
    4.59417e-04     9.16474e+01     9.16467e+01
    4.81143e-04     9.58144e+01     9.58136e+01
    5.03896e-04     1.00168e+02     1.00167e+02
    5.27725e-04     1.04715e+02     1.04714e+02
    5.52681e-04     1.09463e+02     1.09462e+02
    5.78818e-04     1.14423e+02     1.14422e+02
    6.06190e-04     1.19602e+02     1.19600e+02
    6.34857e-04     1.25009e+02     1.25007e+02
    6.64879e-04     1.30652e+02     1.30651e+02
    6.96321e-04     1.36543e+02     1.36541e+02
    7.29250e-04     1.42690e+02     1.42688e+02
    7.63736e-04     1.49103e+02     1.49101e+02
    7.99853e-04     1.55793e+02     1.55791e+02
    8.37678e-04     1.62770e+02     1.62767e+02
    8.77291e-04     1.70044e+02     1.70041e+02
    9.18778e-04     1.77626e+02     1.77623e+02
    9.62227e-04     1.85528e+02     1.85525e+02
    1.00773e-03     1.93760e+02     1.93757e+02
    1.05539e-03     2.02334e+02     2.02331e+02
    1.10530e-03     2.11261e+02     2.11257e+02
    1.15756e-03     2.20553e+02     2.20548e+02
    1.21231e-03     2.30220e+02     2.30215e+02
    1.26964e-03     2.40275e+02     2.40269e+02
    1.32968e-03     2.50728e+02     2.50722e+02
    1.39256e-03     2.61591e+02     2.61585e+02
