# Matter power spectra at z=3.500000.
# D(z)=0.284110, f(z)=0.985428.
#      k[h/Mpc]         Plin(k)         HaloFit
    1.00000e-04     3.59009e+01     3.59009e+01
    1.04729e-04     3.75459e+01     3.75459e+01
    1.09682e-04     3.92660e+01     3.92660e+01
    1.14868e-04     4.10649e+01     4.10649e+01
    1.20301e-04     4.29463e+01     4.29463e+01
    1.25990e-04     4.49138e+01     4.49139e+01
    1.31948e-04     4.69712e+01     4.69712e+01
    1.38187e-04     4.91226e+01     4.91225e+01
    1.44722e-04     5.13724e+01     5.13722e+01
    1.51566e-04     5.37252e+01     5.37249e+01
    1.58734e-04     5.61857e+01     5.61853e+01
    1.66240e-04     5.87584e+01     5.87580e+01
    1.74102e-04     6.14484e+01     6.14479e+01
    1.82335e-04     6.42614e+01     6.42609e+01
    1.90957e-04     6.72030e+01     6.72025e+01
    1.99988e-04     7.02790e+01     7.02784e+01
    2.09445e-04     7.34950e+01     7.34943e+01
    2.19350e-04     7.68573e+01     7.68566e+01
    2.29723e-04     8.03730e+01     8.03723e+01
    2.40586e-04     8.40491e+01     8.40483e+01
    2.51964e-04     8.78926e+01     8.78917e+01
    2.63879e-04     9.19106e+01     9.19096e+01
    2.76358e-04     9.61109e+01     9.61098e+01
    2.89427e-04     1.00502e+02     1.00501e+02
    3.03114e-04     1.05093e+02     1.05092e+02
    3.17448e-04     1.09892e+02     1.09890e+02
    3.32460e-04     1.14908e+02     1.14906e+02
    3.48182e-04     1.20150e+02     1.20148e+02
    3.64647e-04     1.25629e+02     1.25627e+02
    3.81891e-04     1.31356e+02     1.31354e+02
    3.99951e-04     1.37341e+02     1.37339e+02
    4.18865e-04     1.43595e+02     1.43592e+02
    4.38673e-04     1.50128e+02     1.50126e+02
    4.59417e-04     1.56955e+02     1.56952e+02
    4.81143e-04     1.64087e+02     1.64084e+02
    5.03896e-04     1.71538e+02     1.71534e+02
    5.27725e-04     1.79319e+02     1.79315e+02
    5.52681e-04     1.87445e+02     1.87441e+02
    5.78818e-04     1.95931e+02     1.95926e+02
    6.06190e-04     2.04791e+02     2.04786e+02
    6.34857e-04     2.14041e+02     2.14036e+02
    6.64879e-04     2.23696e+02     2.23689e+02
    6.96321e-04     2.33770e+02     2.33764e+02
    7.29250e-04     2.44283e+02     2.44275e+02
    7.63736e-04     2.55250e+02     2.55242e+02
    7.99853e-04     2.66688e+02     2.66679e+02
    8.37678e-04     2.78616e+02     2.78606e+02
    8.77291e-04     2.91050e+02     2.91039e+02
    9.18778e-04     3.04010e+02     3.03998e+02
    9.62227e-04     3.17515e+02     3.17502e+02
    1.00773e-03     3.31583e+02     3.31569e+02
    1.05539e-03     3.46234e+02     3.46218e+02
    1.10530e-03     3.61486e+02     3.61469e+02
    1.15756e-03     3.77360e+02     3.77341e+02
    1.21231e-03     3.93874e+02     3.93855e+02
    1.26964e-03     4.11050e+02     4.11028e+02
    1.32968e-03     4.28906e+02     4.28882e+02
    1.39256e-03     4.47462e+02     4.47436e+02
    1.45841e-03     4.66738e+02     4.66709e+02
    1.52738e-03     4.86752e+02     4.86721e+02
    1.59961e-03     5.07526e+02     5.07492e+02
    1.67525e-03     5.29078e+02     5.29041e+02
    1.75447e-03     5.51426e+02     5.51386e+02
    1.83744e-03     5.74587e+02     5.74543e+02
    1.92434e-03     5.98575e+02     5.98527e+02
    2.01534e-03     6.23409e+02     6.23356e+02
    2.11064e-03     6.49102e+02     6.49046e+02
    2.21045e-03     6.75668e+02     6.75606e+02
    2.31499e-03     7.03114e+02     7.03046e+02
    2.42446e-03     7.31447e+02     7.31373e+02
    2.53911e-03     7.60676e+02     7.60596e+02
    2.65919e-03     7.90808e+02     7.90721e+02
    2.78494e-03     8.21844e+02     8.21749e+02
    2.91664e-03     8.53776e+02     8.53673e+02
    3.05457e-03     8.86600e+02     8.86488e+02
    3.19902e-03     9.20308e+02     9.20187e+02
    3.35030e-03     9.54895e+02     9.54763e+02
    3.50873e-03     9.90341e+02     9.90197e+02
    3.67466e-03     1.02662e+03     1.02646e+03
    3.84844e-03     1.06369e+03     1.06353e+03
    4.03043e-03     1.10155e+03     1.10136e+03
    4.22103e-03     1.14014e+03     1.13994e+03
    4.42064e-03     1.17943e+03     1.17922e+03
    4.62969e-03     1.21936e+03     1.21913e+03
    4.84863e-03     1.25986e+03     1.25961e+03
    5.07792e-03     1.30088e+03     1.30061e+03
    5.31805e-03     1.34234e+03     1.34205e+03
    5.56954e-03     1.38418e+03     1.38386e+03
    5.83292e-03     1.42627e+03     1.42593e+03
    6.10876e-03     1.46852e+03     1.46816e+03
    6.39764e-03     1.51082e+03     1.51043e+03
    6.70019e-03     1.55307e+03     1.55266e+03
    7.01704e-03     1.59513e+03     1.59469e+03
    7.34887e-03     1.63684e+03     1.63637e+03
    7.69640e-03     1.67805e+03     1.67754e+03
    8.06036e-03     1.71859e+03     1.71805e+03
    8.44153e-03     1.75831e+03     1.75773e+03
    8.84073e-03     1.79700e+03     1.79638e+03
    9.25881e-03     1.83445e+03     1.83380e+03
    9.69666e-03     1.87044e+03     1.86975e+03
    1.01552e-02     1.90474e+03     1.90401e+03
    1.06354e-02     1.93714e+03     1.93636e+03
    1.11384e-02     1.96737e+03     1.96655e+03
    1.16651e-02     1.99516e+03     1.99430e+03
    1.22168e-02     2.02023e+03     2.01934e+03
    1.27945e-02     2.04232e+03     2.04139e+03
    1.33996e-02     2.06114e+03     2.06017e+03
    1.40332e-02     2.07642e+03     2.07541e+03
    1.46968e-02     2.08786e+03     2.08683e+03
    1.53919e-02     2.09519e+03     2.09413e+03
    1.61197e-02     2.09812e+03     2.09703e+03
    1.68820e-02     2.09637e+03     2.09526e+03
    1.76804e-02     2.08975e+03     2.08863e+03
    1.85165e-02     2.07810e+03     2.07696e+03
    1.93921e-02     2.06125e+03     2.06011e+03
    2.03092e-02     2.03904e+03     2.03791e+03
    2.12696e-02     2.01136e+03     2.01024e+03
    2.22754e-02     1.97828e+03     1.97718e+03
    2.33288e-02     1.94002e+03     1.93895e+03
    2.44320e-02     1.89678e+03     1.89575e+03
    2.55874e-02     1.84877e+03     1.84778e+03
    2.67975e-02     1.79623e+03     1.79530e+03
    2.80647e-02     1.73977e+03     1.73891e+03
    2.93919e-02     1.68014e+03     1.67935e+03
    3.07818e-02     1.61811e+03     1.61740e+03
    3.22375e-02     1.55444e+03     1.55381e+03
    3.37620e-02     1.48989e+03     1.48936e+03
    3.53586e-02     1.42537e+03     1.42494e+03
    3.70307e-02     1.36182e+03     1.36149e+03
    3.87819e-02     1.30018e+03     1.29997e+03
    4.06159e-02     1.24140e+03     1.24130e+03
    4.25366e-02     1.18628e+03     1.18631e+03
    4.45481e-02     1.13524e+03     1.13540e+03
    4.66548e-02     1.08864e+03     1.08894e+03
    4.88611e-02     1.04674e+03     1.04720e+03
    5.11717e-02     1.00932e+03     1.00994e+03
    5.35916e-02     9.75863e+02     9.76668e+02
    5.61260e-02     9.45513e+02     9.46518e+02
    5.87802e-02     9.17107e+02     9.18330e+02
    6.15599e-02     8.89182e+02     8.90637e+02
    6.44710e-02     8.60135e+02     8.61834e+02
    6.75198e-02     8.28378e+02     8.30324e+02
    7.07128e-02     7.92591e+02     7.94777e+02
    7.40568e-02     7.52001e+02     7.54406e+02
    7.75590e-02     7.06620e+02     7.09214e+02
    8.12267e-02     6.57399e+02     6.60149e+02
    8.50679e-02     6.06200e+02     6.09073e+02
    8.90908e-02     5.55555e+02     5.58530e+02
    9.33039e-02     5.08223e+02     5.11295e+02
    9.77162e-02     4.66646e+02     4.69826e+02
    1.02337e-01     4.32423e+02     4.35738e+02
    1.07177e-01     4.05907e+02     4.09398e+02
    1.12245e-01     3.86039e+02     3.89747e+02
    1.17553e-01     3.70400e+02     3.74359e+02
    1.23112e-01     3.55638e+02     3.59857e+02
    1.28934e-01     3.38373e+02     3.42816e+02
    1.35031e-01     3.16452e+02     3.21041e+02
    1.41417e-01     2.90012e+02     2.94652e+02
    1.48105e-01     2.61592e+02     2.66214e+02
    1.55108e-01     2.35011e+02     2.39602e+02
    1.62444e-01     2.13533e+02     2.18134e+02
    1.70125e-01     1.98271e+02     2.02952e+02
    1.78171e-01     1.87673e+02     1.92494e+02
    1.86596e-01     1.78370e+02     1.83341e+02
    1.95420e-01     1.66843e+02     1.71899e+02
    2.04662e-01     1.52069e+02     1.57102e+02
    2.14340e-01     1.36359e+02     1.41309e+02
    2.24476e-01     1.22915e+02     1.27801e+02
    2.35092e-01     1.13238e+02     1.18125e+02
    2.46209e-01     1.06099e+02     1.11032e+02
    2.57852e-01     9.87242e+01     1.03674e+02
    2.70046e-01     8.98329e+01     9.47256e+01
    2.82817e-01     8.07606e+01     8.55591e+01
    2.96191e-01     7.34995e+01     7.82364e+01
    3.10198e-01     6.79385e+01     7.26495e+01
    3.24867e-01     6.25080e+01     6.71761e+01
    3.40230e-01     5.66106e+01     6.11939e+01
    3.56319e-01     5.12300e+01     5.57257e+01
    3.73170e-01     4.68788e+01     5.13091e+01
    3.90817e-01     4.28415e+01     4.72007e+01
    4.09298e-01     3.88039e+01     4.30726e+01
    4.28654e-01     3.52039e+01     3.93844e+01
    4.48925e-01     3.20630e+01     3.61612e+01
    4.70155e-01     2.90808e+01     3.30887e+01
    4.92388e-01     2.63333e+01     3.02480e+01
    5.15673e-01     2.38995e+01     2.77243e+01
    5.40059e-01     2.16372e+01     2.53686e+01
    5.65599e-01     1.95797e+01     2.32173e+01
    5.92346e-01     1.77198e+01     2.12643e+01
    6.20358e-01     1.60153e+01     1.94657e+01
    6.49694e-01     1.44740e+01     1.78310e+01
    6.80418e-01     1.30697e+01     1.63334e+01
    7.12595e-01     1.17957e+01     1.49668e+01
    7.46294e-01     1.06418e+01     1.37211e+01
    7.81586e-01     9.59509e+00     1.25834e+01
    8.18547e-01     8.64652e+00     1.15447e+01
    8.57256e-01     7.78792e+00     1.05972e+01
    8.97795e-01     7.01133e+00     9.73291e+00
    9.40252e-01     6.30901e+00     8.94420e+00
    9.84716e-01     5.67443e+00     8.22460e+00
    1.03128e+00     5.10149e+00     7.56809e+00
    1.08005e+00     4.58415e+00     6.96870e+00
    1.13113e+00     4.11722e+00     6.42130e+00
    1.18462e+00     3.69643e+00     5.92163e+00
    1.24064e+00     3.31754e+00     5.46548e+00
    1.29931e+00     2.97630e+00     5.04866e+00
    1.36075e+00     2.66874e+00     4.66721e+00
    1.42510e+00     2.39191e+00     4.31820e+00
    1.49250e+00     2.14313e+00     3.99895e+00
    1.56308e+00     1.91972e+00     3.70678e+00
    1.63699e+00     1.71897e+00     3.43901e+00
    1.71441e+00     1.53842e+00     3.19315e+00
    1.79548e+00     1.37628e+00     2.96741e+00
    1.88039e+00     1.23089e+00     2.76012e+00
    1.96931e+00     1.10062e+00     2.56964e+00
    2.06244e+00     9.83819e-01     2.39430e+00
    2.15997e+00     8.78975e-01     2.23258e+00
    2.26212e+00     7.85011e-01     2.08338e+00
    2.36909e+00     7.00934e-01     1.94568e+00
    2.48113e+00     6.25750e-01     1.81847e+00
    2.59846e+00     5.58467e-01     1.70072e+00
    2.72134e+00     4.98178e-01     1.59152e+00
    2.85003e+00     4.44244e-01     1.49018e+00
    2.98481e+00     3.96074e-01     1.39610e+00
    3.12596e+00     3.53077e-01     1.30865e+00
    3.27379e+00     3.14663e-01     1.22722e+00
    3.42860e+00     2.80298e-01     1.15124e+00
    3.59074e+00     2.49606e-01     1.08031e+00
    3.76055e+00     2.22240e-01     1.01405e+00
    3.93838e+00     1.97854e-01     9.52097e-01
    4.12463e+00     1.76100e-01     8.94062e-01
    4.31968e+00     1.56668e-01     8.39610e-01
    4.52396e+00     1.39338e-01     7.88496e-01
    4.73789e+00     1.23910e-01     7.40491e-01
    4.96195e+00     1.10182e-01     6.95366e-01
    5.19660e+00     9.79528e-02     6.52893e-01
    5.44234e+00     8.70417e-02     6.12865e-01
    5.69971e+00     7.73245e-02     5.75133e-01
    5.96925e+00     6.86852e-02     5.39557e-01
    6.25153e+00     6.10082e-02     5.05996e-01
    6.54717e+00     5.41777e-02     4.74312e-01
    6.85678e+00     4.80910e-02     4.44378e-01
    7.18104e+00     4.26771e-02     4.16100e-01
    7.52063e+00     3.78700e-02     3.89391e-01
    7.87628e+00     3.36037e-02     3.64163e-01
    8.24875e+00     2.98120e-02     3.40327e-01
    8.63883e+00     2.64367e-02     3.17805e-01
    9.04736e+00     2.34379e-02     2.96535e-01
    9.47521e+00     2.07782e-02     2.76458e-01
    9.92329e+00     1.84203e-02     2.57518e-01
    1.03926e+01     1.63269e-02     2.39654e-01
    1.08840e+01     1.44653e-02     2.22815e-01
    1.13987e+01     1.28130e-02     2.06954e-01
    1.19378e+01     1.13492e-02     1.92031e-01
    1.25023e+01     1.00527e-02     1.78002e-01
    1.30935e+01     8.90276e-03     1.64824e-01
    1.37127e+01     7.88102e-03     1.52457e-01
    1.43612e+01     6.97505e-03     1.40866e-01
    1.50403e+01     6.17315e-03     1.30014e-01
    1.57516e+01     5.46364e-03     1.19868e-01
    1.64965e+01     4.83482e-03     1.10391e-01
    1.72766e+01     4.27658e-03     1.01551e-01
    1.80936e+01     3.78205e-03     9.33165e-02
    1.89492e+01     3.34472e-03     8.56561e-02
    1.98454e+01     2.95811e-03     7.85396e-02
    2.07838e+01     2.61573e-03     7.19362e-02
    2.17667e+01     2.31201e-03     6.58167e-02
    2.27960e+01     2.04317e-03     6.01542e-02
    2.38741e+01     1.80562e-03     5.49223e-02
    2.50031e+01     1.59579e-03     5.00946e-02
    2.61855e+01     1.41010e-03     4.56446e-02
    2.74238e+01     1.24549e-03     4.15474e-02
    2.87206e+01     1.09991e-03     3.77813e-02
    3.00788e+01     9.71370e-04     3.43246e-02
    3.15012e+01     8.57914e-04     3.11559e-02
    3.29909e+01     7.57576e-04     2.82537e-02
    3.45511e+01     6.68693e-04     2.55980e-02
    3.61850e+01     5.90134e-04     2.31722e-02
    3.78962e+01     5.20825e-04     2.09598e-02
    3.96883e+01     4.59690e-04     1.89441e-02
    4.15651e+01     4.05656e-04     1.71088e-02
    4.35307e+01     3.57822e-04     1.54390e-02
    4.55893e+01     3.15573e-04     1.39224e-02
    4.77452e+01     2.78324e-04     1.25469e-02
    5.00031e+01     2.45490e-04     1.13008e-02
    5.23677e+01     2.16487e-04     1.01718e-02
    5.48442e+01     1.90828e-04     9.14958e-03
    5.74377e+01     1.68180e-04     8.22554e-03
    6.01540e+01     1.48225e-04     7.39147e-03
    6.29986e+01     1.30647e-04     6.63913e-03
    6.59778e+01     1.15127e-04     5.96032e-03
    6.90979e+01     1.01404e-04     5.34787e-03
    7.23655e+01     8.92994e-05     4.79634e-03
    7.57877e+01     7.86424e-05     4.30039e-03
    7.93717e+01     6.92620e-05     3.85471e-03
    8.31251e+01     6.09881e-05     3.45400e-03
    8.70561e+01     5.36790e-05     3.09362e-03
    9.11730e+01     4.72360e-05     2.76999e-03
    9.54846e+01     4.15639e-05     2.47960e-03
    1.00000e+02     3.65676e-05     2.21893e-03
