# Matter power spectra at z=3.003070.
# D(z)=0.318738, f(z)=0.979928.
#      k[h/Mpc]         Plin(k)         HaloFit
    1.00000e-04     4.52204e+01     4.52203e+01
    1.03177e-04     4.66127e+01     4.66127e+01
    1.06455e-04     4.80478e+01     4.80479e+01
    1.09837e-04     4.95270e+01     4.95271e+01
    1.13327e-04     5.10518e+01     5.10518e+01
    1.16928e-04     5.26235e+01     5.26235e+01
    1.20643e-04     5.42436e+01     5.42437e+01
    1.24476e-04     5.59136e+01     5.59136e+01
    1.28430e-04     5.76349e+01     5.76349e+01
    1.32511e-04     5.94089e+01     5.94089e+01
    1.36721e-04     6.12374e+01     6.12372e+01
    1.41065e-04     6.31220e+01     6.31218e+01
    1.45546e-04     6.50647e+01     6.50644e+01
    1.50171e-04     6.70672e+01     6.70668e+01
    1.54942e-04     6.91313e+01     6.91307e+01
    1.59865e-04     7.12587e+01     7.12581e+01
    1.64944e-04     7.34513e+01     7.34506e+01
    1.70184e-04     7.57110e+01     7.57103e+01
    1.75591e-04     7.80401e+01     7.80393e+01
    1.81170e-04     8.04407e+01     8.04398e+01
    1.86926e-04     8.29151e+01     8.29142e+01
    1.92865e-04     8.54655e+01     8.54646e+01
    1.98992e-04     8.80942e+01     8.80932e+01
    2.05315e-04     9.08033e+01     9.08022e+01
    2.11838e-04     9.35951e+01     9.35940e+01
    2.18568e-04     9.64724e+01     9.64711e+01
    2.25512e-04     9.94378e+01     9.94365e+01
    2.32677e-04     1.02494e+02     1.02493e+02
    2.40070e-04     1.05644e+02     1.05643e+02
    2.47697e-04     1.08891e+02     1.08889e+02
    2.55567e-04     1.12236e+02     1.12234e+02
    2.63686e-04     1.15684e+02     1.15682e+02
    2.72064e-04     1.19236e+02     1.19234e+02
    2.80708e-04     1.22897e+02     1.22895e+02
    2.89626e-04     1.26670e+02     1.26668e+02
    2.98828e-04     1.30558e+02     1.30556e+02
    3.08322e-04     1.34565e+02     1.34562e+02
    3.18118e-04     1.38693e+02     1.38691e+02
    3.28225e-04     1.42947e+02     1.42945e+02
    3.38653e-04     1.47330e+02     1.47327e+02
    3.49413e-04     1.51846e+02     1.51843e+02
    3.60514e-04     1.56499e+02     1.56496e+02
    3.71968e-04     1.61293e+02     1.61290e+02
    3.83786e-04     1.66233e+02     1.66229e+02
    3.95979e-04     1.71322e+02     1.71318e+02
    4.08560e-04     1.76565e+02     1.76561e+02
    4.21541e-04     1.81966e+02     1.81961e+02
    4.34934e-04     1.87529e+02     1.87524e+02
    4.48752e-04     1.93259e+02     1.93254e+02
    4.63010e-04     1.99163e+02     1.99157e+02
    4.77720e-04     2.05243e+02     2.05237e+02
    4.92898e-04     2.11506e+02     2.11500e+02
    5.08558e-04     2.17956e+02     2.17950e+02
    5.24715e-04     2.24599e+02     2.24592e+02
    5.41386e-04     2.31439e+02     2.31431e+02
    5.58587e-04     2.38482e+02     2.38475e+02
    5.76334e-04     2.45735e+02     2.45727e+02
    5.94645e-04     2.53203e+02     2.53194e+02
    6.13538e-04     2.60892e+02     2.60883e+02
    6.33031e-04     2.68807e+02     2.68798e+02
    6.53143e-04     2.76956e+02     2.76945e+02
    6.73894e-04     2.85342e+02     2.85331e+02
    6.95305e-04     2.93974e+02     2.93962e+02
    7.17395e-04     3.02858e+02     3.02845e+02
    7.40188e-04     3.12000e+02     3.11987e+02
    7.63705e-04     3.21407e+02     3.21393e+02
    7.87969e-04     3.31086e+02     3.31071e+02
    8.13004e-04     3.41044e+02     3.41028e+02
    8.38834e-04     3.51286e+02     3.51269e+02
    8.65485e-04     3.61821e+02     3.61803e+02
    8.92982e-04     3.72656e+02     3.72637e+02
    9.21354e-04     3.83798e+02     3.83777e+02
    9.50626e-04     3.95254e+02     3.95232e+02
    9.80829e-04     4.07032e+02     4.07009e+02
    1.01199e-03     4.19139e+02     4.19115e+02
    1.04414e-03     4.31583e+02     4.31557e+02
    1.07732e-03     4.44371e+02     4.44343e+02
    1.11155e-03     4.57511e+02     4.57481e+02
    1.14686e-03     4.71010e+02     4.70979e+02
    1.18330e-03     4.84877e+02     4.84844e+02
    1.22089e-03     4.99118e+02     4.99083e+02
    1.25968e-03     5.13742e+02     5.13705e+02
    1.29970e-03     5.28757e+02     5.28717e+02
    1.34100e-03     5.44169e+02     5.44127e+02
    1.38360e-03     5.59988e+02     5.59943e+02
    1.42756e-03     5.76219e+02     5.76172e+02
    1.47292e-03     5.92872e+02     5.92822e+02
    1.51971e-03     6.09954e+02     6.09901e+02
    1.56800e-03     6.27472e+02     6.27416e+02
    1.61781e-03     6.45435e+02     6.45375e+02
    1.66921e-03     6.63849e+02     6.63786e+02
    1.72225e-03     6.82722e+02     6.82655e+02
    1.77697e-03     7.02060e+02     7.01988e+02
    1.83342e-03     7.21869e+02     7.21793e+02
    1.89167e-03     7.42155e+02     7.42075e+02
    1.95177e-03     7.62925e+02     7.62840e+02
    2.01378e-03     7.84185e+02     7.84095e+02
    2.07777e-03     8.05941e+02     8.05845e+02
    2.14378e-03     8.28199e+02     8.28097e+02
    2.21189e-03     8.50961e+02     8.50853e+02
    2.28216e-03     8.74230e+02     8.74116e+02
    2.35467e-03     8.98010e+02     8.97889e+02
