# Matter power spectra at z=2.024621.
# D(z)=0.418269, f(z)=0.956216.
#      k[h/Mpc]         Plin(k)         HaloFit
    1.00000e-04     7.79881e+01     7.79880e+01
    1.03177e-04     8.03893e+01     8.03893e+01
    1.06455e-04     8.28642e+01     8.28643e+01
    1.09837e-04     8.54152e+01     8.54153e+01
    1.13327e-04     8.80446e+01     8.80448e+01
    1.16928e-04     9.07551e+01     9.07554e+01
    1.20643e-04     9.35491e+01     9.35493e+01
    1.24476e-04     9.64291e+01     9.64292e+01
    1.28430e-04     9.93975e+01     9.93975e+01
    1.32511e-04     1.02457e+02     1.02457e+02
    1.36721e-04     1.05610e+02     1.05610e+02
    1.41065e-04     1.08860e+02     1.08859e+02
    1.45546e-04     1.12210e+02     1.12209e+02
    1.50171e-04     1.15663e+02     1.15662e+02
    1.54942e-04     1.19223e+02     1.19221e+02
    1.59865e-04     1.22892e+02     1.22889e+02
    1.64944e-04     1.26673e+02     1.26670e+02
    1.70184e-04     1.30569e+02     1.30567e+02
    1.75591e-04     1.34586e+02     1.34583e+02
    1.81170e-04     1.38725e+02     1.38722e+02
    1.86926e-04     1.42992e+02     1.42989e+02
    1.92865e-04     1.47390e+02     1.47387e+02
    1.98992e-04     1.51923e+02     1.51919e+02
    2.05315e-04     1.56594e+02     1.56590e+02
    2.11838e-04     1.61408e+02     1.61404e+02
    2.18568e-04     1.66369e+02     1.66365e+02
    2.25512e-04     1.71482e+02     1.71478e+02
    2.32677e-04     1.76752e+02     1.76748e+02
    2.40070e-04     1.82184e+02     1.82179e+02
    2.47697e-04     1.87781e+02     1.87776e+02
    2.55567e-04     1.93550e+02     1.93544e+02
    2.63686e-04     1.99494e+02     1.99488e+02
    2.72064e-04     2.05619e+02     2.05612e+02
    2.80708e-04     2.11931e+02     2.11924e+02
    2.89626e-04     2.18435e+02     2.18428e+02
    2.98828e-04     2.25138e+02     2.25130e+02
    3.08322e-04     2.32046e+02     2.32037e+02
    3.18118e-04     2.39163e+02     2.39154e+02
    3.28225e-04     2.46496e+02     2.46487e+02
    3.38653e-04     2.54052e+02     2.54042e+02
    3.49413e-04     2.61836e+02     2.61826e+02
    3.60514e-04     2.69857e+02     2.69846e+02
    3.71968e-04     2.78121e+02     2.78109e+02
    3.83786e-04     2.86635e+02     2.86623e+02
    3.95979e-04     2.95407e+02     2.95393e+02
    4.08560e-04     3.04443e+02     3.04429e+02
    4.21541e-04     3.13751e+02     3.13736e+02
    4.34934e-04     3.23338e+02     3.23322e+02
    4.48752e-04     3.33214e+02     3.33197e+02
    4.63010e-04     3.43387e+02     3.43369e+02
    4.77720e-04     3.53865e+02     3.53846e+02
    4.92898e-04     3.64657e+02     3.64637e+02
    5.08558e-04     3.75771e+02     3.75749e+02
    5.24715e-04     3.87216e+02     3.87193e+02
    5.41386e-04     3.99001e+02     3.98976e+02
    5.58587e-04     4.11136e+02     4.11110e+02
    5.76334e-04     4.23631e+02     4.23603e+02
    5.94645e-04     4.36495e+02     4.36466e+02
    6.13538e-04     4.49740e+02     4.49708e+02
    6.33031e-04     4.63374e+02     4.63341e+02
    6.53143e-04     4.77408e+02     4.77373e+02
    6.73894e-04     4.91853e+02     4.91815e+02
    6.95305e-04     5.06719e+02     5.06678e+02
    7.17395e-04     5.22018e+02     5.21975e+02
    7.40188e-04     5.37761e+02     5.37715e+02
    7.63705e-04     5.53959e+02     5.53911e+02
    7.87969e-04     5.70625e+02     5.70574e+02
    8.13004e-04     5.87770e+02     5.87715e+02
    8.38834e-04     6.05405e+02     6.05347e+02
    8.65485e-04     6.23542e+02     6.23480e+02
    8.92982e-04     6.42194e+02     6.42129e+02
    9.21354e-04     6.61374e+02     6.61305e+02
    9.50626e-04     6.81096e+02     6.81022e+02
    9.80829e-04     7.01370e+02     7.01291e+02
    1.01199e-03     7.22211e+02     7.22127e+02
    1.04414e-03     7.43630e+02     7.43542e+02
    1.07732e-03     7.65642e+02     7.65548e+02
