# Matter power spectra at z=4.500000.
# D(z)=0.232982, f(z)=0.991349.
#      k[h/Mpc]         Plin(k)         HaloFit
    1.00000e-04     2.41045e+01     2.41045e+01
    1.03177e-04     2.48467e+01     2.48467e+01
    1.06455e-04     2.56117e+01     2.56117e+01
    1.09837e-04     2.64002e+01     2.64003e+01
    1.13327e-04     2.72130e+01     2.72131e+01
    1.16928e-04     2.80509e+01     2.80509e+01
    1.20643e-04     2.89145e+01     2.89145e+01
    1.24476e-04     2.98048e+01     2.98048e+01
    1.28430e-04     3.07223e+01     3.07224e+01
    1.32511e-04     3.16681e+01     3.16680e+01
    1.36721e-04     3.26428e+01     3.26428e+01
    1.41065e-04     3.36475e+01     3.36474e+01
    1.45546e-04     3.46831e+01     3.46831e+01
    1.50171e-04     3.57506e+01     3.57505e+01
    1.54942e-04     3.68510e+01     3.68509e+01
    1.59865e-04     3.79851e+01     3.79850e+01
    1.64944e-04     3.91540e+01     3.91539e+01
    1.70184e-04     4.03587e+01     4.03586e+01
    1.75591e-04     4.16004e+01     4.16002e+01
    1.81170e-04     4.28802e+01     4.28800e+01
    1.86926e-04     4.41994e+01     4.41992e+01
    1.92865e-04     4.55591e+01     4.55589e+01
    1.98992e-04     4.69606e+01     4.69603e+01
    2.05315e-04     4.84049e+01     4.84047e+01
    2.11838e-04     4.98934e+01     4.98931e+01
    2.18568e-04     5.14274e+01     5.14272e+01
    2.25512e-04     5.30085e+01     5.30082e+01
    2.32677e-04     5.46381e+01     5.46378e+01
    2.40070e-04     5.63176e+01     5.63173e+01
    2.47697e-04     5.80486e+01     5.80483e+01
    2.55567e-04     5.98325e+01     5.98321e+01
    2.63686e-04     6.16708e+01     6.16704e+01
    2.72064e-04     6.35651e+01     6.35647e+01
    2.80708e-04     6.55173e+01     6.55169e+01
    2.89626e-04     6.75292e+01     6.75287e+01
    2.98828e-04     6.96025e+01     6.96021e+01
    3.08322e-04     7.17392e+01     7.17387e+01
    3.18118e-04     7.39409e+01     7.39404e+01
    3.28225e-04     7.62096e+01     7.62090e+01
    3.38653e-04     7.85471e+01     7.85465e+01
    3.49413e-04     8.09556e+01     8.09550e+01
    3.60514e-04     8.34374e+01     8.34367e+01
    3.71968e-04     8.59946e+01     8.59939e+01
    3.83786e-04     8.86294e+01     8.86286e+01
    3.95979e-04     9.13441e+01     9.13433e+01
    4.08560e-04     9.41408e+01     9.41399e+01
    4.21541e-04     9.70218e+01     9.70209e+01
    4.34934e-04     9.99897e+01     9.99888e+01
    4.48752e-04     1.03047e+02     1.03046e+02
    4.63010e-04     1.06197e+02     1.06196e+02
    4.77720e-04     1.09441e+02     1.09440e+02
    4.92898e-04     1.12783e+02     1.12782e+02
    5.08558e-04     1.16225e+02     1.16224e+02
    5.24715e-04     1.19770e+02     1.19769e+02
    5.41386e-04     1.23421e+02     1.23419e+02
    5.58587e-04     1.27180e+02     1.27178e+02
    5.76334e-04     1.31051e+02     1.31050e+02
    5.94645e-04     1.35038e+02     1.35036e+02
    6.13538e-04     1.39142e+02     1.39140e+02
    6.33031e-04     1.43368e+02     1.43366e+02
    6.53143e-04     1.47719e+02     1.47717e+02
    6.73894e-04     1.52197e+02     1.52195e+02
    6.95305e-04     1.56806e+02     1.56804e+02
    7.17395e-04     1.61551e+02     1.61548e+02
    7.40188e-04     1.66433e+02     1.66431e+02
    7.63705e-04     1.71458e+02     1.71455e+02
    7.87969e-04     1.76629e+02     1.76625e+02
    8.13004e-04     1.81948e+02     1.81945e+02
    8.38834e-04     1.87420e+02     1.87417e+02
    8.65485e-04     1.93049e+02     1.93045e+02
    8.92982e-04     1.98839e+02     1.98835e+02
    9.21354e-04     2.04793e+02     2.04788e+02
    9.50626e-04     2.10915e+02     2.10911e+02
    9.80829e-04     2.17210e+02     2.17205e+02
    1.01199e-03     2.23681e+02     2.23676e+02
    1.04414e-03     2.30333e+02     2.30328e+02
    1.07732e-03     2.37169e+02     2.37164e+02
    1.11155e-03     2.44194e+02     2.44188e+02
    1.14686e-03     2.51411e+02     2.51404e+02
