# Matter power spectra at z=0.700000.
# D(z)=0.701345, f(z)=0.807894.
#      k[h/Mpc]         Plin(k)         HaloFit
    1.00000e-04     2.19690e+02     2.19690e+02
    1.03177e-04     2.26454e+02     2.26454e+02
    1.06455e-04     2.33426e+02     2.33426e+02
    1.09837e-04     2.40611e+02     2.40612e+02
    1.13327e-04     2.48018e+02     2.48019e+02
    1.16928e-04     2.55652e+02     2.55654e+02
    1.20643e-04     2.63522e+02     2.63524e+02
    1.24476e-04     2.71634e+02     2.71636e+02
    1.28430e-04     2.79995e+02     2.79995e+02
    1.32511e-04     2.88612e+02     2.88611e+02
    1.36721e-04     2.97493e+02     2.97490e+02
    1.41065e-04     3.06648e+02     3.06641e+02
    1.45546e-04     3.16084e+02     3.16074e+02
    1.50171e-04     3.25810e+02     3.25797e+02
    1.54942e-04     3.35835e+02     3.35819e+02
    1.59865e-04     3.46168e+02     3.46149e+02
    1.64944e-04     3.56816e+02     3.56795e+02
    1.70184e-04     3.67791e+02     3.67768e+02
    1.75591e-04     3.79103e+02     3.79077e+02
    1.81170e-04     3.90761e+02     3.90734e+02
    1.86926e-04     4.02778e+02     4.02750e+02
    1.92865e-04     4.15163e+02     4.15134e+02
    1.98992e-04     4.27928e+02     4.27897e+02
    2.05315e-04     4.41083e+02     4.41051e+02
    2.11838e-04     4.54639e+02     4.54605e+02
    2.18568e-04     4.68610e+02     4.68574e+02
    2.25512e-04     4.83008e+02     4.82970e+02
    2.32677e-04     4.97848e+02     4.97807e+02
    2.40070e-04     5.13141e+02     5.13098e+02
    2.47697e-04     5.28902e+02     5.28856e+02
    2.55567e-04     5.45144e+02     5.45094e+02
    2.63686e-04     5.61879e+02     5.61827e+02
    2.72064e-04     5.79124e+02     5.79068e+02
    2.80708e-04     5.96894e+02     5.96835e+02
    2.89626e-04     6.15207e+02     6.15143e+02
    2.98828e-04     6.34077e+02     6.34009e+02
    3.08322e-04     6.53521e+02     6.53450e+02
    3.18118e-04     6.73556e+02     6.73480e+02
    3.28225e-04     6.94198e+02     6.94117e+02
    3.38653e-04     7.15465e+02     7.15379e+02
    3.49413e-04     7.37375e+02     7.37283e+02
    3.60514e-04     7.59949e+02     7.59852e+02
    3.71968e-04     7.83206e+02     7.83103e+02
    3.83786e-04     8.07167e+02     8.07057e+02
    3.95979e-04     8.31851e+02     8.31734e+02
    4.08560e-04     8.57277e+02     8.57153e+02
    4.21541e-04     8.83466e+02     8.83334e+02
    4.34934e-04     9.10442e+02     9.10301e+02
    4.48752e-04     9.38227e+02     9.38078e+02
    4.63010e-04     9.66845e+02     9.66686e+02
    4.77720e-04     9.96320e+02     9.96152e+02
    4.92898e-04     1.02668e+03     1.02650e+03
    5.08558e-04     1.05794e+03     1.05775e+03
    5.24715e-04     1.09013e+03     1.08992e+03
    5.41386e-04     1.12327e+03     1.12305e+03
