# Matter power spectra at z=0.300000.
# D(z)=0.856003, f(z)=0.671110.
#      k[h/Mpc]         Plin(k)         HaloFit
    1.00000e-04     3.27427e+02     3.27427e+02
    1.03177e-04     3.37508e+02     3.37508e+02
    1.06455e-04     3.47898e+02     3.47899e+02
    1.09837e-04     3.58607e+02     3.58609e+02
    1.13327e-04     3.69645e+02     3.69649e+02
    1.16928e-04     3.81024e+02     3.81028e+02
    1.20643e-04     3.92753e+02     3.92757e+02
    1.24476e-04     4.04842e+02     4.04845e+02
    1.28430e-04     4.17303e+02     4.17304e+02
    1.32511e-04     4.30145e+02     4.30142e+02
    1.36721e-04     4.43382e+02     4.43374e+02
    1.41065e-04     4.57024e+02     4.57010e+02
    1.45546e-04     4.71087e+02     4.71066e+02
    1.50171e-04     4.85582e+02     4.85554e+02
    1.54942e-04     5.00522e+02     5.00488e+02
    1.59865e-04     5.15921e+02     5.15880e+02
    1.64944e-04     5.31791e+02     5.31745e+02
    1.70184e-04     5.48147e+02     5.48096e+02
    1.75591e-04     5.65004e+02     5.64949e+02
    1.81170e-04     5.82378e+02     5.82320e+02
    1.86926e-04     6.00286e+02     6.00225e+02
    1.92865e-04     6.18743e+02     6.18679e+02
    1.98992e-04     6.37766e+02     6.37699e+02
    2.05315e-04     6.57370e+02     6.57300e+02
    2.11838e-04     6.77572e+02     6.77498e+02
    2.18568e-04     6.98392e+02     6.98313e+02
    2.25512e-04     7.19848e+02     7.19765e+02
    2.32677e-04     7.41961e+02     7.41872e+02
    2.40070e-04     7.64751e+02     7.64656e+02
    2.47697e-04     7.88237e+02     7.88136e+02
    2.55567e-04     8.12440e+02     8.12332e+02
    2.63686e-04     8.37378e+02     8.37263e+02
    2.72064e-04     8.63075e+02     8.62952e+02
    2.80708e-04     8.89554e+02     8.89424e+02
    2.89626e-04     9.16841e+02     9.16703e+02
    2.98828e-04     9.44958e+02     9.44811e+02
    3.08322e-04     9.73931e+02     9.73775e+02
    3.18118e-04     1.00378e+03     1.00362e+03
    3.28225e-04     1.03454e+03     1.03436e+03
    3.38653e-04     1.06623e+03     1.06604e+03
    3.49413e-04     1.09887e+03     1.09867e+03
    3.60514e-04     1.13251e+03     1.13229e+03
    3.71968e-04     1.16716e+03     1.16693e+03
    3.83786e-04     1.20286e+03     1.20262e+03
    3.95979e-04     1.23963e+03     1.23938e+03
    4.08560e-04     1.27751e+03     1.27724e+03
    4.21541e-04     1.31653e+03     1.31624e+03
    4.34934e-04     1.35672e+03     1.35641e+03
    4.48752e-04     1.39811e+03     1.39778e+03
    4.63010e-04     1.44074e+03     1.44040e+03
    4.77720e-04     1.48465e+03     1.48429e+03
    4.92898e-04     1.52987e+03     1.52948e+03
    5.08558e-04     1.57644e+03     1.57603e+03
    5.24715e-04     1.62439e+03     1.62395e+03
    5.41386e-04     1.67376e+03     1.67329e+03
    5.58587e-04     1.72459e+03     1.72409e+03
    5.76334e-04     1.77693e+03     1.77640e+03
    5.94645e-04     1.83081e+03     1.83024e+03
    6.13538e-04     1.88627e+03     1.88567e+03
    6.33031e-04     1.94337e+03     1.94273e+03
    6.53143e-04     2.00213e+03     2.00146e+03
    6.73894e-04     2.06261e+03     2.06189e+03
    6.95305e-04     2.12485e+03     2.12409e+03
    7.17395e-04     2.18890e+03     2.18809e+03
    7.40188e-04     2.25480e+03     2.25394e+03
    7.63705e-04     2.32261e+03     2.32170e+03
    7.87969e-04     2.39238e+03     2.39140e+03
    8.13004e-04     2.46414e+03     2.46310e+03
    8.38834e-04     2.53795e+03     2.53685e+03
    8.65485e-04     2.61386e+03     2.61269e+03
    8.92982e-04     2.69193e+03     2.69069e+03
    9.21354e-04     2.77221e+03     2.77089e+03
    9.50626e-04     2.85475e+03     2.85335e+03
    9.80829e-04     2.93961e+03     2.93812e+03
    1.01199e-03     3.02684e+03     3.02526e+03
    1.04414e-03     3.11649e+03     3.11481e+03
    1.07732e-03     3.20863e+03     3.20684e+03
    1.11155e-03     3.30330e+03     3.30140e+03
    1.14686e-03     3.40056e+03     3.39855e+03
    1.18330e-03     3.50047e+03     3.49833e+03
    1.22089e-03     3.60309e+03     3.60082e+03
    1.25968e-03     3.70847e+03     3.70606e+03
    1.29970e-03     3.81667e+03     3.81411e+03
    1.34100e-03     3.92774e+03     3.92502e+03
    1.38360e-03     4.04174e+03     4.03885e+03
    1.42756e-03     4.15873e+03     4.15566e+03
    1.47292e-03     4.27875e+03     4.27550e+03
    1.51971e-03     4.40187e+03     4.39842e+03
    1.56800e-03     4.52815e+03     4.52449e+03
    1.61781e-03     4.65763e+03     4.65374e+03
    1.66921e-03     4.79037e+03     4.78624e+03
    1.72225e-03     4.92642e+03     4.92204e+03
    1.77697e-03     5.06582e+03     5.06118e+03
    1.83342e-03     5.20863e+03     5.20371e+03
    1.89167e-03     5.35487e+03     5.34966e+03
    1.95177e-03     5.50461e+03     5.49908e+03
    2.01378e-03     5.65788e+03     5.65202e+03
    2.07777e-03     5.81473e+03     5.80851e+03
    2.14378e-03     5.97520e+03     5.96861e+03
    2.21189e-03     6.13930e+03     6.13232e+03
    2.28216e-03     6.30707e+03     6.29966e+03
    2.35467e-03     6.47852e+03     6.47067e+03
    2.42948e-03     6.65367e+03     6.64536e+03
    2.50667e-03     6.83255e+03     6.82375e+03
    2.58631e-03     7.01519e+03     7.00586e+03
    2.66848e-03     7.20159e+03     7.19171e+03
    2.75326e-03     7.39175e+03     7.38129e+03
    2.84074e-03     7.58565e+03     7.57458e+03
    2.93099e-03     7.78327e+03     7.77155e+03
    3.02411e-03     7.98459e+03     7.97220e+03
    3.12019e-03     8.18961e+03     8.17649e+03
    3.21933e-03     8.39829e+03     8.38442e+03
    3.32161e-03     8.61063e+03     8.59596e+03
    3.42714e-03     8.82657e+03     8.81106e+03
    3.53603e-03     9.04602e+03     9.02962e+03
    3.64837e-03     9.26890e+03     9.25157e+03
    3.76428e-03     9.49514e+03     9.47683e+03
    3.88388e-03     9.72466e+03     9.70532e+03
    4.00728e-03     9.95737e+03     9.93695e+03
    4.13459e-03     1.01932e+04     1.01716e+04
    4.26596e-03     1.04320e+04     1.04093e+04
    4.40149e-03     1.06737e+04     1.06497e+04
    4.54133e-03     1.09180e+04     1.08927e+04
    4.68562e-03     1.11649e+04     1.11381e+04
    4.83448e-03     1.14140e+04     1.13858e+04
    4.98808e-03     1.16653e+04     1.16356e+04
    5.14656e-03     1.19186e+04     1.18873e+04
    5.31007e-03     1.21738e+04     1.21408e+04
    5.47878e-03     1.24304e+04     1.23957e+04
    5.65285e-03     1.26883e+04     1.26517e+04
    5.83245e-03     1.29471e+04     1.29086e+04
    6.01775e-03     1.32066e+04     1.31661e+04
    6.20895e-03     1.34664e+04     1.34238e+04
    6.40621e-03     1.37263e+04     1.36816e+04
