# Matter power spectra at z=3.900000.
# D(z)=0.261207, f(z)=0.988386.
#      k[h/Mpc]         Plin(k)         HaloFit
    1.00000e-04     3.03271e+01     3.03271e+01
    1.03177e-04     3.12610e+01     3.12610e+01
    1.06455e-04     3.22234e+01     3.22234e+01
    1.09837e-04     3.32155e+01     3.32155e+01
    1.13327e-04     3.42381e+01     3.42381e+01
    1.16928e-04     3.52922e+01     3.52922e+01
    1.20643e-04     3.63788e+01     3.63788e+01
    1.24476e-04     3.74988e+01     3.74988e+01
    1.28430e-04     3.86532e+01     3.86532e+01
    1.32511e-04     3.98430e+01     3.98430e+01
    1.36721e-04     4.10694e+01     4.10693e+01
    1.41065e-04     4.23334e+01     4.23333e+01
    1.45546e-04     4.36363e+01     4.36362e+01
    1.50171e-04     4.49794e+01     4.49792e+01
    1.54942e-04     4.63637e+01     4.63635e+01
    1.59865e-04     4.77906e+01     4.77904e+01
    1.64944e-04     4.92612e+01     4.92609e+01
    1.70184e-04     5.07768e+01     5.07765e+01
    1.75591e-04     5.23389e+01     5.23386e+01
    1.81170e-04     5.39491e+01     5.39488e+01
    1.86926e-04     5.56087e+01     5.56084e+01
    1.92865e-04     5.73193e+01     5.73190e+01
    1.98992e-04     5.90824e+01     5.90821e+01
    2.05315e-04     6.08995e+01     6.08991e+01
    2.11838e-04     6.27721e+01     6.27717e+01
    2.18568e-04     6.47020e+01     6.47016e+01
    2.25512e-04     6.66911e+01     6.66906e+01
    2.32677e-04     6.87411e+01     6.87406e+01
    2.40070e-04     7.08541e+01     7.08535e+01
    2.47697e-04     7.30317e+01     7.30311e+01
    2.55567e-04     7.52758e+01     7.52752e+01
    2.63686e-04     7.75884e+01     7.75877e+01
    2.72064e-04     7.99714e+01     7.99707e+01
    2.80708e-04     8.24273e+01     8.24265e+01
    2.89626e-04     8.49582e+01     8.49574e+01
    2.98828e-04     8.75664e+01     8.75655e+01
    3.08322e-04     9.02542e+01     9.02533e+01
    3.18118e-04     9.30238e+01     9.30229e+01
    3.28225e-04     9.58776e+01     9.58766e+01
    3.38653e-04     9.88180e+01     9.88169e+01
    3.49413e-04     1.01848e+02     1.01847e+02
    3.60514e-04     1.04969e+02     1.04968e+02
    3.71968e-04     1.08186e+02     1.08185e+02
    3.83786e-04     1.11500e+02     1.11499e+02
    3.95979e-04     1.14915e+02     1.14913e+02
    4.08560e-04     1.18433e+02     1.18431e+02
    4.21541e-04     1.22056e+02     1.22055e+02
    4.34934e-04     1.25789e+02     1.25787e+02
    4.48752e-04     1.29635e+02     1.29633e+02
    4.63010e-04     1.33596e+02     1.33594e+02
    4.77720e-04     1.37676e+02     1.37674e+02
    4.92898e-04     1.41879e+02     1.41877e+02
    5.08558e-04     1.46208e+02     1.46206e+02
    5.24715e-04     1.50666e+02     1.50664e+02
    5.41386e-04     1.55257e+02     1.55254e+02
    5.58587e-04     1.59985e+02     1.59982e+02
    5.76334e-04     1.64853e+02     1.64850e+02
    5.94645e-04     1.69866e+02     1.69863e+02
    6.13538e-04     1.75027e+02     1.75024e+02
    6.33031e-04     1.80341e+02     1.80337e+02
    6.53143e-04     1.85811e+02     1.85807e+02
    6.73894e-04     1.91442e+02     1.91438e+02
    6.95305e-04     1.97237e+02     1.97233e+02
    7.17395e-04     2.03202e+02     2.03197e+02
    7.40188e-04     2.09341e+02     2.09336e+02
    7.63705e-04     2.15658e+02     2.15653e+02
    7.87969e-04     2.22158e+02     2.22152e+02
